Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Accounts Payable,Long Term Debt,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-09-04,13.25,13.420000076293944,12.0,12.640000343322754,12.640000343322754,3827400,SKLZ,0.9493670628212568,1.491297458027957,2.323575952650072,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-08,12.149999618530272,12.600000381469728,12.050000190734863,12.300000190734863,12.300000190734863,2460300,SKLZ,1.015447120116829,1.6056910320112798,2.1747967142431257,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-09,12.550000190734863,13.279999732971191,12.210000038146973,12.880000114440918,12.880000114440918,3812500,SKLZ,1.0559006413533765,1.513975141827585,1.9976707541631251,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-10,13.25,13.25,12.239999771118164,12.359999656677246,12.359999656677246,3308400,SKLZ,1.128640792617573,1.5525890830984448,2.001618160058189,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-11,12.630000114440918,12.630000114440918,12.020000457763672,12.100000381469728,12.100000381469728,1973300,SKLZ,1.1487602628357856,1.487603258886313,1.920661077557364,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-14,12.300000190734863,12.6899995803833,12.199999809265137,12.220000267028809,12.220000267028809,2344900,SKLZ,1.131751196521758,1.4468085039964182,1.6358428260475453,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-15,12.649999618530272,12.75,12.399999618530272,12.449999809265137,12.449999809265137,1788900,SKLZ,1.1084337672411106,1.825702802446707,1.5534136906729348,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-16,12.449999809265137,13.149999618530272,12.446999549865724,12.880000114440918,12.880000114440918,2245700,SKLZ,1.0566769825892983,1.6242235939764214,1.4440993956681418,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-17,12.75,13.114999771118164,12.510000228881836,12.800000190734863,12.800000190734863,1220100,SKLZ,1.0820312636788003,1.5437499948777262,1.4062499790452423,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-18,12.850000381469728,13.100000381469728,12.510000228881836,12.850000381469728,12.850000381469728,1112300,SKLZ,1.0264590808420415,1.5548637314476952,1.4108948344399168,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-21,12.510000228881836,12.699999809265137,12.3100004196167,12.609999656677246,12.609999656677246,1346100,SKLZ,0.9992070360444282,1.5519429205108275,1.5099128813572398,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-22,12.75,12.75,12.100000381469728,12.140000343322754,12.140000343322754,1448400,SKLZ,1.0494233452081756,1.566721574948312,1.544481010687358,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-23,12.239999771118164,12.25,11.039999961853027,11.470000267028809,11.470000267028809,2257600,SKLZ,1.0828247416868826,1.6922405750248584,1.6355710368035967,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-24,11.100000381469728,11.6899995803833,10.5,11.56999969482422,11.56999969482422,2342700,SKLZ,1.0717372468105897,1.7821954523004568,1.6447710621080207,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-25,11.5600004196167,12.140000343322754,11.34000015258789,11.9399995803833,11.9399995803833,907800,SKLZ,1.0067002412221024,1.6139029426285003,1.5000000399361118,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-28,12.0,12.0,11.65999984741211,11.84000015258789,11.84000015258789,579700,SKLZ,0.9510135205885716,1.6891891674197794,1.4594594986443972,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-29,11.720000267028809,12.010000228881836,11.699999809265137,11.84000015258789,11.84000015258789,685500,SKLZ,0.9535472817865928,1.537162206789452,1.4577702708145055,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-09-30,11.8100004196167,12.5,11.75,12.15999984741211,12.15999984741211,1929000,SKLZ,0.9481907794123045,1.8157894901951923,1.305098691176097,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-01,12.350000381469728,12.770000457763672,12.05500030517578,12.350000381469728,12.350000381469728,5389900,SKLZ,0.8971659580133119,1.801619377549534,1.3255060998860686,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-02,12.0,12.970000267028809,11.960000038146973,12.390000343322754,12.390000343322754,3407500,SKLZ,0.9200967960161506,1.7966101381811703,1.268765119566818,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-05,12.489999771118164,12.649999618530272,12.149999618530272,12.359999656677246,12.359999656677246,3335600,SKLZ,0.9409385467222112,1.7499999807104705,1.2216829126942776,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-06,12.75,13.0,11.8100004196167,12.0,12.0,3383500,SKLZ,1.0350000063578286,1.9541667302449544,1.2591666380564372,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-07,12.380000114440918,12.479999542236328,11.949999809265137,12.0,12.0,2067400,SKLZ,1.0166666507720947,2.0416666666666665,1.1758333047231038,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-08,12.380000114440918,12.600000381469728,12.010000228881836,12.489999771118164,12.489999771118164,2200800,SKLZ,0.9687750683110284,2.106485183993481,1.0048038767587044,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-09,13.0,14.09000015258789,12.699999809265137,13.600000381469728,13.600000381469728,8023200,SKLZ,0.8867647118634416,1.920588243131406,1.2323529234394486,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-12,13.899999618530272,14.449999809265137,13.699999809265137,13.949999809265137,13.949999809265137,4343800,SKLZ,0.8609319278201842,1.7734767103499642,1.1878136144359632,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-13,14.0,14.239999771118164,13.600000381469728,13.899999618530272,13.899999618530272,2016900,SKLZ,0.864028817157027,1.9187050941166803,1.3071942859675536,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-14,14.100000381469728,14.220000267028809,13.710000038146973,13.829999923706056,13.829999923706056,1046300,SKLZ,0.91757047363618,2.074475827355572,1.530007228065249,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-15,13.579999923706056,14.0,13.199999809265137,13.800000190734863,13.800000190734863,1330600,SKLZ,0.9210144827882176,2.1159420550257635,1.4420289379337017,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-16,13.949999809265137,13.979999542236328,13.260000228881836,13.609999656677246,13.609999656677246,1618400,SKLZ,0.9720793443036948,2.058045623472133,1.3673770080678325,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-19,13.899999618530272,14.197999954223633,13.550000190734863,13.850000381469728,13.850000381469728,1894600,SKLZ,0.989169634074142,2.066425996458804,1.2945848239228055,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-20,13.899999618530272,13.989999771118164,13.050000190734863,13.1899995803833,13.1899995803833,1437000,SKLZ,1.0591357628096938,2.253980325098113,1.3282790762040753,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-21,13.300000190734863,13.329999923706056,12.399999618530272,12.600000381469728,12.600000381469728,2411100,SKLZ,1.0746031390416235,2.1650793540264504,1.3111111077471804,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-22,12.75,12.869999885559082,12.09000015258789,12.739999771118164,12.739999771118164,1636900,SKLZ,1.043171130346621,2.089482050037511,1.331240140437154,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-23,12.75,12.753999710083008,12.260000228881836,12.420000076293944,12.420000076293944,674200,SKLZ,1.0458936949535274,2.2238325820908567,1.2463767670809445,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-26,12.4399995803833,12.699999809265137,12.0600004196167,12.399999618530272,12.399999618530272,2454400,SKLZ,1.0467741888345965,2.2048387898118667,1.2427419614097217,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-27,12.279999732971191,12.479999542236328,11.779999732971191,12.020000457763672,12.020000457763672,1349300,SKLZ,1.0856904903282194,2.4009982954460702,1.30698830614436,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-28,11.710000038146973,11.850000381469728,11.085000038146973,11.260000228881836,11.260000228881836,1677100,SKLZ,1.376554146086302,2.7770870179519447,1.2797512925843946,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-29,11.300000190734863,11.359999656677246,11.0600004196167,11.289999961853027,11.289999961853027,964800,SKLZ,1.3286093933288243,3.453498831727841,1.2958370384298652,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-10-30,11.149999618530272,12.18000030517578,10.760000228881836,11.529999732971191,11.529999732971191,1995500,SKLZ,1.359930673748174,3.791847548415929,1.2038161696352572,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-02,11.420000076293944,11.619999885559082,10.93000030517578,11.079999923706056,11.079999923706056,1470600,SKLZ,1.5054152003637042,3.862815842217509,1.2391696423084355,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-03,11.079999923706056,11.4399995803833,11.029999732971191,11.399999618530272,11.399999618530272,829600,SKLZ,1.5578948090501357,3.66491229625877,1.3517544178127632,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-04,11.829999923706056,12.079999923706056,11.579999923706056,11.630000114440918,11.630000114440918,1000200,SKLZ,1.5339638845261956,3.449698928383324,1.3482373302564283,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-05,12.029999732971191,12.4399995803833,11.859999656677246,12.420000076293944,12.420000076293944,2142500,SKLZ,1.5772946885869452,3.0177133101451754,1.3148148005953018,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-06,12.399999618530272,12.84000015258789,12.029999732971191,12.199999809265137,12.199999809265137,1747800,SKLZ,1.5450820226369455,3.0450821398919863,1.2426229577396417,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-09,11.779999732971191,12.1899995803833,11.25,12.100000381469728,12.100000381469728,1552900,SKLZ,1.6322313535002602,3.2884297240571034,1.3057850985634196,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-10,12.0,12.09000015258789,11.619999885559082,12.0600004196167,12.0600004196167,1512300,SKLZ,1.6169153666264768,3.160862156346121,1.2611939891317507,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-11,11.9399995803833,12.100000381469728,11.75,12.010000228881836,12.010000228881836,835200,SKLZ,1.597835151402346,3.0008326585088474,1.36136553454437,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-12,11.949999809265137,12.34000015258789,11.6899995803833,12.010000228881836,12.010000228881836,776900,SKLZ,1.4987510122367291,2.992506073420375,1.3347210975147454,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-11-13,12.050000190734863,12.770000457763672,12.0,12.6899995803833,12.6899995803833,1926900,SKLZ,1.3932230803621315,2.5445234029355284,1.3349094636885674,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
