Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Accounts Payable,Long Term Debt,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-05-11,10.100000381469728,10.100000381469728,9.949999809265137,9.949999809265137,9.949999809265137,721500,SKLZ,1.0452261123508877,1.1045226112350888,1.2773869629938894,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-12,10.59000015258789,10.59000015258789,9.970000267028809,10.050000190734863,10.050000190734863,110700,SKLZ,1.0398009563123227,1.081592007886744,1.3164178399153783,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-13,10.399999618530272,10.399999618530272,10.06999969482422,10.149999618530272,10.149999618530272,248100,SKLZ,1.034482797499889,1.0729064780890736,1.349753726517766,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-14,10.68000030517578,10.68000030517578,10.140000343322754,10.164999961853027,10.164999961853027,303700,SKLZ,1.031972435856841,1.0516477737826344,1.3743236910432952,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-15,10.239999771118164,10.25,10.18000030517578,10.187000274658203,10.187000274658203,192500,SKLZ,1.0366153072447042,1.016982367463895,1.3291449491305058,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-18,10.170000076293944,10.329999923706056,10.145000457763672,10.199999809265137,10.199999809265137,1123000,SKLZ,1.030392198569956,1.034313763530839,1.302941197095033,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-19,10.220000267028809,10.25,10.0,10.199999809265137,10.199999809265137,170200,SKLZ,1.0323529343016555,1.0392157431063138,1.2735294131396688,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-20,10.220000267028809,10.289999961853027,10.079999923706056,10.25,10.25,199400,SKLZ,1.0214634406857377,1.0448780525021435,1.2663414187547637,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-21,10.25,10.399999618530272,10.210000038146973,10.25,10.25,285400,SKLZ,1.0312194824218752,1.061463425799114,1.2731707503155965,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-22,10.25,10.289999961853027,10.199999809265137,10.260000228881836,10.260000228881836,34600,SKLZ,1.023391790035498,1.0594541562445683,1.5107212138619257,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-26,10.270000457763672,10.270000457763672,10.18000030517578,10.19499969482422,10.19499969482422,68500,SKLZ,1.054438481784118,1.047572400673811,1.4713095094662114,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-27,10.130000114440918,10.210000038146973,10.0600004196167,10.210000038146973,10.210000038146973,56400,SKLZ,1.0430949636375473,1.051909865914886,1.535749289578021,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-28,10.18000030517578,10.300000190734863,10.149999618530272,10.199999809265137,10.199999809265137,67900,SKLZ,1.0549020029498457,1.053921588335254,1.6352941781454309,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-05-29,10.149999618530272,10.489999771118164,10.149999618530272,10.25,10.25,307100,SKLZ,1.0712194675352515,1.0731707317073171,1.7326829491592035,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-01,10.369999885559082,10.369999885559082,10.149999618530272,10.25,10.25,83000,SKLZ,1.0692682964045828,1.3678049227086508,1.7404878197646725,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-02,10.199999809265137,10.270000457763672,10.19499969482422,10.25,10.25,101400,SKLZ,1.0634145969297826,1.281951253007098,1.9112195270817451,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-03,10.270000457763672,10.300000190734863,10.210000038146973,10.25,10.25,70600,SKLZ,1.098536607695789,1.23317076520222,1.839024427460461,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-04,10.289999961853027,10.300000190734863,10.220000267028809,10.25,10.25,72500,SKLZ,1.0878048408322216,1.200000018608279,1.9268292682926829,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-05,10.329999923706056,10.43000030517578,10.050000190734863,10.25,10.25,310200,SKLZ,1.09073173709032,1.2565853770186262,1.902439024390244,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-08,10.239999771118164,10.449999809265137,10.0600004196167,10.239999771118164,10.239999771118164,386700,SKLZ,1.0957031755679063,1.207031243451638,1.8740235315417544,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-09,10.399999618530272,10.420000076293944,10.170000076293944,10.289999961853027,10.289999961853027,1058000,SKLZ,1.0894071991938348,1.1758989724321394,1.7492711435111177,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-10,10.529999732971191,10.899999618530272,10.109999656677246,10.5,10.5,1065800,SKLZ,1.0533333732968284,1.163809549240839,1.683809552873884,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-11,10.5,10.583000183105469,10.300000190734863,10.399999618530272,10.399999618530272,397200,SKLZ,1.057692346488232,1.1971154101854258,2.185576959227671,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-12,10.56999969482422,10.593999862670898,10.300000190734863,10.449999809265137,10.449999809265137,75000,SKLZ,1.05167463844107,1.2325359186151663,2.0019139194381554,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-15,10.510000228881836,10.600000381469728,10.380000114440918,10.5,10.5,71300,SKLZ,1.1628571464901878,1.219047637212844,1.8819047837030325,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-16,10.59000015258789,10.59000015258789,10.300000190734863,10.489999771118164,10.489999771118164,464500,SKLZ,1.1725453249865767,1.2249762308717385,1.9046711132679648,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-17,10.59000015258789,10.609999656677246,10.399999618530272,10.5600004196167,10.5600004196167,373400,SKLZ,1.1003787333164574,1.1941287079167515,1.8532195944301448,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-18,10.600000381469728,10.720000267028809,10.479999542236328,10.510000228881836,10.510000228881836,266300,SKLZ,1.1607991953928911,1.1550903976159412,1.8097050469605196,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-19,10.550000190734863,10.600000381469728,10.43299961090088,10.529999732971191,10.529999732971191,573200,SKLZ,1.157644813818406,1.0892688089169005,1.843304875558178,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-22,10.6899995803833,10.6899995803833,10.399999618530272,10.470000267028809,10.470000267028809,639700,SKLZ,1.1222540305946365,1.1050620248081018,1.9694365151229332,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-23,10.550000190734863,10.600000381469728,10.350000381469728,10.56999969482422,10.56999969482422,359800,SKLZ,1.1059602571329787,1.1296121026597497,1.823084296511338,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-24,10.56999969482422,10.600000381469728,10.369999885559082,10.5,10.5,400000,SKLZ,1.0895237695603144,1.1276190621512276,1.9047619047619049,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-25,10.5,10.850000381469728,10.4399995803833,10.75,10.75,559800,SKLZ,1.0586046618084577,1.1013953630314317,1.6930233267850654,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-26,10.729999542236328,10.859999656677246,10.5,10.649999618530272,10.649999618530272,597000,SKLZ,1.056338066005727,1.1417840641284662,2.0732395037168225,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-29,10.779999732971191,10.84000015258789,10.625,10.760000228881836,10.760000228881836,630400,SKLZ,1.0157992632600166,1.147769527766369,2.0678438221847686,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-06-30,10.800000190734863,10.982000350952148,10.75,10.979999542236328,10.979999542236328,517400,SKLZ,0.9644809284236996,1.1284153788588636,2.02732250973738,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-07-01,11.0,11.25,10.93000030517578,10.960000038146973,10.960000038146973,452500,SKLZ,0.9598540530244658,1.127737191027143,1.9735400625439803,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-07-02,10.960000038146973,11.0,10.871999740600586,10.899999618530272,10.899999618530272,286700,SKLZ,0.9770642193807976,1.1009174697217146,2.151376292075632,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
2020-07-06,11.0,11.359999656677246,11.0,11.260000228881836,11.260000228881836,2559400,SKLZ,0.9467139991764184,1.0657193389055242,2.175843650265445,108892000.0,20191000.0,18665000.0,1958000.0,38856000.0,29000.0,7004000.0,-90256000.0,82000.0,116000.0,25628000.0,10481000.0,3648000.0,35092000.0,18665000.0,2944000.0,9628000.0,,-54000.0,-3223000.0,6063000.0,31168000.0,1284000.0,197000.0,-23605000.0,6008000.0,-14743000.0,-21937000.0,711000.0,-2194000.0,-2412000.0,-3223000.0
