,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,28863000.0,-26596000.0,16869000.0,66149000.0
Total Cashflows From Investing Activities,-600997000.0,-3217193000.0,-2821459000.0,-1438676000.0
Net Borrowings,-1348310000.0,1225171000.0,1216769000.0,-6696000.0
Total Cash From Financing Activities,-1507178000.0,1084139000.0,1085515000.0,-162055000.0
Change To Operating Activities,-107804000.0,-143475000.0,-193148000.0,-40991000.0
Net Income,-122250000.0,-24410000.0,284613000.0,719644000.0
Change In Cash,77710000.0,5473000.0,-14911000.0,20383000.0
Repurchase Of Stock,-29219000.0,-27686000.0,-30810000.0,-78316000.0
Effect Of Exchange Rate,5132000.0,-4272000.0,4694000.0,-5539000.0
Total Cash From Operating Activities,2180753000.0,2142799000.0,1716339000.0,1626653000.0
Depreciation,1799413000.0,1663929000.0,1357570000.0,1233681000.0
Other Cashflows From Investing Activities,-6704000.0,-6704000.0,-6704000.0,-836000.0
Dividends Paid,-119036000.0,-116469000.0,-111864000.0,-95813000.0
Change To Inventory,20094000.0,-1334000.0,-5782000.0,-3296000.0
Change To Account Receivables,-5356000.0,27149000.0,-193144000.0,-178861000.0
Other Cashflows From Financing Activities,-10613000.0,3123000.0,11420000.0,-1738000.0
Change To Netincome,567793000.0,647536000.0,449361000.0,-169673000.0
Capital Expenditures,-607627000.0,-3269469000.0,-2670693000.0,-1483693000.0
Issuance Of Stock,,,,20508000.0
