,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,80000000.0,36000000.0,428000000.0,297000000.0
Change To Liabilities,2000000.0,-455000000.0,220000000.0,136000000.0
Total Cashflows From Investing Activities,-1265000000.0,-8421000000.0,-1207000000.0,-1257000000.0
Net Borrowings,-1686000000.0,3505000000.0,429000000.0,238000000.0
Total Cash From Financing Activities,-834000000.0,2776000000.0,3053000000.0,-245000000.0
Change To Operating Activities,22000000.0,-168000000.0,203000000.0,-263000000.0
Issuance Of Stock,672000000.0,672000000.0,1844000000.0,1844000000.0
Net Income,-773000000.0,791000000.0,368000000.0,1792000000.0
Change In Cash,-104000000.0,-4007000000.0,3982000000.0,-85000000.0
Total Cash From Operating Activities,1995000000.0,1638000000.0,2136000000.0,1417000000.0
Depreciation,1036000000.0,978000000.0,699000000.0,1049000000.0
Other Cashflows From Investing Activities,1251000000.0,35000000.0,16000000.0,4000000.0
Dividends Paid,-529000000.0,-695000000.0,-510000000.0,-461000000.0
Change To Inventory,9000000.0,-52000000.0,1000000.0,-7000000.0
Change To Account Receivables,90000000.0,226000000.0,-154000000.0,-216000000.0
Other Cashflows From Financing Activities,-14000000.0,-34000000.0,-450000000.0,-22000000.0
Change To Netincome,1402000000.0,124000000.0,220000000.0,-1128000000.0
Capital Expenditures,-2596000000.0,-2506000000.0,-1651000000.0,-1426000000.0
