,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,52323000.0,52323000.0,52323000.0,283758000.0
Change To Liabilities,-29193000.0,-238674000.0,457113000.0,-16680000.0
Total Cashflows From Investing Activities,-1555800000.0,-1601142000.0,-3979104000.0,-4202070000.0
Net Borrowings,-216262000.0,-210661000.0,2175624000.0,1986500000.0
Total Cash From Financing Activities,31713000.0,-249453000.0,859020000.0,1533147000.0
Change To Operating Activities,-118096000.0,-6832000.0,-20358000.0,27280000.0
Issuance Of Stock,340923000.0,340923000.0,1946000.0,244000.0
Net Income,-967166000.0,-1221695000.0,-2244568000.0,1508529000.0
Change In Cash,13614000.0,1109000.0,-143828000.0,-1031225000.0
Repurchase Of Stock,-596000.0,-7224000.0,-561550000.0,-72146000.0
Total Cash From Operating Activities,1537701000.0,1851704000.0,2976256000.0,1637698000.0
Depreciation,1456885000.0,1597957000.0,1577366000.0,950451000.0
Other Cashflows From Investing Activities,-30000.0,1312000.0,-1563448000.0,-551121000.0
Dividends Paid,-7664000.0,-30655000.0,-31375000.0,-20827000.0
Change To Account Receivables,-36296000.0,432323000.0,-439062000.0,-8979000.0
Other Cashflows From Financing Activities,-84688000.0,-913000.0,-725625000.0,-360624000.0
Change To Netincome,908804000.0,1455906000.0,3762953000.0,-810618000.0
Capital Expenditures,-1042231000.0,-1602454000.0,-2999037000.0,-1559051000.0
