,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-31254000000.0,-647000000.0,-394000000.0,1040000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-31902000000.0,-797000000.0,-4141000000.0,428000000.0
Net Borrowings,-60000000.0,-1840000000.0,-2134000000.0,1040000000.0
Total Cash From Financing Activities,31400000000.0,-430000000.0,1452000000.0,-1786000000.0
Change To Operating Activities,-843000000.0,-9000000.0,435000000.0,435000000.0
Net Income,1427000000.0,2512000000.0,2193000000.0,2180000000.0
Change In Cash,-131000000.0,597000000.0,167000000.0,122000000.0
Total Cash From Operating Activities,371000000.0,1824000000.0,2856000000.0,1480000000.0
Depreciation,492000000.0,472000000.0,360000000.0,341000000.0
Other Cashflows From Investing Activities,19000000.0,28000000.0,16000000.0,14000000.0
Dividends Paid,-858000000.0,-753000000.0,-565000000.0,-505000000.0
Other Cashflows From Financing Activities,31972000000.0,3684000000.0,5604000000.0,-716000000.0
Change To Netincome,-1054000000.0,-1011000000.0,-324000000.0,-461000000.0
Capital Expenditures,-358000000.0,-304000000.0,-192000000.0,-231000000.0
Repurchase Of Stock,,-1763000000.0,-1453000000.0,-1605000000.0
