,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,795000000.0,1194000000.0,978000000.0,885000000.0
Capital Surplus,3635000000.0,3599000000.0,2873000000.0,2790000000.0
Total Liab,181569000000.0,148166000000.0,129819000000.0,125861000000.0
Total Stockholder Equity,20995000000.0,19433000000.0,14919000000.0,14869000000.0
Other Current Liab,1732000000.0,1322000000.0,1139000000.0,895000000.0
Total Assets,204680000000.0,169369000000.0,146069000000.0,142081000000.0
Common Stock,2051000000.0,2051000000.0,2051000000.0,2051000000.0
Other Current Assets,5227000000.0,3524000000.0,2545000000.0,2270000000.0
Retained Earnings,18384000000.0,18315000000.0,16578000000.0,14957000000.0
Other Liab,2692000000.0,2245000000.0,2047000000.0,2086000000.0
Good Will,4258000000.0,4252000000.0,2478000000.0,2445000000.0
Treasury Stock,-3075000000.0,-4532000000.0,-6583000000.0,-4929000000.0
Other Assets,109130000000.0,110934000000.0,96422000000.0,93088000000.0
Cash,3147000000.0,1578000000.0,1181000000.0,1114000000.0
Total Current Liabilities,166636000000.0,132547000000.0,116439000000.0,111196000000.0
Short Long Term Debt,3155000000.0,2151000000.0,3093000000.0,2351000000.0
Other Stockholder Equity,2601000000.0,1192000000.0,-112000000.0,73000000.0
Property Plant Equipment,3253000000.0,3289000000.0,2337000000.0,2622000000.0
Total Current Assets,14620000000.0,9892000000.0,7287000000.0,6774000000.0
Long Term Investments,72624000000.0,39808000000.0,36567000000.0,36267000000.0
Net Tangible Assets,16598000000.0,14980000000.0,12401000000.0,12397000000.0
Net Receivables,2287000000.0,2310000000.0,2019000000.0,1829000000.0
Long Term Debt,11688000000.0,12784000000.0,11333000000.0,12553000000.0
Inventory,30000000.0,64000000.0,48000000.0,54000000.0
Accounts Payable,159081000000.0,127062000000.0,108835000000.0,103162000000.0
Minority Interest,,,,20000000.0
