,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-1252000.0,-1775000.0,1670000.0,-421000.0
Total Cashflows From Investing Activities,-9487000.0,-2817000.0,-1509784000.0,698000.0
Net Borrowings,15499000.0,-119096000.0,1429288000.0,-235112000.0
Total Cash From Financing Activities,63169000.0,-746445000.0,852080000.0,-606911000.0
Change To Operating Activities,5869000.0,6647000.0,16961000.0,97000.0
Issuance Of Stock,320873000.0,320873000.0,320873000.0,157571000.0
Net Income,505711000.0,390881000.0,339516000.0,380598000.0
Change In Cash,459628000.0,1040000.0,-3271000.0,-7502000.0
Repurchase Of Stock,-15293000.0,-9058000.0,-9058000.0,-9058000.0
Total Cash From Operating Activities,428077000.0,750302000.0,654433000.0,598711000.0
Depreciation,242995000.0,248671000.0,148365000.0,123835000.0
Dividends Paid,-230522000.0,-589128000.0,-550435000.0,-529370000.0
Other Cashflows From Financing Activities,-27388000.0,-29163000.0,-26773000.0,-26773000.0
Change To Netincome,-335749000.0,94423000.0,135754000.0,81576000.0
