,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,13839800000.0,12318400000.0,11174300000.0,11783300000.0
Capital Surplus,10473700000.0,10117700000.0,10380800000.0,10247500000.0
Total Liab,42453000000.0,36214700000.0,26106000000.0,25260000000.0
Total Stockholder Equity,4093500000.0,5055400000.0,5336100000.0,6241500000.0
Minority Interest,687000000.0,1531500000.0,1568300000.0,1712800000.0
Other Current Liab,1194700000.0,984400000.0,945600000.0,740900000.0
Total Assets,47233500000.0,42801600000.0,33010400000.0,33214300000.0
Common Stock,4600000.0,4500000.0,4500000.0,4400000.0
Other Current Assets,404500000.0,376800000.0,505000000.0,549300000.0
Other Liab,3415400000.0,3089400000.0,3011000000.0,3317600000.0
Good Will,7282700000.0,6178300000.0,5501900000.0,5638400000.0
Treasury Stock,-6384800000.0,-5066800000.0,-5049200000.0,-4010400000.0
Other Assets,2607500000.0,2309300000.0,2702000000.0,2653500000.0
Cash,1746300000.0,1501200000.0,1208700000.0,802100000.0
Total Current Liabilities,3655500000.0,5487700000.0,4689900000.0,2512100000.0
Deferred Long Term Asset Charges,123100000.0,131800000.0,157700000.0,204400000.0
Short Long Term Debt,784900000.0,2921500000.0,2714100000.0,774800000.0
Other Stockholder Equity,-5102400000.0,-3840400000.0,-3842400000.0,-3036400000.0
Property Plant Equipment,20597900000.0,19441800000.0,11247100000.0,11101000000.0
Total Current Assets,2905600000.0,2553800000.0,2385100000.0,2037100000.0
Net Tangible Assets,-17029000000.0,-13441300000.0,-11340100000.0,-11180200000.0
Net Receivables,754800000.0,675800000.0,671400000.0,685700000.0
Long Term Debt,28474700000.0,21103200000.0,18266300000.0,19264800000.0
Accounts Payable,139100000.0,148100000.0,130800000.0,142900000.0
Long Term Investments,,,,1000000.0
