Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Term Investments,Other Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Change To Operating Activities
2017-09-29,23.200000762939453,23.200000762939453,22.799999237060547,22.799999237060547,22.799999237060547,146190,NVAX,0.95614034940955,1.1578947588567488,1.8245613976382,1.0206479989635429,-0.0645076495539929,0.0676343701343027,0.7352681986469971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,22.799999237060547,23.39999961853028,22.799999237060547,23.39999961853028,23.39999961853028,161865,NVAX,0.948717996788318,1.10256408793399,1.5470086048323246,1.012478214064533,-0.0637602172762149,0.0138565321725903,0.4578777263553908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,23.39999961853028,23.39999961853028,22.799999237060547,23.0,23.0,285695,NVAX,0.9826087122378142,1.173913043478261,1.582608761994735,1.0113391723313174,-0.0287304600935032,0.0839496684733589,0.500808119774163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,23.39999961853028,23.39999961853028,22.799999237060547,23.200000762939453,23.200000762939453,209305,NVAX,0.9827585554860032,1.1465517028758705,1.5344826423880924,1.0126829906128405,-0.0299244351268372,0.0580680158543041,0.4445232757914283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,23.0,23.600000381469727,22.799999237060547,23.200000762939453,23.200000762939453,215655,NVAX,0.9741379154423052,1.8275862125664344,1.6034482560174792,1.0121464877707815,-0.0380085723284763,0.7447857368833217,0.5055265072462201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,23.0,23.39999961853028,22.39999961853028,23.0,23.0,219610,NVAX,0.9739130268926208,1.7217390640922212,1.565217391304348,1.0081446760609294,-0.0342316491683085,0.6267958412651851,0.4646443248685843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,22.799999237060547,23.39999961853028,22.600000381469727,23.200000762939453,23.200000762939453,118125,NVAX,0.9827585554860032,1.3879310217255223,1.4827586376993036,1.0143616235707735,-0.0316030680847703,0.2842155967728696,0.3842764915226067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,23.39999961853028,23.39999961853028,22.799999237060547,23.39999961853028,23.39999961853028,163910,NVAX,0.9658119978588788,1.4102564332465868,1.4615385179688951,1.008797349947511,-0.042985352088632,0.3174057571026412,0.3722412052749395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,23.200000762939453,24.600000381469727,23.0,23.200000762939453,23.200000762939453,231240,NVAX,0.9741379154423052,1.491379195529701,1.4310344685839138,1.0091988628593096,-0.0350609474170043,0.3901469877869947,0.3429374183909202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,23.0,24.0,22.799999237060547,23.600000381469727,23.600000381469727,203150,NVAX,1.0338982722088723,1.5423729210809465,1.3389830453681453,1.0112728774332036,0.0226253947756687,0.4436879952575938,0.2629479444030158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
