Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,5281000.0,5270000.0,5725000.0,5332000.0
Capital Surplus,3237085000.0,3180114000.0,2535476000.0,1848644000.0
Total Liab,2004025000.0,1569239000.0,955270000.0,637758000.0
Total Stockholder Equity,745562000.0,1039127000.0,627209000.0,106440000.0
Other Current Liab,1220073000.0,822809000.0,273228000.0,83550000.0
Total Assets,2749587000.0,2608366000.0,1582479000.0,944020000.0
Common Stock,747000.0,745000.0,714000.0,633000.0
Other Current Assets,46398000.0,32128000.0,103542000.0,67154000.0
Retained Earnings,-2449235000.0,-2096918000.0,-1874199000.0,-1696635000.0
Good Will,134294000.0,130879000.0,135379000.0,126932000.0
Treasury Stock,-43035000.0,-44814000.0,-34782000.0,-46202000.0
Other Assets,41834000.0,33389000.0,5424000.0,8705000.0
Cash,2074880000.0,1995482000.0,553398000.0,334171000.0
Total Current Liabilities,1651516000.0,1208555000.0,579672000.0,239218000.0
Other Stockholder Equity,4170000.0,-357000.0,7024000.0,-4995000.0
Property Plant Equipment,213186000.0,192044000.0,187748000.0,131834000.0
Total Current Assets,2354992000.0,2246784000.0,1248203000.0,671217000.0
Net Tangible Assets,605987000.0,902978000.0,486105000.0,-25824000.0
Net Receivables,71363000.0,102193000.0,262012000.0,16181000.0
Long Term Debt,322746000.0,322390000.0,322035000.0,321679000.0
Accounts Payable,73995000.0,113605000.0,54332000.0,15097000.0
Short Term Investments,,2250000.0,157649000.0,169860000.0
Other Liab,,,3358000.0,2500000.0
Investments,2250000.0,155390000.0,12202000.0,-91984000.0
Change To Liabilities,459148000.0,602909000.0,294031000.0,-43592000.0
Total Cashflows From Investing Activities,-12901000.0,141609000.0,-31122000.0,-100710000.0
Net Borrowings,-41647000.0,-11971000.0,-30641000.0,-65424000.0
Total Cash From Financing Activities,-38843000.0,576987000.0,404610000.0,-22388000.0
Issuance Of Stock,2804000.0,591609000.0,437314000.0,80060000.0
Net Income,-352317000.0,-222719000.0,-177564000.0,-197310000.0
Change In Cash,93669000.0,1380332000.0,247002000.0,-129838000.0
Effect Of Exchange Rate,1001000.0,-1349000.0,2082000.0,-243000.0
Total Cash From Operating Activities,144412000.0,663085000.0,-128568000.0,-6497000.0
Depreciation,2410000.0,2317000.0,1794000.0,1186000.0
Change To Account Receivables,-27201000.0,220205000.0,-343901000.0,-78788000.0
Change To Netincome,62372000.0,60373000.0,96716000.0,250572000.0
Capital Expenditures,-15151000.0,-13781000.0,-42012000.0,-8726000.0
Repurchase Of Stock,,-2651000.0,-2063000.0,-37024000.0
Change To Operating Activities,,,,61079000.0
