Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Long Term Debt,Treasury Stock,Other Stockholder Equity,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,86.87999725341797,86.93000030517578,86.02999877929688,86.04000091552734,82.13224029541016,422100,RGLD,0.9802856174926756,0.9815914874888496,1.0378965182094924,1.0206479989635429,-0.0403623814708672,-0.1086689012335964,-0.0513966807817105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,85.87999725341797,86.52999877929688,85.31999969482422,86.16000366210938,82.24681091308594,382900,RGLD,0.9700749166021506,0.9708852871184668,1.0250945849698905,1.012478214064533,-0.0424032974623823,-0.1178222686429328,-0.0640362935070433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,86.08000183105469,86.69999694824219,85.83000183105469,86.13999938964844,82.22771453857422,489400,RGLD,1.008483309736883,0.9723950757444664,1.0397360265606432,1.0113391723313174,-0.0028558625944343,-0.1175682992604356,-0.0420646156599289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,86.26000213623047,86.62000274658203,85.87999725341797,86.58999633789062,82.6572494506836,386500,RGLD,0.9959468531207764,0.974195340228692,1.0421379777518125,1.0126829906128405,-0.0167361374920641,-0.1142883467928743,-0.0478213888448515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,86.5,86.8499984741211,85.94000244140625,86.4000015258789,82.70512390136719,558900,RGLD,1.0277778546512346,0.9746759460923962,1.040836225774022,1.0121464877707815,0.015631366880453,-0.1081245295907165,-0.0570855229972371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,86.4000015258789,87.86000061035156,85.45999908447266,87.8499984741211,84.09310913085938,419400,RGLD,1.0136598219674164,0.9672656731128992,1.020336043850204,1.0081446760609294,0.005515145906487,-0.1276775497141369,-0.0802370225855595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,87.95999908447266,89.66000366210938,87.95999908447266,89.02999877929688,85.22265625,525400,RGLD,1.0020216996780034,0.9639088604929642,1.0131397498223862,1.0143616235707735,-0.0123399238927701,-0.1398065644596884,-0.0853423963543107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,89.41999816894531,89.87999725341797,88.61000061035156,88.87000274658203,85.0694808959961,485500,RGLD,0.9855969748418576,0.9633873821582288,1.0125870980025788,1.008797349947511,-0.0232003751056533,-0.1294632939857167,-0.0767102146913767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,89.12999725341797,89.31999969482422,87.1500015258789,88.3499984741211,84.57171630859375,524900,RGLD,0.9689869647082936,0.9804101656799864,1.00101326262627,1.0091988628593096,-0.040211898151016,-0.1208220420627199,-0.0870837875667236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,88.30000305175781,89.0,88.05000305175781,88.80999755859375,85.01205444335938,417700,RGLD,0.9727508593069902,0.9686681863462177,1.0035302933759322,1.0112728774332036,-0.0385220181262133,-0.130016739477135,-0.0725048075891972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,89.44999694824219,89.66000366210938,87.97000122070312,88.22000122070312,84.4472885131836,324500,RGLD,0.9743822995977388,0.9907227378164052,1.0145746442098986,1.0098252549340063,-0.0354429553362677,-0.1175267605708698,-0.0623159596337183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,88.68000030517578,88.69000244140625,87.30999755859375,87.5999984741211,83.85380554199219,439500,RGLD,0.9718036380324572,0.9973912931132212,1.0261188224498006,1.0047827275420922,-0.032979089509635,-0.1176704720284864,-0.0594751749104058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,87.13999938964844,88.3499984741211,87.0999984741211,87.58999633789062,83.84422302246094,303800,RGLD,0.9779655002033736,1.0134222899224086,1.030140687175091,1.016827126331923,-0.0388616261285494,-0.1075734802469077,-0.0567975991397091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,87.33000183105469,87.83000183105469,87.11000061035156,87.51000213623047,83.76766204833984,241200,RGLD,0.9756597579418912,1.026268273101148,1.0207370126129425,1.016900814218988,-0.0412410562770967,-0.0903154509961583,-0.0552583318117128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,87.45999908447266,87.83999633789062,87.25,87.70999908447266,83.95909118652344,292700,RGLD,0.9730932804443488,1.0055174677405607,1.0188685983407433,1.0195478153138224,-0.0464545348694735,-0.1110334345986407,-0.0589649429770808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,87.69999694824219,88.0199966430664,86.3499984741211,86.73999786376953,83.03058624267578,352300,RGLD,1.0020750740720492,1.0238157086497868,1.0227241882626872,1.0187296628598663,-0.0166545887878171,-0.0931098171277577,-0.0427498209617769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,86.41000366210938,86.83000183105469,85.76000213623047,86.33999633789062,82.6476821899414,422500,RGLD,1.010424085303177,1.0118304626219805,1.0248993865573222,1.0231439317955078,-0.0127198464923308,-0.1024076903427015,-0.0435577653082663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,86.16999816894531,86.76000213623047,86.08999633789062,86.38999938964844,82.69554901123047,331900,RGLD,1.004861486745497,1.022738849113545,1.0319909335403374,1.023176662025299,-0.0183151752798023,-0.0780540347328495,-0.0473898867575157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,86.5199966430664,86.66999816894531,86.0999984741211,86.4800033569336,82.78169250488281,377300,RGLD,0.9988437252139606,1.032228786468138,1.0354531028550016,1.028738706809164,-0.0298949815952034,-0.0759850350864275,-0.0583681594303029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,86.5999984741211,86.97000122070312,83.93000030517578,84.08000183105469,80.48433685302734,601800,RGLD,1.0123691339748264,1.0618121129639349,1.057472465085883,1.0357335667629224,-0.0233644327880959,-0.0425564177235064,-0.033549569234978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,83.87000274658203,85.52999877929688,83.5,84.7699966430664,81.14482879638672,448100,RGLD,0.9673233315923604,1.032226585362758,1.0499329858595698,1.0327543330408862,-0.0654310014485257,-0.0461923682332827,-0.0461958128754997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,84.66000366210938,85.61000061035156,84.38999938964844,84.97000122070312,81.33626556396484,398400,RGLD,0.9735200766688988,1.00146694835627,1.065337686558939,1.0448229351223306,-0.0713028584534317,-0.0446439852162088,-0.0450518058359279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,84.86000061035156,84.86000061035156,83.5999984741211,84.11000061035156,80.51305389404297,374400,RGLD,0.9851384539022858,0.9774822474769512,1.0813728257737345,1.0378093145840102,-0.0526708606817243,-0.07617412093754,-0.0262071253546889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,84.5,84.69000244140625,83.30999755859375,83.3499984741211,79.78556823730469,500400,RGLD,0.984763026200714,0.9709920599782704,1.0743366533258798,1.0388512590749122,-0.0540882328741981,-0.0835919583735793,-0.0351059529331887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,83.58999633789062,86.98999786376953,83.4000015258789,86.62999725341797,82.92527770996094,657700,RGLD,0.9427451854242572,0.9509008129590616,1.0280871182394409,1.0310647944789963,-0.0883196090547391,-0.0671455291609378,-0.0764148930461412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,86.87999725341797,86.87999725341797,85.05000305175781,86.0,82.32222747802734,435600,RGLD,0.9468604621312108,0.9442209224552158,1.0322261835551887,1.0262436118253355,-0.0793831496941249,-0.0814154831125366,-0.0755841351341775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,86.01000213623047,89.06999969482422,86.01000213623047,88.80000305175781,85.00249481201172,491500,RGLD,0.9210584585646728,0.9403136773885834,1.0001314012443805,1.0311845275729687,-0.1101260690082959,-0.095797251813861,-0.1055968830917262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,88.5999984741211,89.45999908447266,88.12999725341797,89.05000305175781,85.24180603027344,352700,RGLD,0.9337449813448966,0.9319295926702084,1.0005996698772577,1.0414917955670933,-0.1077468142221966,-0.1139802173574576,-0.1112266892178124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,89.48999786376953,90.12999725341795,88.83999633789062,89.20999908447266,85.39495086669922,562200,RGLD,0.9372266511758762,0.9565672377466152,0.9983542226415758,1.0390384642435906,-0.1018118130677143,-0.1044375253511233,-0.1162990827597758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,89.38999938964844,89.94000244140625,86.93000030517578,87.58999633789062,83.84422302246094,515400,RGLD,0.9525063173191454,0.9800996029893636,1.0091245110162943,1.0401272810196784,-0.087620963700533,-0.0954752497447286,-0.1035544818100291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,88.0,88.13999938964844,85.48999786376953,85.61000061035156,81.94889068603516,492900,RGLD,0.9889033865381026,0.9957379083631678,1.0377512578895942,1.0393664161720684,-0.0504630296339657,-0.08015534027725,-0.0755867024653338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,85.61000061035156,86.79000091552734,85.5,86.38999938964844,82.69554901123047,320800,RGLD,0.979742821132918,0.9495948499645404,1.0473607009309194,1.0305050740272153,-0.0507622528942972,-0.1170723648017804,-0.0642718598996874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,86.13999938964844,86.76000213623047,85.75,85.95999908447266,82.28394317626953,405600,RGLD,0.9780130422273426,0.9607623317346184,1.035514946934763,1.043144349882203,-0.0651313076548604,-0.1041784507082038,-0.0781372739034877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,86.0999984741211,86.16999816894531,84.94999694824219,85.12999725341797,81.48943328857422,367900,RGLD,0.9928343673985812,0.9717790956132034,1.0472653125653322,1.0570826794517585,-0.0642483120531772,-0.0961706226603936,-0.0633627868653157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,85.29000091552734,86.30999755859375,85.19999694824219,85.66000366210938,81.99675750732422,333900,RGLD,0.9861079979779444,0.9771244028483332,1.0527636294986016,1.0412088647392546,-0.0551008667613102,-0.0933548094892848,-0.0594510812645465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,85.76000213623047,86.05999755859375,84.55999755859375,85.37999725341797,81.7287368774414,422000,RGLD,1.0055048617254725,0.9858503489757476,1.056334049609474,1.0392013474275237,-0.0336964857020511,-0.0894706987032177,-0.0436053223082018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,85.11000061035156,85.93000030517578,84.86000061035156,85.3499984741211,81.70002746582031,236400,RGLD,1.006209596673174,0.9555248470713128,1.0591801756086192,1.0381241126825425,-0.0319145160093685,-0.1021847135575458,-0.0479877761805125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,85.8499984741211,87.0999984741211,85.80999755859375,86.91999816894531,83.202880859375,391200,RGLD,0.9958581707986232,0.932034626715454,1.0325263204997668,1.03199537924298,-0.0361372084443569,-0.1105669130879927,-0.0730431447196378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,87.22000122070312,87.44999694824219,86.66999816894531,87.23999786376953,83.50920867919922,223300,RGLD,1.0046996455874666,0.9337893655044496,1.0437282374963217,1.0328322263084138,-0.0281325807209471,-0.10071428081393,-0.0658958011996886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
