Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2014-10-09,32.95000076293945,32.9900016784668,29.06999969482422,30.100000381469727,30.100000381469727,8259700,HUBS,1.213289036376433,1.0803986726121024,1.3382059225518883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,30.0,30.25,28.0,29.049999237060547,29.049999237060547,1619600,HUBS,1.2519793420677865,1.1197934469408426,1.34802068419519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,29.100000381469727,29.229999542236328,25.790000915527344,27.25,27.25,423100,HUBS,1.299449535684848,1.222018320626075,1.4550459275551892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,27.26000022888184,29.850000381469727,26.950000762939453,29.84000015258789,29.84000015258789,228800,HUBS,1.2295575884414671,1.1340482566871937,1.308981272572263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,29.40999984741211,29.600000381469727,27.1200008392334,27.5,27.5,273300,HUBS,1.3454545454545457,1.230545460094105,1.4239999944513495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16,26.959999084472656,30.71999931335449,26.559999465942383,30.170000076293945,30.170000076293945,331600,HUBS,1.222074870356243,1.1597614050375875,1.2996353657712412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,31.0,31.229999542236328,30.01300048828125,30.65999984741211,30.65999984741211,103200,HUBS,1.2022178993410129,1.09295494091014,1.2886496581267295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,30.96999931335449,31.200000762939453,30.3129997253418,31.200000762939453,31.200000762939453,85100,HUBS,1.1503204651289607,1.0631409409561905,1.2407050685221093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,31.299999237060547,31.299999237060547,29.61000061035156,30.200000762939453,30.200000762939453,170800,HUBS,1.1933774836110125,1.1317880609831132,1.2864237580350215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,30.5,30.56999969482422,29.96999931335449,30.020000457763672,30.020000457763672,84700,HUBS,1.2055295827735286,1.1565623148324755,1.3387740844059572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
