Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,81.80000305175781,84.1500015258789,80.6500015258789,84.05000305175781,84.05000305175781,579600,HUBS,1.0297441988010458,1.0803093367628238,1.3301606066916094,1.0206479989635429,0.0090961998375029,-0.0099510519596222,0.2408674077004065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,84.1500015258789,86.9000015258789,83.05000305175781,84.44999694824219,84.44999694824219,484100,HUBS,1.017761989984669,1.071640062408359,1.328004802588845,1.012478214064533,0.005283775920136,-0.0170674933530405,0.2388739241119111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,84.3499984741211,85.0,83.0999984741211,84.6500015258789,84.6500015258789,510400,HUBS,1.018901340168694,1.0702893897340708,1.3130537450953088,1.0113391723313174,0.0075621678373765,-0.0196739852708311,0.2312531028747366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,84.0999984741211,85.1500015258789,82.8499984741211,85.0,85.0,261500,HUBS,0.9835293938131894,1.0635294297162223,1.3129411585190718,1.0126829906128405,-0.0291535967996511,-0.024954257305344,0.2229817919224077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,85.1500015258789,85.5999984741211,84.05000305175781,84.9000015258789,84.9000015258789,217100,HUBS,0.9829210300167692,1.050058891915385,1.362779680433515,1.0121464877707815,-0.0292254577540123,-0.0327415837677276,0.2648579316622559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,84.5,85.80000305175781,83.94999694824219,85.80000305175781,85.80000305175781,302300,HUBS,0.964452180148316,1.0594405395422255,1.3642191012644698,1.0081446760609294,-0.0436924959126133,-0.0355026832848106,0.2636460348287062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,85.80000305175781,86.4000015258789,84.0,84.25,84.25,235700,HUBS,1.0017804335415894,1.0997032822062778,1.3732937323233496,1.0143616235707735,-0.0125811900291841,-0.0040121427463748,0.2748115861466527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,84.8499984741211,84.8499984741211,83.1500015258789,84.1500015258789,84.1500015258789,373500,HUBS,0.945335729165656,1.10814020569355,1.3499702485351155,1.008797349947511,-0.0634616207818549,0.0152895295496044,0.2606729358411599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,84.1500015258789,84.60299682617188,83.32499694824219,83.80000305175781,83.80000305175781,221800,HUBS,0.9594271909061992,1.1241049345793102,1.3108591225978106,1.0091988628593096,-0.0497716719531103,0.0228727268366037,0.2227620724048169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,84.05000305175781,86.80000305175781,83.94999694824219,85.5,85.5,477000,HUBS,0.9350876836051718,1.1263158251667578,1.240350912886056,1.0112728774332036,-0.0761851938280318,0.0276308993434051,0.1643158119209264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,84.05000305175781,84.57499694824219,82.1500015258789,82.4000015258789,82.4000015258789,361700,HUBS,0.9641989742353314,1.20206312157227,1.2779126347307994,1.0098252549340063,-0.0456262806986751,0.0938136231849948,0.2010220308871824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,82.8499984741211,83.80000305175781,81.5,81.80000305175781,81.80000305175781,382500,HUBS,0.9474327274897894,1.2334963051533854,1.338019472676416,1.0047827275420922,-0.0573500000523028,0.1184345400116777,0.2524254753162096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,81.75,83.25,81.44999694824219,83.19999694824219,83.19999694824219,208400,HUBS,0.9477163625759844,1.2109375444169244,1.2962740676686972,1.016827126331923,-0.0691107637559387,0.089941774247608,0.2093357813538969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,83.75,83.94999694824219,82.05000305175781,83.6500015258789,83.6500015258789,227200,HUBS,0.9575612314763732,1.1625821664798612,1.2659892360326674,1.016900814218988,-0.0593395827426147,0.0459984423825547,0.1899938916080121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,83.3499984741211,85.0,82.1500015258789,84.94999694824219,84.94999694824219,236800,HUBS,0.9393761732608168,1.1553855803629889,1.239552758499972,1.0195478153138224,-0.0801716420530056,0.0388346780237873,0.1617192171821477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,85.80000305175781,86.0999984741211,84.6500015258789,85.1500015258789,85.1500015258789,333900,HUBS,0.9348208696147698,1.194362831776737,1.254257206552122,1.0187296628598663,-0.0839087932450964,0.0774373059991924,0.1887831973276579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,85.5999984741211,85.94999694824219,84.1500015258789,84.44999694824219,84.44999694824219,256600,HUBS,0.963291905433448,1.184724768114279,1.2776791642989491,1.0231439317955078,-0.0598520263620597,0.0704866151495968,0.2092220124333605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,84.6500015258789,85.55000305175781,83.30000305175781,84.8499984741211,84.8499984741211,263400,HUBS,0.9664113314628952,1.125515636033006,1.2969947558139627,1.023176662025299,-0.0567653305624041,0.0247227521866115,0.2176139355161095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,84.5999984741211,85.9000015258789,81.8499984741211,82.55000305175781,82.55000305175781,451500,HUBS,0.9751665296672068,1.1756511140394346,1.348273760595431,1.028738706809164,-0.0535721771419571,0.0674372924848689,0.2544524983101264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,83.5,84.05000305175781,82.5999984741211,83.8499984741211,83.8499984741211,245400,HUBS,0.9862850143493582,1.149075733183918,1.3440667739907617,1.0357335667629224,-0.0494485524135641,0.0447072024964767,0.2530447396699005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
