,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-5300000.0,-7000000.0,-5500000.0,-3300000.0
Total Cashflows From Investing Activities,-39900000.0,4194700000.0,-75000000.0,-47500000.0
Net Borrowings,-7900000.0,-3882900000.0,2500000.0,20200000.0
Total Cash From Financing Activities,-123600000.0,-4434100000.0,42400000.0,-76200000.0
Change To Operating Activities,25400000.0,-83600000.0,-6200000.0,48700000.0
Net Income,75700000.0,92200000.0,-324400000.0,-296200000.0
Change In Cash,101800000.0,-225400000.0,-68300000.0,60400000.0
Repurchase Of Stock,-55700000.0,-507100000.0,-507100000.0,-507100000.0
Effect Of Exchange Rate,4000000.0,4800000.0,-27000000.0,33100000.0
Total Cash From Operating Activities,261300000.0,9200000.0,-8700000.0,151000000.0
Depreciation,161400000.0,154700000.0,156700000.0,156000000.0
Other Cashflows From Investing Activities,-3800000.0,4283700000.0,-47600000.0,-33600000.0
Dividends Paid,-12400000.0,-12400000.0,-12400000.0,-12400000.0
Change To Inventory,1400000.0,-3800000.0,-18800000.0,-9200000.0
Change To Account Receivables,-27300000.0,21800000.0,900000.0,-21500000.0
Other Cashflows From Financing Activities,-47600000.0,-44100000.0,39900000.0,-96400000.0
Change To Netincome,30000000.0,-165100000.0,188600000.0,276500000.0
Capital Expenditures,-28800000.0,-29700000.0,-28400000.0,-30800000.0
Investments,,,25000000.0,25000000.0
Issuance Of Stock,,,1400000.0,1400000.0
