Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,51.02000045776367,51.290000915527344,50.88999938964844,51.130001068115234,43.73012161254883,787600,UNM,1.0222395447010533,1.0951164596009155,0.9233643146138614,1.0206479989635429,0.0015915457375104,0.0048560708784695,-0.1659288843773415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,51.27000045776367,51.75,50.9900016784668,51.61000061035156,44.14065170288086,842100,UNM,1.0119539819830377,1.0896018885497425,0.9378364763503064,1.012478214064533,-0.0005242320814953,0.0008943327883428,-0.1512944021266273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,51.58000183105469,51.68000030517578,50.93999862670898,51.52999877929688,44.07222366333008,827900,UNM,1.031261887869139,1.1006492621265895,0.9298976765796764,1.0113391723313174,0.0199227155378216,0.0106858871216874,-0.1519029656408957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,51.41999816894531,51.81999969482422,51.36000061035156,51.63999938964844,44.16630935668945,682700,UNM,1.0203126931206117,1.1078347059013038,0.9365102561916708,1.0126829906128405,0.0076297025077711,0.0193510188797374,-0.1534491104049932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,51.65999984741211,52.400001525878906,51.40999984741211,52.29999923706055,44.73078918457031,673000,UNM,1.0191513527140073,1.1046085301027435,0.9171711052141976,1.0121464877707815,0.0070048649432257,0.0218080544196308,-0.1807506435570615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,52.59000015258789,52.75,52.040000915527344,52.540000915527344,44.93605041503906,697800,UNM,1.0074230142730096,1.1129442339696476,0.9220038921142072,1.0081446760609294,-0.0007216617879197,0.0180010111426114,-0.1785691743215564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,52.65999984741211,52.68000030517578,52.209999084472656,52.290000915527344,44.72223281860352,661500,UNM,1.0110871472359535,1.1253721425851044,0.93991384093626,1.0143616235707735,-0.00327447633482,0.0216567176324518,-0.1585683052404369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,52.290000915527344,52.52999877929688,52.02999877929688,52.43000030517578,44.84197616577149,761800,UNM,1.0062798515191973,1.063940321844517,0.9402892627894976,1.008797349947511,-0.0025174984283136,-0.0289103542994286,-0.1490080499044579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,52.29999923706055,52.36000061035156,51.84000015258789,52.22999954223633,44.6709213256836,807100,UNM,1.0080178722609168,1.08359044505933,0.9421520392368576,1.0091988628593096,-0.0011809905983928,-0.0176417626833762,-0.145945010956136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,52.2599983215332,52.40999984741211,51.970001220703125,52.0099983215332,44.48276138305664,996500,UNM,1.020006107596085,1.0841185436204734,0.9354716437142998,1.0112728774332036,0.0087332301628813,-0.0145663822028792,-0.1405634572508296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
