,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,637208000.0,354615000.0,383448000.0,417088000.0
Capital Surplus,306363000.0,289422000.0,276062000.0,262201000.0
Total Liab,5258713000.0,3907737000.0,3698029000.0,3879384000.0
Total Stockholder Equity,1252873000.0,1023322000.0,881265000.0,766065000.0
Other Current Liab,4500000.0,5000000.0,600000.0,1200000.0
Total Assets,6511586000.0,4931059000.0,4579294000.0,4645449000.0
Common Stock,1751000.0,1751000.0,1751000.0,1751000.0
Retained Earnings,2395395000.0,2141302000.0,1997785000.0,1809845000.0
Other Liab,669976000.0,515900000.0,484561000.0,482605000.0
Good Will,1741496000.0,1142223000.0,1148302000.0,1171454000.0
Treasury Stock,-1450636000.0,-1409153000.0,-1394333000.0,-1307732000.0
Other Assets,286331000.0,270282000.0,239900000.0,275113000.0
Cash,409481000.0,203824000.0,72819000.0,53533000.0
Total Current Liabilities,1191620000.0,1018529000.0,1079068000.0,958277000.0
Deferred Long Term Asset Charges,29100000.0,24700000.0,21100000.0,26600000.0
Short Long Term Debt,26136000.0,27913000.0,170214000.0,108789000.0
Other Stockholder Equity,-260953000.0,-259742000.0,-268808000.0,-188973000.0
Property Plant Equipment,2047358000.0,1757131000.0,1517510000.0,1489872000.0
Total Current Assets,1799193000.0,1406808000.0,1290134000.0,1291922000.0
Net Tangible Assets,-1125831000.0,-473516000.0,-650485000.0,-822477000.0
Net Receivables,619535000.0,504986000.0,511332000.0,454637000.0
Long Term Debt,3190637000.0,2183220000.0,2112857000.0,2438502000.0
Inventory,677534000.0,633005000.0,634806000.0,721290000.0
Accounts Payable,802541000.0,727053000.0,712739000.0,659629000.0
Other Current Assets,,,63900000.0,1150000.0
