Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,53.88999938964844,54.61000061035156,53.56999969482422,54.40999984741211,54.40999984741211,433200,SGEN,1.1268149521269863,1.0205844318144772,0.9492740612153396,1.0206479989635429,0.1061669531634434,-0.0696759569079688,-0.1400191377758632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,57.0,59.02999877929688,55.65999984741211,58.720001220703125,58.720001220703125,3076300,SGEN,1.026737051467749,0.9368187530305794,0.8792574930995039,1.012478214064533,0.0142588374032159,-0.1518888027308202,-0.2098733853774299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,58.79999923706055,58.9900016784668,56.959999084472656,57.93999862670898,57.93999862670898,1533100,SGEN,1.0490162274749992,0.94373492580598,0.8671039501079197,1.0113391723313174,0.0376770551436818,-0.146228449198922,-0.2146966921126524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,58.02000045776367,58.27000045776367,57.540000915527344,58.2400016784668,58.2400016784668,899600,SGEN,1.0539148231310818,0.951751351437032,0.8640109588703728,1.0126829906128405,0.0412318325182412,-0.1367323355845343,-0.2259484077262912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,58.15999984741211,58.68000030517578,57.58000183105469,58.34000015258789,58.34000015258789,655500,SGEN,1.007199145832136,0.9149811609273258,0.8865272726333527,1.0121464877707815,-0.0049473419386454,-0.1678193147557868,-0.2113944761379064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,58.040000915527344,58.459999084472656,57.13999938964844,57.5099983215332,57.5099983215332,764900,SGEN,1.0163450264100302,0.9003651589380961,0.8831507980849702,1.0081446760609294,0.0082003503491008,-0.19457806388894,-0.2174222683507933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,57.72999954223633,58.20000076293945,57.29999923706055,57.56999969482422,57.56999969482422,440700,SGEN,1.005211034195776,0.9095014918865624,0.8610387347158657,1.0143616235707735,-0.0091505893749974,-0.1942139330660902,-0.2374434114608312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,57.7400016784668,58.09000015258789,57.459999084472656,57.720001220703125,57.720001220703125,704200,SGEN,1.003291729429847,0.8827096272594084,0.8607068477912031,1.008797349947511,-0.005505620517664,-0.2101410488845372,-0.2285904649027524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,57.84000015258789,63.34999847412109,57.43000030517578,61.470001220703125,61.470001220703125,3427300,SGEN,0.9428989414913448,0.855051249870299,0.8101512648138338,1.0091988628593096,-0.0662999213679648,-0.2461809578724073,-0.2779457853791598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,61.630001068115234,62.18000030517578,60.130001068115234,61.77000045776367,61.77000045776367,1988700,SGEN,0.9247207140777272,0.8653067891668033,0.7897037140650673,1.0112728774332036,-0.0865521633554764,-0.2333781366565493,-0.2863313869000621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,61.75,63.18999862670898,61.310001373291016,63.0,63.0,1129000,SGEN,0.907936520046658,0.8488888816227989,0.763968270922464,1.0098252549340063,-0.1018887348873485,-0.2593606167644762,-0.312922332921153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,63.11000061035156,64.06999969482422,62.08000183105469,62.88999938964844,62.88999938964844,985800,SGEN,0.9158848629850984,0.895054880932191,0.7769120859364139,1.0047827275420922,-0.0888978645569937,-0.2200068842095166,-0.3086819114237925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,62.790000915527344,64.43000030517578,62.59000015258789,64.08000183105469,64.08000183105469,1169600,SGEN,0.9252496757388357,0.8857677387584899,0.8049313414042039,1.016827126331923,-0.0915774505930874,-0.2352280314108263,-0.2820069449105964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,64.0,64.76000213623047,63.25,63.68000030517578,63.68000030517578,908300,SGEN,0.9389133264603288,0.8787688256327527,0.8038630399087539,1.016900814218988,-0.0779874877586591,-0.2378148984645537,-0.2721323045159014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,63.09999847412109,64.08000183105469,62.900001525878906,64.01000213623047,64.01000213623047,855000,SGEN,0.917044193156096,0.8684580268295796,0.820496777144094,1.0195478153138224,-0.1025036221577264,-0.2480928755096219,-0.2573367641737302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,65.0,65.1500015258789,63.29999923706055,63.86000061035156,63.86000061035156,1537200,SGEN,0.9246789644954791,0.8781710193401446,0.8523332255708247,1.0187296628598663,-0.0940506983643871,-0.2387545064373999,-0.2131407836536394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,63.93999862670898,64.08000183105469,62.27000045776367,62.369998931884766,62.369998931884766,959000,SGEN,0.9480519814132436,0.9074875652304374,0.865480206295798,1.0231439317955078,-0.0750919503822641,-0.2067505877342447,-0.2029769455697905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,63.09999847412109,63.70000076293945,61.880001068115234,62.36000061035156,62.36000061035156,1380500,SGEN,0.9451571207477686,0.88534314535122,0.8454137380484851,1.023176662025299,-0.0780195412775307,-0.2154497384951744,-0.2339670822493681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,62.29999923706055,63.18999862670898,60.93999862670898,62.0,62.0,1010700,SGEN,0.9456451785179876,0.8435483747912992,0.8717741812429121,1.028738706809164,-0.0830935282911764,-0.2646654467632664,-0.2220470810423924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,61.470001220703125,62.04999923706055,60.369998931884766,61.18999862670898,61.18999862670898,977900,SGEN,0.959143650006412,0.9176336457927268,0.8838045929853833,1.0357335667629224,-0.0765899167565103,-0.1867348848947145,-0.2072174413354779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,65.0,65.0,61.45000076293945,62.72999954223633,62.72999954223633,1338100,SGEN,0.9427706013265514,0.8911207067400222,0.8847441480153632,1.0327543330408862,-0.0899837317143347,-0.1872982468560184,-0.2113846507197064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,62.54999923706055,63.880001068115234,61.58000183105469,62.68999862670898,62.68999862670898,1124700,SGEN,0.9719253731043574,0.8497368260440202,0.8869038074987737,1.0448229351223306,-0.0728975620179731,-0.1963741075284585,-0.2234856848960932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,62.95000076293945,63.29999923706055,61.25,61.310001373291016,61.310001373291016,1001800,SGEN,0.9696623622787612,0.8846843983614037,0.9283966219864064,1.0378093145840102,-0.0681469523052489,-0.1689719700530876,-0.179183329142017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,61.59000015258789,61.59000015258789,60.119998931884766,60.290000915527344,60.290000915527344,1261500,SGEN,0.9600265415356556,0.8608392890654669,0.9550506046886672,1.0388512590749122,-0.0788247175392565,-0.1937447292863828,-0.1543920015704013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,60.150001525878906,62.470001220703125,59.220001220703125,60.77999877929688,60.77999877929688,692000,SGEN,0.922178354109354,0.8315235592394002,0.9427443301722852,1.0310647944789963,-0.1088864403696423,-0.1865227828805992,-0.1617576811132969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,60.5,62.20000076293945,60.119998931884766,61.380001068115234,61.380001068115234,709400,SGEN,0.9245682471888982,0.8168784378808754,0.95307916230045,1.0262436118253355,-0.1016753646364375,-0.208757967686877,-0.1547311563889162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,61.2400016784668,61.58000183105469,58.709999084472656,58.7599983215332,58.7599983215332,879000,SGEN,0.9746426496539992,0.8902314987664232,0.97566377584537,1.0311845275729687,-0.0565418779189695,-0.1458794304360212,-0.1300645084907367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,58.91999816894531,59.29999923706055,58.130001068115234,58.45000076293945,58.45000076293945,982100,SGEN,1.01385795633911,0.8922155833220263,0.9712574801839696,1.0414917955670933,-0.0276338392279833,-0.1536942267056397,-0.1405688789111004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,58.310001373291016,58.43000030517578,57.33000183105469,57.869998931884766,57.869998931884766,741500,SGEN,0.9550717379970683,0.9341628196143866,0.9571453328493166,1.0390384642435906,-0.0839667262465222,-0.1268419434833519,-0.157507972552035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,57.41999816894531,58.15999984741211,56.650001525878906,57.90999984741211,57.90999984741211,698700,SGEN,0.9430150363364572,0.9471593613995188,0.9537212862677024,1.0401272810196784,-0.0971122446832212,-0.1284154913345734,-0.158957706558621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,57.84000015258789,58.66999816894531,57.209999084472656,57.959999084472656,57.959999084472656,483200,SGEN,0.9611801236104096,0.9399585990820244,0.956349226720836,1.0393664161720684,-0.0781862925616587,-0.1359346495583934,-0.156988733634092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,57.66999816894531,58.150001525878906,56.77000045776367,57.119998931884766,57.119998931884766,762300,SGEN,0.9072128967757728,0.948179286767802,0.969362744525138,1.0305050740272153,-0.1232921772514424,-0.1184879279985187,-0.1422698163054687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,56.810001373291016,57.27999877929688,55.86000061035156,57.20000076293945,57.20000076293945,696400,SGEN,0.9187062681143932,0.945979019031938,0.9753496533460596,1.043144349882203,-0.1244380817678099,-0.1189617634108842,-0.1383025674921912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,56.88999938964844,58.470001220703125,56.65999984741211,57.59999847412109,57.59999847412109,759200,SGEN,0.9098958547882466,0.9336805590968812,0.964236152549218,1.0570826794517585,-0.1471868246635118,-0.1342691591767159,-0.1463919468814298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,57.83000183105469,59.38999938964844,57.34999847412109,59.290000915527344,59.290000915527344,756300,SGEN,0.88665877691118,0.9335469323567775,0.9576656755359718,1.0412088647392546,-0.1545500878280745,-0.1369322799808405,-0.1545490352271763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,58.70000076293945,59.86000061035156,58.5,59.790000915527344,59.790000915527344,665800,SGEN,0.8758989484859563,0.9352734121538204,1.0117076559996785,1.0392013474275237,-0.1633023989415674,-0.140047635525145,-0.0882317159179972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,59.619998931884766,59.83000183105469,58.4900016784668,58.70000076293945,58.70000076293945,740400,SGEN,0.8989778496064396,0.9463372830504684,1.049744431533106,1.0381241126825425,-0.1391462630761029,-0.1113722775783903,-0.0574235202560258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,59.0099983215332,60.59999847412109,58.54999923706055,59.04999923706055,59.04999923706055,844700,SGEN,0.90482643514824,0.9144792666840358,1.0416595955335548,1.03199537924298,-0.1271689440947401,-0.1281222731194109,-0.0639098696858497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,59.060001373291016,59.58000183105469,58.31999969482422,59.130001068115234,59.130001068115234,476000,SGEN,0.9063081208277758,0.883984432835556,1.0662945729432618,1.0328322263084138,-0.1265241054806379,-0.1505192134828236,-0.0433294657527485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,59.290000915527344,59.459999084472656,58.540000915527344,58.93999862670898,58.93999862670898,218600,SGEN,0.9277231350391862,0.8958262719255298,1.1089243660201469,1.032019884081241,-0.1042967490420544,-0.1468847500691789,-0.0081007054690893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,59.08000183105469,59.650001525878906,57.810001373291016,58.630001068115234,58.630001068115234,922400,SGEN,0.9387685470375978,0.9331399980858196,1.11871047489304,1.0369551897736955,-0.0981866427360979,-0.1238912387045486,0.0016429794072405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,58.7599983215332,59.040000915527344,57.52999877929688,58.68999862670898,58.68999862670898,912600,SGEN,0.9115692835551188,0.9417277517640132,1.1076845060044924,1.020376345675996,-0.1088070621208772,-0.111685427989371,-0.0037147440266422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,57.77999877929688,59.540000915527344,57.34999847412109,59.13999938964844,59.13999938964844,849900,SGEN,0.9491038492966224,0.9511329147873768,1.128508599130141,1.026253639124301,-0.0771497898276785,-0.1029204398678329,0.0162243356879236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,59.59999847412109,62.11000061035156,59.33000183105469,60.93000030517578,60.93000030517578,1284800,SGEN,0.929098971390334,0.9350074008757838,1.135893627733882,1.0246409570196735,-0.0955419856293394,-0.1144177815980644,0.0250919257999469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
