Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,82.48999786376953,82.80000305175781,82.44000244140625,82.58999633789062,77.33464813232422,237200,BR,1.0862092455443038,1.1662782482984353,1.309650747054652,1.0098252549340063,0.0763839906102972,0.0580287499111602,0.2327601432110349,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-16,82.73999786376953,83.0999984741211,82.61000061035156,83.0999984741211,77.81220245361328,346000,BR,1.067629466846802,1.1703577634711475,1.310948297779361,1.0047827275420922,0.0628467393047098,0.0552959983294398,0.2253543004191545,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-17,83.0999984741211,83.2699966430664,82.52999877929688,82.98999786376953,77.7092056274414,256300,BR,1.0683213324509024,1.16936830107817,1.3039452845765762,1.016827126331923,0.0514942061189793,0.0483725309088536,0.2170069982617759,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-18,83.19000244140625,83.7300033569336,83.13999938964844,83.61000061035156,78.28975677490234,365800,BR,1.0674560826070412,1.155052504021061,1.2918659331224824,1.016900814218988,0.0505552683880532,0.0384687799237546,0.2158705886978271,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-19,83.25,83.8499984741211,83.12000274658203,83.66999816894531,78.34595489501953,241900,BR,1.0735026649726296,1.1566241219535258,1.3005723753357326,1.0195478153138224,0.0539548496588071,0.0400732196143243,0.2227388340179084,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-20,84.23999786376953,84.58000183105469,84.04000091552734,84.36000061035156,78.9920425415039,287800,BR,1.0751539192236164,1.1596614525609097,1.282530258667358,1.0187296628598663,0.05642425636375,0.0427359267833651,0.2170562494428938,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-23,84.36000061035156,84.58999633789062,84.23999786376953,84.33000183105469,78.9639663696289,185800,BR,1.0524127376276151,1.152810661678566,1.2880038724768634,1.0231439317955078,0.0292688058321073,0.0385725087138839,0.2195467206112749,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-24,84.36000061035156,84.69999694824219,84.06999969482422,84.37999725341797,79.01073455810547,274200,BR,1.0587819057279797,1.147368482038838,1.2963156479348634,1.023176662025299,0.0356052437026803,0.0465755981924433,0.2169348276370102,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-25,84.4000015258789,84.55999755859375,83.80999755859375,84.26000213623047,78.89839935302734,315100,BR,1.0567291319497192,1.1488830639573806,1.2967267106073266,1.028738706809164,0.0279904251405551,0.040669242402815,0.202905448322022,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-26,84.58000183105469,85.29000091552734,84.55000305175781,85.08000183105469,79.66622161865234,277700,BR,1.0602960483378154,1.1350956247795565,1.3286351642418304,1.0357335667629224,0.024562481574893,0.0307270940921151,0.2376131299209691,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-27,85.58000183105469,85.97000122070312,84.80999755859375,85.94999694824219,80.48082733154297,373800,BR,1.0368822640488482,1.1071343490523975,1.3348795780518,1.0327543330408862,0.004127931007962,0.0287153954563568,0.2387507793167302,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-30,85.95999908447266,85.95999908447266,85.19999694824219,85.63999938964844,80.19058227539062,286900,BR,1.0539468201097164,1.0624843731269158,1.3795918270264511,1.0448229351223306,0.0091238849873858,0.016373439554437,0.2692023346315841,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-10-31,85.69000244140625,86.22000122070312,85.5199966430664,85.91999816894531,80.45277404785156,412100,BR,1.0489991281263555,1.0619434266473946,1.3780273047990224,1.0378093145840102,0.0111898135423453,0.0082870582329033,0.2704473536705989,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-01,86.13999938964844,86.72000122070312,85.87999725341797,86.41999816894531,80.92095184326172,401700,BR,1.0433927552340454,1.064746040412499,1.3526841302823531,1.0388512590749122,0.0045414961591332,0.0101620220606493,0.2432415240232845,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-02,86.20999908447266,86.55000305175781,86.06999969482422,86.26000213623047,80.77113342285156,339000,BR,1.0266634954321563,1.056244482533683,1.350287536387177,1.0310647944789963,-0.00440129904684,0.0381981404136835,0.2457855251015948,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-03,86.5,87.0999984741211,86.29000091552734,86.83999633789062,81.31422424316406,266800,BR,1.020842993509675,1.0659558841052812,1.3352364388951117,1.0262436118253355,-0.0054006183156607,0.0403194785375287,0.2274261202057454,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-06,86.83999633789062,87.70999908447266,86.83999633789062,87.16000366210938,81.61386108398438,462900,BR,1.024208556707623,1.0815113768980038,1.315538455900802,1.0311845275729687,-0.0069759708653458,0.0454004476955594,0.2098101715646954,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-07,87.23999786376953,87.5,86.83999633789062,87.37000274658203,81.81050872802734,383500,BR,1.024722311256658,1.0974144803907315,1.3233311887354615,1.0414917955670933,-0.0167694843104353,0.0515046703630655,0.2115048296403914,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-08,88.12000274658203,91.75,88.12000274658203,90.4800033569336,84.72261047363281,1142500,BR,0.9924843954332384,1.080224141679038,1.286530499257886,1.0390384642435906,-0.0465540688103521,0.0192193785812992,0.1718771938565344,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-09,90.75,90.75,87.3499984741211,87.83000183105469,82.24122619628906,966600,BR,1.0176477212997015,1.1317941556221136,1.3112387543714834,1.0401272810196784,-0.0224795597199769,0.0562193028880213,0.1985597615451599,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-10,87.69000244140625,88.76000213623047,87.5,88.44999694824219,82.82178497314453,638400,BR,1.011645031323415,1.1213633458144294,1.321638834531469,1.0393664161720684,-0.0277213848486532,0.0454700971740116,0.2083008741765408,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2017-11-13,88.33999633789062,88.68000030517578,87.44999694824219,87.58000183105469,82.00714874267578,813700,BR,1.0185415339197963,1.1303241903010752,1.3372984119869291,1.0305050740272153,-0.0119635401074189,0.0636569755347544,0.2256658511563223,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
