Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-05-21,115.2699966430664,116.0,114.61000061035156,115.54000091552734,108.99822235107422,793000,BR,1.014016686247932,1.156668322062294,0.8598935437120688,1.025089312179409,-0.0110726259314766,0.0908287045092268,-0.1282233642762001,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-22,115.73999786376952,115.98999786376952,114.04000091552734,114.30999755859376,107.83788299560548,629300,BR,1.0222071810397335,1.178855436761343,0.9021717528998316,1.0307376712719063,-0.008530490232173,0.1014471934157044,-0.1126572244977457,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-23,113.9000015258789,116.05999755859376,113.6999969482422,116.02999877929688,109.46048736572266,542500,BR,0.989589888762306,1.1574032712294833,0.8829852922572724,1.0150475795387122,-0.0254576907764061,0.0761934694206691,-0.1283223127845142,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-24,116.04000091552734,118.12999725341795,115.63999938964844,116.25,109.66802978515624,611100,BR,0.9921180058337012,1.1486546785091951,0.9168196005011128,1.0168206501033523,-0.0247026442696512,0.0673989137230552,-0.1000758316012367,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-25,116.3000030517578,117.66999816894533,115.87999725341795,115.91000366210938,109.34728240966795,771300,BR,0.9797959401960612,1.171410416716234,0.9089128125172906,1.0047051141844092,-0.024909173988348,0.0851941048478446,-0.1197452310655554,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-29,115.25,115.77999877929688,113.9000015258789,114.18000030517578,107.7152328491211,1006900,BR,1.0062385739058768,1.1830090283983703,0.9089298818971006,1.0170681966545738,-0.010829622748697,0.0953481039022066,-0.0917219763504522,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-30,115.01000213623048,116.55999755859376,115.01000213623048,116.18000030517578,109.60199737548828,733200,BR,0.9938381928187128,1.1668748585611906,0.8727468027607045,1.0058059528088674,-0.0119677599901546,0.0905573880255223,-0.1157440624412498,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-05-31,116.4499969482422,116.87999725341795,115.31999969482422,115.4499969482422,108.913330078125,932000,BR,1.0071605958409269,1.1871130430007015,0.8601277938799712,1.0168871932272077,-0.0097265973862807,0.1015622851584794,-0.1139549849361247,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-01,116.3000030517578,116.8499984741211,116.01000213623048,116.27999877929688,109.69632720947266,757800,BR,1.0025597232238408,1.1701853587642943,0.8603949321041134,1.0077177169743037,-0.0051579937504626,0.0978599941652971,-0.1037211130474288,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-04,116.66000366210938,118.29000091552734,116.6500015258789,117.86000061035156,111.1868667602539,700700,BR,0.9864811333733832,1.165903282571053,0.8438212273865858,1.0112024797155206,-0.0247213463421374,0.1029900140419044,-0.1134720364242471,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-05,117.83000183105467,118.66999816894533,117.62999725341795,117.79000091552734,111.12084197998048,1127800,BR,0.992943687434478,1.1599529029893991,0.8545784705637847,1.01633028397258,-0.023386596538102,0.1027876990644902,-0.1062295614982783,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-06,117.8000030517578,119.6500015258789,117.56999969482422,119.62999725341795,112.8566665649414,940200,BR,0.9839606948159484,1.1473951838210414,0.8279469339183385,1.01575942124869,-0.0317987264327416,0.0941066092555849,-0.118483554293565,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-07,119.62999725341795,119.75,117.8499984741211,118.7699966430664,112.04534149169922,765100,BR,0.9907476552339924,1.1546897669325638,0.8230398501103805,1.0174469663824934,-0.0266993111485009,0.0984546933000234,-0.1121273681071446,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-08,118.80999755859376,119.98999786376952,118.7300033569336,119.4000015258789,112.63968658447266,756800,BR,0.9872002055824104,1.149521309024595,0.8031075645345686,1.0052080736804023,-0.0180078680979919,0.0979899196761886,-0.1044501925716383,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-11,118.1500015258789,118.91000366210938,117.12000274658205,117.31999969482422,110.6774444580078,1811600,BR,1.0209488516834344,1.1702436540763126,0.8278659109154562,1.0105777092882633,0.0103711423951711,0.116614905732219,-0.0783590041099754,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-12,117.29000091552734,117.5199966430664,115.8499984741211,116.2300033569336,109.649169921875,1342900,BR,1.0181812666017995,1.1886405561505422,0.8372832303177526,1.0061680526397327,0.0120132139620667,0.1378542138140677,-0.0512609312717788,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-13,116.69000244140624,117.1500015258789,113.80999755859376,115.73999786376952,109.18690490722656,2019600,BR,1.0203250623666007,1.1724060056964594,0.8361081480386261,1.0074181839888556,0.012906878377745,0.1251903526817979,-0.0416544189116079,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-14,115.43000030517578,116.26000213623048,114.45999908447266,114.88999938964844,108.72791290283205,1856000,BR,1.0293323677995898,1.1822468096512675,0.824452984085183,1.0075359550207903,0.0217964127787995,0.1345695781505249,-0.0310061270232113,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-15,114.86000061035156,115.97000122070312,114.02999877929688,114.37999725341795,108.24527740478516,25107800,BR,1.0331350074094696,1.1639171337598695,0.809261748987255,1.0096019294644618,0.0235330779450078,0.1208505957598196,-0.0231501723244825,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-18,114.08000183105467,116.62000274658205,113.5999984741211,116.45999908447266,110.21370697021484,2580400,BR,1.0191482985762566,1.1459730079009791,0.8270197330999297,1.0102476448598272,0.0089006537164293,0.0962889093642509,-0.0447541830698294,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-19,115.45999908447266,116.26000213623048,114.58000183105467,116.16000366210938,109.92981719970705,1446600,BR,1.0201445360764496,1.1459949845652504,0.832193988626749,1.010631938115176,0.0095125979612735,0.0925575883587337,-0.04976658261241,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-20,116.37999725341795,117.4000015258789,116.3000030517578,116.91000366210938,110.63959503173828,718000,BR,1.017021597319993,1.1455961220688284,0.8205585903993814,1.0076096239040084,0.0094119734159845,0.1019630927044334,-0.0582989829023242,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-21,117.13999938964844,117.97000122070312,116.63999938964844,116.79000091552734,110.52601623535156,831800,BR,1.0116448236630338,1.1527023167053525,0.8310723658243266,1.008634820248486,0.0030100034145477,0.101520707928332,-0.0618078138968706,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-22,117.1999969482422,117.45999908447266,115.9499969482422,116.4800033569336,110.23265838623048,1569600,BR,1.029876218256466,1.139745017013977,0.8231549273743867,1.0148038426897,0.0150723755667661,0.0962437998236982,-0.06639586265916,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-25,116.33999633789062,116.4000015258789,113.8499984741211,114.45999908447266,108.32099151611328,839300,BR,1.042984328118999,1.1506535250515764,0.825083362979843,1.0325715690378434,0.0104127590811555,0.092735331002423,-0.0588887462030032,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-26,115.12000274658205,115.91000366210938,114.38999938964844,114.97000122070312,108.80362701416016,800000,BR,1.0204399952345922,1.151746613815237,0.8497543914712382,1.0198612964637193,0.0005786987708729,0.0945363170608584,-0.0620845903036163,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-27,115.56999969482422,116.36000061035156,113.20999908447266,113.20999908447266,107.13802337646484,871100,BR,0.9990284697597592,1.1529872080308798,0.8653698925320779,1.0240098685139658,-0.0249813987542065,0.0865561489021069,-0.070823466213983,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-28,113.33000183105467,114.77999877929688,113.33000183105467,114.52999877929688,108.38722229003906,654400,BR,0.9864665755817924,1.1354049862985542,0.8660501895959112,1.0280310192931803,-0.0415644437113881,0.0797641039289305,-0.0770126354509443,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-06-29,114.7699966430664,116.05999755859376,114.22000122070312,115.0999984741211,108.92665100097656,1353500,BR,0.9779322801601488,1.1310030360222436,0.8631630608561854,1.0229810328203164,-0.0450487526601676,0.0752492543394873,-0.085015276008547,486400000.0,987600000.0,2146000000.0,1003800000.0,202500000.0,277000000.0,3149800000.0,1600000.0,111700000.0,1469400000.0,299000000.0,1159300000.0,-1454800000.0,253000000.0,271100000.0,744900000.0,2700000.0,,-55900000.0,198100000.0,989600000.0,63400000.0,-641900000.0,100000.0,589500000.0,1102100000.0,17200000.0,167200000.0,130900000.0,-659300000.0,85000000.0,-311700000.0,-61900000.0,60900000.0,326800000.0,-456700000.0,-342800000.0,-1600000.0,515900000.0,182200000.0,-6900000.0,-152200000.0,-44400000.0,37400000.0,-17700000.0,-85400000.0
2018-07-02,114.51000213623048,115.98999786376952,114.48999786376952,115.91000366210938,109.6932144165039,572300,BR,0.9879217892085588,1.1044848661215774,0.8623511576148886,1.028037383723741,-0.0401155945151825,0.0618475960683018,-0.0899638458543311,494100000.0,1048500000.0,2210400000.0,1094300000.0,204500000.0,247400000.0,3304700000.0,1600000.0,93600000.0,1727000000.0,379700000.0,1254900000.0,-1682800000.0,280200000.0,263900000.0,777300000.0,9200000.0,,-52000000.0,204100000.0,991100000.0,80300000.0,-654700000.0,100000.0,615000000.0,1053400000.0,18500000.0,156200000.0,30400000.0,-249300000.0,-50000000.0,-449900000.0,17200000.0,52000000.0,427900000.0,-7200000.0,-277100000.0,-1600000.0,693600000.0,212000000.0,-3100000.0,-165800000.0,-18600000.0,-9000000.0,24700000.0,-76700000.0
2018-07-03,116.5500030517578,117.05999755859376,115.72000122070312,116.20999908447266,109.97711944580078,412000,BR,0.9895019889460372,1.0958479064852316,0.8571745901347637,1.0316057780571557,-0.0421037891111184,0.0602928497751216,-0.0969082008681517,494100000.0,1048500000.0,2210400000.0,1094300000.0,204500000.0,247400000.0,3304700000.0,1600000.0,93600000.0,1727000000.0,379700000.0,1254900000.0,-1682800000.0,280200000.0,263900000.0,777300000.0,9200000.0,,-52000000.0,204100000.0,991100000.0,80300000.0,-654700000.0,100000.0,615000000.0,1053400000.0,18500000.0,156200000.0,30400000.0,-249300000.0,-50000000.0,-449900000.0,17200000.0,52000000.0,427900000.0,-7200000.0,-277100000.0,-1600000.0,693600000.0,212000000.0,-3100000.0,-165800000.0,-18600000.0,-9000000.0,24700000.0,-76700000.0
2018-07-05,116.73999786376952,117.33999633789062,115.27999877929688,115.9000015258789,109.68374633789062,732300,BR,1.0025884660961233,1.083712911961408,0.8605114969824299,1.0278585751886449,-0.0252701090925213,0.0590863420643106,-0.0795686327457745,494100000.0,1048500000.0,2210400000.0,1094300000.0,204500000.0,247400000.0,3304700000.0,1600000.0,93600000.0,1727000000.0,379700000.0,1254900000.0,-1682800000.0,280200000.0,263900000.0,777300000.0,9200000.0,,-52000000.0,204100000.0,991100000.0,80300000.0,-654700000.0,100000.0,615000000.0,1053400000.0,18500000.0,156200000.0,30400000.0,-249300000.0,-50000000.0,-449900000.0,17200000.0,52000000.0,427900000.0,-7200000.0,-277100000.0,-1600000.0,693600000.0,212000000.0,-3100000.0,-165800000.0,-18600000.0,-9000000.0,24700000.0,-76700000.0
2018-07-06,115.9000015258789,116.83999633789062,115.55999755859376,116.58999633789062,110.33673858642578,661300,BR,1.1078995194113812,1.0810003722153771,0.8652791923030037,1.022944787767895,0.0849547316434862,0.070842848800718,-0.0750375465627088,494100000.0,1048500000.0,2210400000.0,1094300000.0,204500000.0,247400000.0,3304700000.0,1600000.0,93600000.0,1727000000.0,379700000.0,1254900000.0,-1682800000.0,280200000.0,263900000.0,777300000.0,9200000.0,,-52000000.0,204100000.0,991100000.0,80300000.0,-654700000.0,100000.0,615000000.0,1053400000.0,18500000.0,156200000.0,30400000.0,-249300000.0,-50000000.0,-449900000.0,17200000.0,52000000.0,427900000.0,-7200000.0,-277100000.0,-1600000.0,693600000.0,212000000.0,-3100000.0,-165800000.0,-18600000.0,-9000000.0,24700000.0,-76700000.0
