,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,5015000.0,20030000.0,-4981000.0,-9935000.0
Change To Liabilities,-2095000.0,532000.0,2759000.0,-11871000.0
Total Cashflows From Investing Activities,-5666000.0,-52509000.0,-21068000.0,-22548000.0
Net Borrowings,-25013000.0,52017000.0,-39000000.0,4000000.0
Total Cash From Financing Activities,-43094000.0,31639000.0,-50386000.0,-9967000.0
Change To Operating Activities,7961000.0,-14328000.0,-2231000.0,3278000.0
Issuance Of Stock,823000.0,1790000.0,5834000.0,3229000.0
Net Income,25125000.0,36414000.0,12338000.0,28034000.0
Change In Cash,-10649000.0,24026000.0,27848000.0,-3405000.0
Repurchase Of Stock,-163000.0,-5348000.0,-453000.0,-437000.0
Effect Of Exchange Rate,-187000.0,-720000.0,2902000.0,1986000.0
Total Cash From Operating Activities,38298000.0,45616000.0,96400000.0,27124000.0
Depreciation,11584000.0,10504000.0,10390000.0,9856000.0
Dividends Paid,-17247000.0,-16820000.0,-16767000.0,-16759000.0
Change To Inventory,-10650000.0,-10781000.0,61547000.0,-23262000.0
Change To Account Receivables,-536000.0,27784000.0,-16067000.0,14458000.0
Other Cashflows From Financing Activities,-1494000.0,-1494000.0,-1494000.0,-1494000.0
Change To Netincome,6909000.0,-4509000.0,27664000.0,6643000.0
Capital Expenditures,-10706000.0,-9582000.0,-16207000.0,-12864000.0
