,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,161051000.0,171326000.0,169515000.0,183088000.0
Total Liab,1062593000.0,1007120000.0,968493000.0,1082248000.0
Total Stockholder Equity,798329000.0,722231000.0,630313000.0,594032000.0
Minority Interest,7993000.0,6773000.0,5637000.0,4977000.0
Other Current Liab,153826000.0,126507000.0,132244000.0,136161000.0
Total Assets,1872484000.0,1739693000.0,1608012000.0,1684826000.0
Common Stock,242693000.0,229127000.0,211806000.0,194953000.0
Other Current Assets,26707000.0,14107000.0,11766000.0,35933000.0
Retained Earnings,1065789000.0,1012266000.0,935577000.0,868675000.0
Other Liab,420252000.0,358585000.0,345122000.0,345137000.0
Good Will,443272000.0,436679000.0,413640000.0,422185000.0
Treasury Stock,-510153000.0,-519162000.0,-517070000.0,-469596000.0
Other Assets,270812000.0,219612000.0,210294000.0,300242000.0
Cash,160672000.0,152195000.0,140095000.0,134244000.0
Total Current Liabilities,310545000.0,277509000.0,282060000.0,289279000.0
Deferred Long Term Asset Charges,35665000.0,32596000.0,32522000.0,25825000.0
Short Long Term Debt,20000000.0,20000000.0,20000000.0,26667000.0
Other Stockholder Equity,-182397000.0,-214003000.0,-218927000.0,-171762000.0
Property Plant Equipment,243071000.0,218713000.0,157940000.0,157014000.0
Total Current Assets,754278000.0,693363000.0,656623000.0,622297000.0
Net Tangible Assets,194006000.0,114226000.0,47158000.0,-11241000.0
Short Term Investments,74982000.0,49892000.0,55106000.0,
Net Receivables,268079000.0,266358000.0,263387000.0,273131000.0
Long Term Debt,287157000.0,328394000.0,341311000.0,447832000.0
Inventory,197819000.0,185027000.0,156602000.0,153739000.0
Accounts Payable,86854000.0,89120000.0,78367000.0,87061000.0
