,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Investments,-1287778000.0,-615839000.0,-159766000.0,-87723000.0
Change To Liabilities,146229000.0,118121000.0,87866000.0,55196000.0
Total Cashflows From Investing Activities,-1305146000.0,-688041000.0,-197320000.0,-99704000.0
Net Borrowings,1134395000.0,816246000.0,334980000.0,334980000.0
Total Cash From Financing Activities,1091598000.0,853385000.0,357762000.0,237408000.0
Change To Operating Activities,-42603000.0,-29063000.0,-27850000.0,-26314000.0
Issuance Of Stock,71531000.0,64130000.0,50588000.0,241963000.0
Net Income,-266332000.0,-208913000.0,-125497000.0,-109849000.0
Change In Cash,-83323000.0,220738000.0,174982000.0,112951000.0
Effect Of Exchange Rate,2263000.0,-209000.0,-632000.0,487000.0
Total Cash From Operating Activities,127962000.0,55603000.0,15172000.0,-25240000.0
Depreciation,25765000.0,7215000.0,2201000.0,4101000.0
Change To Account Receivables,-66373000.0,-37515000.0,-39682000.0,-18321000.0
Other Cashflows From Financing Activities,-114328000.0,-26991000.0,-27806000.0,-4555000.0
Change To Netincome,212091000.0,140678000.0,77203000.0,51867000.0
Capital Expenditures,-13083000.0,-15442000.0,-19811000.0,-6550000.0
