,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-966000000.0,-2359000000.0,1777000000.0,-459000000.0
Total Cashflows From Investing Activities,-23512000000.0,-17581000000.0,-17934000000.0,-18456000000.0
Net Borrowings,14269000000.0,-5231000000.0,-3781000000.0,7760000000.0
Total Cash From Financing Activities,1325000000.0,-18164000000.0,-15377000000.0,-6151000000.0
Change To Operating Activities,1202000000.0,-2807000000.0,37000000.0,27000000.0
Net Income,17801000000.0,19265000000.0,15528000000.0,30101000000.0
Change In Cash,19581000000.0,1000000.0,1028000000.0,-289000000.0
Total Cash From Operating Activities,41768000000.0,35746000000.0,34339000000.0,24318000000.0
Depreciation,16720000000.0,16682000000.0,17403000000.0,16954000000.0
Other Cashflows From Investing Activities,-2674000000.0,1257000000.0,383000000.0,1640000000.0
Dividends Paid,-10232000000.0,-10016000000.0,-9772000000.0,-9472000000.0
Change To Inventory,-369000000.0,-76000000.0,-324000000.0,168000000.0
Change To Account Receivables,189000000.0,-1471000000.0,-2667000000.0,-5674000000.0
Other Cashflows From Financing Activities,-2712000000.0,-2917000000.0,-1824000000.0,-4439000000.0
Change To Netincome,7191000000.0,6512000000.0,2585000000.0,-16799000000.0
Capital Expenditures,-18192000000.0,-17939000000.0,-16658000000.0,-17247000000.0
