,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,287100000.0,212552000.0,135438000.0,144753000.0
Capital Surplus,1460748000.0,1068431000.0,642590000.0,628983000.0
Total Liab,373737000.0,340345000.0,159053000.0,151971000.0
Total Stockholder Equity,1529150000.0,1059768000.0,615568000.0,591548000.0
Other Current Liab,18317000.0,10379000.0,2860000.0,3226000.0
Total Assets,1902887000.0,1400113000.0,774621000.0,743519000.0
Common Stock,548000.0,521000.0,439000.0,436000.0
Other Current Assets,12139000.0,13190000.0,752000.0,285000.0
Retained Earnings,65769000.0,5843000.0,-15568000.0,-31508000.0
Other Liab,28356000.0,32270000.0,29211000.0,27510000.0
Good Will,618305000.0,468413000.0,326735000.0,327333000.0
Treasury Stock,2085000.0,-15027000.0,-11893000.0,-6363000.0
Other Assets,3054000.0,3158000.0,4529000.0,6234000.0
Cash,717292000.0,528392000.0,193822000.0,173759000.0
Total Current Liabilities,318956000.0,48313000.0,129842000.0,25211000.0
Deferred Long Term Asset Charges,2481000.0,2920000.0,4355000.0,
Short Long Term Debt,243737000.0,,103488000.0,
Other Stockholder Equity,2085000.0,-15027000.0,-11893000.0,-6363000.0
Property Plant Equipment,92046000.0,74162000.0,32180000.0,22417000.0
Total Current Assets,902382000.0,641828000.0,275739000.0,242782000.0
Net Tangible Assets,623745000.0,378803000.0,153395000.0,119462000.0
Net Receivables,71389000.0,43672000.0,35753000.0,27738000.0
Inventory,95025000.0,54832000.0,42263000.0,39004000.0
Accounts Payable,16880000.0,11425000.0,10489000.0,7282000.0
Long Term Debt,,232767000.0,,99250000.0
