Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Other Current Assets,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,37.79999923706055,38.52999877929688,37.72999954223633,38.31999969482422,38.31999969482422,390300,RGEN,0.9707724702295328,0.9684238232226268,0.9783403438682824,1.0206479989635429,-0.04987552873401,-0.1218365654998192,-0.1109528551229205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,40.04999923706055,40.04999923706055,37.43000030517578,37.650001525878906,37.650001525878906,1036600,RGEN,0.9970783371608644,0.9861885674186164,1.0029215615191591,1.012478214064533,-0.0153998769036686,-0.1025189883427832,-0.0862093169577746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,37.709999084472656,38.13999938964844,37.290000915527344,38.08000183105469,38.08000183105469,574400,RGEN,1.0107668021979388,0.968749937390082,0.9808297446997948,1.0113391723313174,-0.0005723701333786,-0.12121343761482,-0.1009708975207773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,38.15999984741211,38.470001220703125,37.68999862670898,38.27000045776367,38.27000045776367,201100,RGEN,1.016984523214182,0.9534884045464972,0.9707342848579048,1.0126829906128405,0.0043015326013415,-0.1349952824750692,-0.1192250817387592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,38.20000076293945,38.52999877929688,37.900001525878906,38.220001220703125,38.220001220703125,392600,RGEN,1.0020930929827938,0.954212455674856,0.9916274284509734,1.0121464877707815,-0.0100533947879877,-0.1285880200082566,-0.1062943203202857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,38.0,38.68999862670898,37.9900016784668,38.33000183105469,38.33000183105469,269700,RGEN,0.9890424742087464,0.9559091479083358,1.0052177651627494,1.0081446760609294,-0.019102201852183,-0.1390340749187003,-0.0953553012730141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,38.33000183105469,38.33000183105469,37.47999954223633,37.83000183105469,37.83000183105469,244900,RGEN,0.9883689553235746,0.9677504318886492,0.9896906374446548,1.0143616235707735,-0.0259926682471989,-0.1359649930640034,-0.1087915087320421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,37.83000183105469,37.93000030517578,37.209999084472656,37.470001220703125,37.470001220703125,512200,RGEN,0.96557243465435,0.930611096767678,1.0042700785214735,1.008797349947511,-0.0432249152931608,-0.1622395793762676,-0.085027234172482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,37.5099983215332,38.11000061035156,37.130001068115234,37.91999816894531,37.91999816894531,305000,RGEN,0.915875559579498,0.9306435289975352,0.9994726623409286,1.0091988628593096,-0.0933233032798116,-0.1705886787451711,-0.088624387852065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,37.84000015258789,38.66999816894531,37.25,38.27000045776367,38.27000045776367,309600,RGEN,0.8761431507245981,0.9114188829605638,0.9806636616248936,1.0112728774332036,-0.1351297267086054,-0.1872660428627888,-0.0953714393402358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
