Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Change To Inventory,Change To Account Receivables
2017-09-29,66.9000015258789,67.19999694824219,65.69999694824219,65.94999694824219,65.94999694824219,396600,KEX,1.0742987377197977,1.0454890089283009,1.2661107485043726,1.0206479989635429,0.0536507387562548,-0.0447713797941451,0.1768175495131696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,65.8499984741211,66.3499984741211,65.19999694824219,66.0,66.0,274200,KEX,1.0696969465775923,1.0484848022460938,1.2734848947236033,1.012478214064533,0.0572187325130593,-0.0402227535153059,0.1843540162466694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,66.0,66.44999694824219,65.55000305175781,66.0,66.0,403300,KEX,1.010606014367306,1.0696969465775923,1.2765151515151516,1.0113391723313174,-0.0007331579640115,-0.0202664284273097,0.1947145092945794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,66.1500015258789,66.9000015258789,65.44999694824219,65.5999984741211,65.5999984741211,373600,KEX,1.023628095850784,1.077743880987025,1.3231708090054304,1.0126829906128405,0.0109451052379434,-0.0107398060345413,0.2332114424087663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,65.69999694824219,65.94999694824219,64.94999694824219,65.05000305175781,65.05000305175781,198500,KEX,1.0153727894402147,1.0960799340013423,1.32820903109157,1.0121464877707815,0.0032263016694331,0.0132794583182296,0.2302872823203108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,65.05000305175781,65.19999694824219,63.70000076293945,63.95000076293945,63.95000076293945,241100,KEX,1.02971067534815,1.157935921318574,1.3690383425686388,1.0081446760609294,0.0215659992872205,0.0629926984915378,0.2684652761328752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,64.0,65.3499984741211,63.79999923706055,65.30000305175781,65.30000305175781,316900,KEX,1.0038284837414455,1.1454823821749311,1.318529777186639,1.0143616235707735,-0.010533139829328,0.0417669572222785,0.2200476310099421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,65.80000305175781,65.94999694824219,64.83000183105469,64.94999694824219,64.94999694824219,152800,KEX,0.983833787964609,1.1331793984959226,1.315627420526843,1.008797349947511,-0.0249635619829019,0.040328722351977,0.2263301078328874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,65.05000305175781,65.75,64.87999725341797,65.5999984741211,65.5999984741211,215600,KEX,0.9573170838080868,1.128048806726614,1.2995427131546466,1.0091988628593096,-0.0518817790512228,0.0268165989839075,0.211445662961653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,65.3499984741211,66.25,65.19999694824219,66.0,66.0,168800,KEX,0.9507575757575758,1.1242423780036694,1.2833332870945786,1.0112728774332036,-0.0605153016756278,0.0255574521803167,0.2072981861294491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
