Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,48.10499954223633,48.96500015258789,47.48500061035156,48.3849983215332,48.3849983215332,4193600,CNC,0.967965293152222,1.059212602621746,1.094657476282611,1.0206479989635429,-0.0526827058113208,-0.0310477861006999,0.0053642772914079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.56499862670898,49.06499862670898,48.06499862670898,48.47999954223633,48.47999954223633,3740800,CNC,0.9968028304298592,1.0879744106831668,1.0934405697621818,1.012478214064533,-0.0156753836346738,-0.0007331450782328,0.004309691285248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,48.51499938964844,49.13999938964844,47.915000915527344,48.48500061035156,48.48500061035156,1942200,CNC,0.9880374997679005,1.0819840862964212,1.0997215432320813,1.0113391723313174,-0.0233016725634169,-0.0079792887084808,0.0179209010115091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,48.52000045776367,48.8849983215332,48.30500030517578,48.3849983215332,48.3849983215332,1388600,CNC,0.9923530237734844,1.09507083700303,1.1358892423483524,1.0126829906128405,-0.020329966839356,0.0065871499814635,0.0459298757516883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,48.5,48.90999984741211,48.18000030517578,48.67499923706055,48.67499923706055,3069000,CNC,0.979147418478527,1.0868002538272563,1.15161789797207,1.0121464877707815,-0.0329990692922544,0.0039997781441436,0.0536961492008107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,48.72999954223633,49.01499938964844,48.53499984741211,49.005001068115234,49.005001068115234,2227600,CNC,0.9673502243863968,1.0894806290369876,1.1449851930899997,1.0081446760609294,-0.0407944516745325,-0.0054625937900485,0.0444121266542361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,48.79499816894531,48.97499847412109,48.07500076293945,48.61000061035156,48.61000061035156,1721600,CNC,0.9581361896346334,1.1261057599495246,1.1455461977803971,1.0143616235707735,-0.0562254339361401,0.0223903349968719,0.0470640516037002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,48.7400016784668,48.7400016784668,47.584999084472656,48.17499923706055,48.17499923706055,3177800,CNC,0.968137003181699,1.1344058617822914,1.1482096419869936,1.008797349947511,-0.0406603467658118,0.0415551856383458,0.058912329293038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,48.0099983215332,48.15499877929688,47.130001068115234,48.025001525878906,48.025001525878906,4982400,CNC,0.9753253235681324,1.1592919826782169,1.151171225213206,1.0091988628593096,-0.0338735392911772,0.0580597749355105,0.0630741750202124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,48.119998931884766,48.28499984741211,46.435001373291016,46.84000015258789,46.84000015258789,6443200,CNC,1.0072587564363853,1.184884710059798,1.1500853705464489,1.0112728774332036,-0.0040141209968183,0.0861997842364452,0.0740502695813194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,43.52999877929688,45.61000061035156,41.77999877929688,45.27999877929688,45.27999877929688,12794200,CNC,1.0272747491971277,1.2220627335743914,1.2068242475913824,1.0098252549340063,0.0174494942631211,0.1138132351871163,0.1299336437477654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
