,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-2481000000.0,-766000000.0,-1855000000.0,-794000000.0
Change To Liabilities,57000000.0,-430000000.0,-585000000.0,72000000.0
Total Cashflows From Investing Activities,-6955000000.0,-1532000000.0,-4585000000.0,-1254000000.0
Net Borrowings,1040000000.0,6918000000.0,1994000000.0,47000000.0
Total Cash From Financing Activities,260000000.0,6832000000.0,4612000000.0,-82000000.0
Change To Operating Activities,2190000000.0,504000000.0,1587000000.0,271000000.0
Net Income,1808000000.0,1321000000.0,900000000.0,828000000.0
Change In Cash,-1174000000.0,6781000000.0,1261000000.0,153000000.0
Repurchase Of Stock,-626000000.0,-75000000.0,-71000000.0,-65000000.0
Effect Of Exchange Rate,18000000.0,-2000000.0,-2000000.0,-2000000.0
Total Cash From Operating Activities,5503000000.0,1483000000.0,1234000000.0,1489000000.0
Depreciation,1259000000.0,643000000.0,495000000.0,361000000.0
Other Cashflows From Investing Activities,-22000000.0,-22000000.0,-22000000.0,12000000.0
Change To Account Receivables,-52000000.0,-1076000000.0,-1173000000.0,-50000000.0
Other Cashflows From Financing Activities,-154000000.0,-11000000.0,-90000000.0,-64000000.0
Change To Netincome,241000000.0,521000000.0,10000000.0,7000000.0
Capital Expenditures,-869000000.0,-730000000.0,-675000000.0,-422000000.0
Issuance Of Stock,,,2779000000.0,2779000000.0
