,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-186470000.0,-30730000.0,-209411000.0,-209411000.0
Change To Liabilities,14152000.0,11244000.0,6374000.0,4695000.0
Total Cashflows From Investing Activities,-382330000.0,-63631000.0,-216749000.0,-2650000.0
Net Borrowings,524747000.0,-7054000.0,209255000.0,-7767000.0
Total Cash From Financing Activities,457424000.0,8474000.0,191092000.0,2369000.0
Change To Operating Activities,-23594000.0,-15711000.0,-7609000.0,-763000.0
Issuance Of Stock,23125000.0,15528000.0,13509000.0,10136000.0
Net Income,-42130000.0,-4552000.0,-221000.0,-8969000.0
Change In Cash,142396000.0,-3936000.0,12965000.0,10825000.0
Total Cash From Operating Activities,67302000.0,51221000.0,38622000.0,11106000.0
Depreciation,30774000.0,19109000.0,10274000.0,8314000.0
Change To Account Receivables,-9958000.0,-12935000.0,-5829000.0,-5163000.0
Other Cashflows From Financing Activities,-90448000.0,-90448000.0,-31412000.0,-31412000.0
Change To Netincome,72320000.0,41278000.0,27752000.0,12992000.0
Capital Expenditures,-30422000.0,-19228000.0,-9261000.0,-2650000.0
Other Cashflows From Investing Activities,,217000.0,1923000.0,1923000.0
Repurchase Of Stock,,,-260000.0,-260000.0
