,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,1478000.0,-43501000.0,52369000.0,54210000.0
Change To Liabilities,-1066000.0,673000.0,6239000.0,2068000.0
Total Cashflows From Investing Activities,-9770000.0,-51730000.0,-94666000.0,48689000.0
Net Borrowings,-9901000.0,-8296000.0,-14572000.0,-5836000.0
Total Cash From Financing Activities,-2749000.0,-6081000.0,-6041000.0,-2988000.0
Change To Operating Activities,-17334000.0,-14135000.0,-11208000.0,-204000.0
Issuance Of Stock,10352000.0,2215000.0,8531000.0,2848000.0
Net Income,-16530000.0,-12332000.0,-7210000.0,-11431000.0
Change In Cash,-1127000.0,-44046000.0,-81395000.0,68532000.0
Total Cash From Operating Activities,11392000.0,13765000.0,19312000.0,22831000.0
Depreciation,11735000.0,11152000.0,8797000.0,7978000.0
Change To Account Receivables,-1983000.0,-3543000.0,-4652000.0,-3187000.0
Other Cashflows From Financing Activities,-3200000.0,-3200000.0,-3200000.0,-3200000.0
Change To Netincome,29657000.0,25436000.0,18812000.0,18974000.0
Capital Expenditures,-11248000.0,-8229000.0,-10010000.0,-5521000.0
