Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities,Repurchase Of Stock
2017-09-29,23.489999771118164,23.93000030517578,23.32999992370605,23.89999961853028,23.89999961853028,511400,FIVN,1.0556485332608485,1.0083682328925387,1.1820083870669629,1.0206479989635429,0.0350005342973056,-0.0818921558299072,0.0927151880757599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,24.0,24.780000686645508,23.97599983215332,24.71999931335449,24.71999931335449,465000,FIVN,1.006877025931069,0.9749191363630088,1.1545308134417778,1.012478214064533,-0.0056011881334638,-0.1137884193983909,0.0653999349648439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,24.700000762939453,25.15999984741211,24.53499984741211,25.11000061035156,25.11000061035156,598000,FIVN,1.000398256815562,0.9111907050824346,1.1182795396719392,1.0113391723313174,-0.0109409155157553,-0.1787726699224674,0.036478897451367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,25.1299991607666,25.31999969482422,24.770000457763672,25.280000686645508,25.280000686645508,375500,FIVN,0.9976265280197276,0.9141613917186212,1.124604411905507,1.0126829906128405,-0.0150564625931128,-0.1743222953029451,0.0346450453088429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,25.43000030517578,25.67099952697754,25.01000022888184,25.270000457763672,25.270000457763672,471400,FIVN,1.0106846241738283,0.910170145760078,1.1586861953399707,1.0121464877707815,-0.0014618635969532,-0.1726303299230346,0.0607644465687116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,25.040000915527344,25.71999931335449,24.950000762939453,25.540000915527344,25.540000915527344,355700,FIVN,1.0,0.90759590737067,1.135473725937461,1.0081446760609294,-0.0081446760609293,-0.1873473154563661,0.0349006595016974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,25.540000915527344,25.9950008392334,25.450000762939453,25.540000915527344,25.540000915527344,286300,FIVN,0.9972591386192826,0.939702393879278,1.126859814212002,1.0143616235707735,-0.0171024849514909,-0.1640130310733746,0.0283776680353051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,25.71999931335449,25.739999771118164,25.350000381469727,25.43000030517578,25.43000030517578,328900,FIVN,1.015336192881172,0.917420355632386,1.117184408433916,1.008797349947511,0.006538842933661,-0.1754303205115596,0.0278870957399604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,25.51000022888184,25.61000061035156,25.280000686645508,25.299999237060547,25.299999237060547,299200,FIVN,1.000790531951257,0.9177865618011884,1.1146245696968582,1.0091988628593096,-0.0084083309080527,-0.1834456459415179,0.0265275195038645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,25.32999992370605,25.5,25.100000381469727,25.1200008392334,25.1200008392334,246700,FIVN,1.0099522289668692,0.9478502655443783,1.1023089016306995,1.0112728774332036,-0.0013206484663343,-0.1508346602789743,0.02627380066557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
