,2021-01-02,2019-12-28,2018-12-29,2017-12-30
Change To Liabilities,11200000.0,32436000.0,14534000.0,73386000.0
Total Cashflows From Investing Activities,-310628000.0,-338074000.0,-342415000.0,-284053000.0
Net Borrowings,-220762000.0,-17632000.0,-25624000.0,-122376000.0
Total Cash From Financing Activities,-306986000.0,-54885000.0,-47582000.0,-154852000.0
Change To Operating Activities,-12818000.0,3569000.0,12426000.0,-24380000.0
Issuance Of Stock,67000.0,39000.0,182000.0,22000.0
Net Income,296819000.0,312600000.0,101496000.0,128468000.0
Change In Cash,8675000.0,-34324000.0,453000.0,-7941000.0
Repurchase Of Stock,-66962000.0,-23732000.0,-2215000.0,-3049000.0
Effect Of Exchange Rate,1638000.0,-3986000.0,-8165000.0,20528000.0
Total Cash From Operating Activities,624651000.0,362621000.0,398615000.0,410436000.0
Depreciation,350178000.0,325510000.0,321192000.0,302100000.0
Other Cashflows From Investing Activities,293000.0,6600000.0,1253000.0,6054000.0
Change To Inventory,-18666000.0,-39111000.0,2391000.0,-15022000.0
Change To Account Receivables,22362000.0,-26086000.0,-6347000.0,3482000.0
Other Cashflows From Financing Activities,-19329000.0,-13560000.0,-19925000.0,-29449000.0
Change To Netincome,-37033000.0,-261955000.0,-45458000.0,-76460000.0
Capital Expenditures,-280115000.0,-359498000.0,-321896000.0,-274168000.0
Investments,,-2000000.0,-12250000.0,-4750000.0
