Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Long Term Debt,Accounts Payable,Deferred Long Term Liab,Good Will,Property Plant Equipment,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,106.0,106.62000274658205,105.72000122070312,106.31999969482422,88.36402893066406,1227300,PRU,1.038938961582794,1.1033863607910517,0.9831495287967156,1.0206479989635429,0.0182909626192511,0.0131259720686056,-0.1061436701944873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,106.91000366210938,107.4800033569336,106.25,107.27999877929688,89.16189575195312,1303900,PRU,1.0307606265896374,1.1044939566828005,0.993940938310007,1.012478214064533,0.0182824125251044,0.0157864009214008,-0.0951899401669268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,107.2699966430664,107.9000015258789,106.76000213623048,107.83999633789062,89.62731170654297,1766700,PRU,1.047292258328509,1.0981049711214117,0.9817189525275352,1.0113391723313174,0.0359530859971914,0.0081415961165096,-0.1000816896930369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,107.87000274658205,108.3000030517578,107.4499969482422,107.8499984741211,89.6356201171875,1117000,PRU,1.0369957748588785,1.1109800046302918,0.9891588190032616,1.0126829906128405,0.024312784246038,0.0224963176087253,-0.1008005475934024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,107.98999786376952,109.73999786376952,107.66000366210938,109.26000213623048,90.80750274658205,1427200,PRU,1.0286472697215945,1.1197734458682471,0.9747208968738112,1.0121464877707815,0.0165007819508129,0.0369729701851344,-0.1232008518974479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,109.68000030517578,110.68000030517578,108.87000274658205,109.6500015258789,91.1316375732422,1708400,PRU,1.0208845585269446,1.136084587727921,0.9799572299458024,1.0081446760609294,0.0127398824660152,0.0411413649008849,-0.1206158364899612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,109.8499984741211,110.06999969482422,108.87999725341795,109.05999755859376,90.64126586914062,867700,PRU,1.0309921306554288,1.1459237683969032,0.9967090699305384,1.0143616235707735,0.0166305070846553,0.0422083434442506,-0.1017730762461585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,109.20999908447266,110.16000366210938,109.08000183105467,110.0,91.42252349853516,1564700,PRU,1.017727212528018,1.1175496015875246,0.987822263547664,1.008797349947511,0.0089298625805069,0.0246989254435789,-0.1014750491462915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,109.66000366210938,110.3000030517578,109.37000274658205,110.01000213623048,91.43083953857422,1484300,PRU,1.006453926198239,1.1298043236398998,0.9909624672783088,1.0091988628593096,-0.0027449366610705,0.0285721158971934,-0.0971345829146848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,110.1500015258789,110.1500015258789,109.13999938964844,109.3499984741211,90.8823013305664,1149100,PRU,1.0099679947952194,1.1354261309380147,0.9947153845346652,1.0112728774332036,-0.0013048826379842,0.036741205114662,-0.0813197164304642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
