,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,5373000.0,5506000.0,11899000.0,12369000.0
Capital Surplus,1876079000.0,1865933000.0,1858352000.0,1850396000.0
Total Liab,54307328000.0,51589119000.0,46887738000.0,45245371000.0
Total Stockholder Equity,5547548000.0,5285027000.0,5269175000.0,5126106000.0
Total Assets,59854876000.0,56874146000.0,52156913000.0,50371477000.0
Common Stock,168000.0,168000.0,167000.0,167000.0
Other Current Assets,290229000.0,279453000.0,174228000.0,18948000.0
Retained Earnings,4335327000.0,4158032000.0,4000414000.0,3875715000.0
Other Liab,426502000.0,450276000.0,337803000.0,271278000.0
Good Will,465697000.0,465697000.0,465697000.0,465697000.0
Treasury Stock,-664026000.0,-739106000.0,-589758000.0,-600172000.0
Other Assets,40172690000.0,39571201000.0,38449202000.0,37629978000.0
Cash,5997805000.0,4619133000.0,4017971000.0,4506941000.0
Total Current Liabilities,53070260000.0,50336785000.0,45779540000.0,42285855000.0
Other Stockholder Equity,-14689000.0,-90040000.0,44325000.0,33314000.0
Property Plant Equipment,201899000.0,196603000.0,198711000.0,203598000.0
Total Current Assets,9940888000.0,8175829000.0,6982869000.0,7034268000.0
Long Term Investments,9068329000.0,8459310000.0,6048535000.0,5025567000.0
Net Tangible Assets,5081851000.0,4819330000.0,4797101000.0,4653209000.0
Short Term Investments,3129463000.0,2901961000.0,2269728000.0,1909465000.0
Long Term Debt,695979000.0,695480000.0,694988000.0,2580013000.0
Inventory,27900000.0,26200000.0,19700000.0,
Accounts Payable,52582575000.0,49547136000.0,44862752000.0,41680555000.0
Short Long Term Debt,,405000000.0,405000000.0,
Deferred Long Term Asset Charges,,,163815000.0,
