Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,58.970001220703125,60.290000915527344,58.970001220703125,59.77999877929688,55.056278228759766,904500,EWBC,1.0043326693537642,1.0273261231651267,1.031585555911923,1.0206479989635429,-0.0163153296097786,-0.0629342655573192,-0.05770764307928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,59.84999847412109,60.470001220703125,59.310001373291016,60.36000061035156,55.5904541015625,715600,EWBC,0.992853419653621,1.038897311027521,1.0360110244468013,1.012478214064533,-0.019624794410912,-0.0498102447338786,-0.0531198540301325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,60.27999877929688,60.7400016784668,59.540000915527344,59.84999847412109,55.120750427246094,614500,EWBC,1.0039960347619936,1.0470797270563132,1.0345824036058089,1.0113391723313174,-0.0073431375693238,-0.0428836479485887,-0.0472182386147632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,59.93999862670898,59.93999862670898,58.650001525878906,58.720001220703125,54.08004760742188,1013400,EWBC,1.020412068766065,1.1014025066376236,1.0592903456078822,1.0126829906128405,0.0077290781532244,0.0129188196160572,-0.0306690209887818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,59.25,59.83000183105469,58.810001373291016,59.66999816894531,54.95496368408203,1060000,EWBC,0.9950866000366232,1.1080804302950815,1.035511241962961,1.0121464877707815,-0.0170598877341583,0.0252799546119688,-0.062410506808298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,59.95000076293945,60.41999816894531,59.5,60.0099983215332,55.268104553222656,705000,EWBC,0.9637008098037286,1.1225345284390706,1.0298119117886402,1.0081446760609294,-0.0444438662572007,0.0275913056120344,-0.0707611546471234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,60.02000045776367,60.130001068115234,59.400001525878906,59.81999969482422,55.09311676025391,603000,EWBC,0.9615624348702736,1.1291186394439123,1.094653840481418,1.0143616235707735,-0.0527991887004999,0.0254032144912597,-0.003828305695279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,60.13999938964844,60.459999084472656,59.720001220703125,60.40999984741211,55.636505126953125,718300,EWBC,0.9428700859032734,1.1104508564272773,1.0917918794227626,1.008797349947511,-0.0659272640442375,0.0176001802833316,0.0024945667288069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,60.09000015258789,60.25,59.70000076293945,59.86000061035156,55.12995910644531,864600,EWBC,0.9496898281399072,1.1265205174540691,1.1167860089559998,1.0091988628593096,-0.0595090347194023,0.0252883097113627,0.0286889587630061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,60.09000015258789,60.220001220703125,59.29999923706055,59.52000045776367,54.81682968139648,601200,EWBC,0.9613516528260492,1.1277296722183858,1.1262085763557348,1.0112728774332036,-0.0499212246071544,0.0290447463950331,0.0501734753906053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,59.43999862670898,59.43999862670898,58.56999969482422,58.630001068115234,53.99715423583984,877300,EWBC,0.979367475731242,1.1633306322911363,1.134207416021019,1.0098252549340063,-0.0304577792027644,0.0550811339038612,0.0573168121774019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,58.63999938964844,59.20000076293945,58.59999847412109,58.630001068115234,53.99715423583984,1080600,EWBC,0.982276830215125,1.166581985343726,1.1417597843310825,1.0047827275420922,-0.0225058973269671,0.0515202202020184,0.056165786970876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,58.93999862670898,58.93999862670898,57.040000915527344,57.09000015258789,52.5788459777832,1374200,EWBC,1.0056101512932856,1.198929220431584,1.1887756490151906,1.016827126331923,-0.0112169750386375,0.0779334502622677,0.1018373627003903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,57.400001525878906,57.810001373291016,57.16999816894531,57.459999084472656,52.91960144042969,1623500,EWBC,1.0110085697257232,1.1947013946096163,1.170230129184557,1.016900814218988,-0.0058922444932647,0.0781176705123098,0.0942347847599016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,57.310001373291016,59.790000915527344,57.06999969482422,59.470001220703125,54.770774841308594,2440700,EWBC,0.9805494980787488,1.1524664938921827,1.1471406890874178,1.0195478153138224,-0.0389983172350736,0.0359155915529811,0.0693071477695936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,60.0,61.52999877929688,60.0,61.369998931884766,56.52063751220703,1539100,EWBC,0.9521539635485896,1.1194020522731816,1.1119545000568958,1.0187296628598663,-0.0665756993112767,0.002476526495637,0.0464804908324316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
