,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2284600000.0,2391900000.0,2548100000.0,1825800000.0
Capital Surplus,2088100000.0,2022300000.0,1947300000.0,1863500000.0
Total Liab,4675500000.0,4773800000.0,5057600000.0,3293900000.0
Total Stockholder Equity,2540200000.0,2245400000.0,1889700000.0,1728700000.0
Minority Interest,95900000.0,94000000.0,92500000.0,95900000.0
Other Current Liab,248600000.0,170600000.0,166800000.0,87600000.0
Total Assets,7311600000.0,7113200000.0,7039800000.0,5118500000.0
Common Stock,2000000.0,1900000.0,1900000.0,1900000.0
Other Current Assets,51200000.0,62800000.0,72900000.0,25400000.0
Retained Earnings,937400000.0,652000000.0,363100000.0,137400000.0
Other Liab,468600000.0,500300000.0,522000000.0,490200000.0
Good Will,3461500000.0,3377800000.0,3293600000.0,2368800000.0
Treasury Stock,-487300000.0,-430800000.0,-422600000.0,-274100000.0
Other Assets,31700000.0,31400000.0,25500000.0,21800000.0
Cash,493000000.0,274100000.0,187400000.0,115800000.0
Total Current Liabilities,664500000.0,571400000.0,548500000.0,458400000.0
Other Stockholder Equity,-272100000.0,-251600000.0,-282700000.0,-135300000.0
Property Plant Equipment,288800000.0,290200000.0,220300000.0,198600000.0
Total Current Assets,1106200000.0,888200000.0,841500000.0,588700000.0
Long Term Investments,138800000.0,133700000.0,110800000.0,114800000.0
Net Tangible Assets,-3205900000.0,-3524300000.0,-3952000000.0,-2465900000.0
Short Term Investments,3200000.0,2900000.0,26500000.0,21600000.0
Net Receivables,474100000.0,464300000.0,477600000.0,366900000.0
Long Term Debt,3488300000.0,3644600000.0,3986300000.0,2344000000.0
Accounts Payable,193200000.0,176200000.0,169900000.0,131300000.0
Deferred Long Term Liab,,,1600000.0,2000000.0
