Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,47.7400016784668,47.97999954223633,47.150001525878906,47.2599983215332,46.63151168823242,2033300,TRU,1.1106643550716035,1.167371922398664,1.2046128117808563,1.0206479989635429,0.0900163561080606,0.077111533676218,0.1153196127896534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,47.470001220703125,47.88999938964844,47.2599983215332,47.5,46.868309020996094,1642900,TRU,1.1258949234778466,1.1983159054441852,1.220631834980351,1.012478214064533,0.1134167094133136,0.1096083496827855,0.1315009565034173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,47.540000915527344,47.93000030517578,46.91999816894531,47.650001525878906,47.01632308959961,1710200,TRU,1.1215110173616376,1.1869883335941842,1.235676667196482,1.0113391723313174,0.1101718450303201,0.0970249585892821,0.1538760249759099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.650001525878906,48.540000915527344,47.380001068115234,48.52999877929688,47.88462066650391,1035100,TRU,1.1104473742868646,1.1679373927419083,1.2091488772185923,1.0126829906128405,0.097764383674024,0.0794537057203419,0.1191895106219282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,48.52999877929688,49.56999969482422,48.31999969482422,49.54999923706055,48.891056060791016,2411800,TRU,1.0877902128795411,1.1461151202235682,1.213925302678259,1.0121464877707815,0.0756437251087596,0.0633146445404555,0.1160035539069999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,49.33000183105469,49.994998931884766,49.2599983215332,49.86000061035156,49.19692993164063,2257600,TRU,1.0655837781506556,1.146008817773256,1.2133976341197887,1.0081446760609294,0.0574391020897262,0.0510655949462197,0.1128245676840251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,49.88999938964844,49.91999816894531,49.58000183105469,49.75,49.08839797973633,767600,TRU,1.077386950449825,1.1467336336647411,1.2170854279947925,1.0143616235707735,0.0630253268790514,0.0430182087120885,0.1186032818180955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,49.970001220703125,50.150001525878906,49.7400016784668,49.86000061035156,49.19692993164063,812600,TRU,1.0653831063498511,1.1329722843398455,1.340553692888402,1.008797349947511,0.0565857564023402,0.0401216081958999,0.2512563801944465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.72999954223633,50.0,49.40999984741211,49.70000076293945,49.03906631469727,1123200,TRU,1.0744466658374363,1.149899298320373,1.3193157653222634,1.0091988628593096,0.0652478029781267,0.0486670905776667,0.2312187151292697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,49.70000076293945,49.84000015258789,49.36000061035156,49.59000015258789,48.93052291870117,1075900,TRU,1.0891308952639398,1.1667674579005918,1.3387782169002926,1.0112728774332036,0.0778580178307362,0.0680825320772391,0.2627431159351632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,49.619998931884766,49.84000015258789,49.369998931884766,49.63999938964844,48.9798583984375,1346000,TRU,1.0973007628793523,1.1956083190236342,1.3176876294415103,1.0098252549340063,0.0874755079453457,0.0873588206363591,0.2407970255978933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,49.93999862670898,49.93999862670898,49.13999938964844,49.40999984741211,48.7529182434082,1661700,TRU,1.0912770724596517,1.208054906443792,1.3159279311846332,1.0047827275420922,0.0864943449175594,0.0929931413020843,0.2303339338244268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,49.29999923706055,49.7599983215332,48.9900016784668,49.65999984741211,48.99959182739258,1257000,TRU,1.0936368840390105,1.2072089970929432,1.304671665103536,1.016827126331923,0.0768097577070874,0.0862132269236268,0.2177333787887356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,49.79999923706055,51.0,49.630001068115234,50.560001373291016,49.887638092041016,1257800,TRU,1.093552061154274,1.1880932072004768,1.283821025719648,1.016900814218988,0.076651246935286,0.0715094831031704,0.2078256812949928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,50.45000076293945,50.54999923706055,49.994998931884766,50.36000061035156,49.69028854370117,710600,TRU,1.0919379693445677,1.2009531544231,1.3016282574918754,1.0195478153138224,0.0723901540307452,0.0844022520838985,0.2237947161740512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,50.810001373291016,50.97999954223633,50.40999984741211,50.72999954223633,50.05536651611328,562600,TRU,1.0845654005261811,1.209343459246254,1.295288557577158,1.0187296628598663,0.0658357376663147,0.0924179334687094,0.2298145483526938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,50.630001068115234,51.040000915527344,50.310001373291016,50.68999862670898,50.015899658203125,1566000,TRU,1.089366876133749,1.1605837011057885,1.317025347774542,1.0231439317955078,0.0662229443382411,0.0463455481411063,0.2485681959089534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,50.79999923706055,51.06999969482422,50.540000915527344,50.90999984741211,50.23297500610352,995400,TRU,1.082695050444352,1.151443397323248,1.3180120126610375,1.023176662025299,0.0595183884190526,0.0506505134768535,0.2386311923631843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,50.93999862670898,51.04999923706055,50.459999084472656,50.86000061035156,50.18363571166992,837700,TRU,1.093000340014043,1.1671256818239348,1.3332678086060723,1.028738706809164,0.0642616332048788,0.0589118602693692,0.2394465463207677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,50.810001373291016,51.65999984741211,50.720001220703125,51.18999862670898,50.509239196777344,2146100,TRU,1.0863452474621045,1.1531551895995786,1.3393242076283918,1.0357335667629224,0.050611680699182,0.0487866589121372,0.2483021733075305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,52.77000045776367,54.48500061035156,51.709999084472656,53.75,53.03520584106445,4502900,TRU,1.006139527684266,1.0692092800179762,1.2762793212130945,1.0327543330408862,-0.0266148053566201,-0.0092096735780644,0.1801505224780248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,53.13999938964844,54.0,51.43999862670898,52.470001220703125,51.77222442626953,3440500,TRU,1.058128566500277,1.063464787001379,1.3175144774693486,1.0448229351223306,0.0133056313779464,0.0173538534289001,0.2071249850744816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,51.79999923706055,52.66999816894531,51.619998931884766,52.4900016784668,51.79195785522461,5146500,TRU,1.0602018818510872,1.0950657478251191,1.3240619340822546,1.0378093145840102,0.022392567267077,0.0414093794106278,0.2164819829538311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,52.83000183105469,53.619998931884766,52.33000183105469,53.47999954223633,52.76879119873047,2218900,TRU,1.0289827486719825,1.0905010488669793,1.2939415552147608,1.0388512590749122,-0.0098685104029296,0.0359170305151295,0.1844989489556923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,53.34000015258789,53.47999954223633,52.66999816894531,53.43999862670898,52.72932434082031,929100,TRU,1.027507553530156,1.0385478904374232,1.293600023613373,1.0310647944789963,-0.0035572409488402,0.0205015483174237,0.1890980123277907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,53.5,54.2400016784668,53.06999969482422,53.88999938964844,53.1733512878418,1306800,TRU,1.0217107663169902,1.0319167520082932,1.2840968285198264,1.0262436118253355,-0.0045328455083455,0.0062803464405407,0.1762865098304602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
