Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures
2019-08-01,25.5,26.3700008392334,23.64999961853028,23.850000381469727,23.850000381469727,29037100,DT,0.9685534596224696,0.8716981376520291,1.4180293146284682,0.9733290342890444,-0.0047755746665747,-0.1645043169624233,0.3057055367596697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,23.18000030517578,26.940000534057617,22.959999084472656,26.06999969482422,26.06999969482422,2785200,DT,0.919831216837228,0.7855772835433636,1.3690064842538017,0.9934093547508857,-0.0735781379136575,-0.2607813467407465,0.2388616051291523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,25.200000762939453,25.290000915527344,22.31999969482422,23.739999771118164,23.739999771118164,2628500,DT,1.04170175992683,0.8424599912731167,1.5252737756352197,1.0379157998062003,0.0037859601206295,-0.2334399595914781,0.3520510260465095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,24.059999465942383,24.89999961853028,23.200000762939453,24.520000457763672,24.520000457763672,1614800,DT,0.9706361660986368,0.7818107552369242,1.4673735265304255,1.0255734153445348,-0.054937249245898,-0.2837778157060979,0.3076926384085821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,23.75,26.6200008392334,23.5,26.14999961853028,26.14999961853028,5085200,DT,0.8225621622433805,0.7418738012058382,1.381261929590607,1.025769842013649,-0.2032076797702684,-0.3266349108138059,0.2217584098418217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,26.89999961853028,27.479999542236328,24.100000381469727,26.0,26.0,2222700,DT,0.7734615619365984,0.7761538578913763,1.3515384380634017,1.0096805103859732,-0.2362189484493747,-0.2704421351703965,0.2168512199887096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,26.5,26.5,24.46699905395508,25.25,25.25,991000,DT,0.8281188058381034,0.7980197868724862,1.3908910468073177,1.0311593098765404,-0.203040504038437,-0.2606906648302366,0.2371590179876841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,25.299999237060547,25.299999237060547,23.0,23.270000457763672,23.270000457763672,1088700,DT,0.913192934334914,0.916630833867888,1.5208422300585351,1.0473769330900449,-0.1341839987551308,-0.1580600634469763,0.3484145318837579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,23.280000686645508,24.549999237060547,23.11000061035156,23.600000381469727,23.600000381469727,1037600,DT,0.8906779711015673,0.8936440598173617,1.4177965484587371,1.0342019941112954,-0.1435240230097281,-0.1696365122573407,0.2721851207161001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,23.030000686645508,23.315000534057617,21.21999931335449,21.43000030517578,21.43000030517578,1976900,DT,0.9351376868943524,1.000933292462849,1.5366308836319762,1.0679784217810349,-0.1328407348866824,-0.1028482012040221,0.392504688901828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
