Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,280.010009765625,284.75,278.3500061035156,280.1700134277344,280.1700134277344,149600,CACC,1.0234143457336335,1.166648712160879,1.1315271935604283,1.0206479989635429,0.0027663467700906,0.076388323438433,0.0422339945692253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,281.7200012207031,281.95001220703125,279.3299865722656,281.6600036621094,281.6600036621094,123900,CACC,1.0050414787037345,1.1681105073062437,1.133068275576999,1.012478214064533,-0.0074367353607984,0.079402951544844,0.0439373971000651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,282.2200012207031,284.8299865722656,281.3399963378906,283.6700134277344,283.6700134277344,107800,CACC,0.9900588458746729,1.1641695441964803,1.107977484102448,1.0113391723313174,-0.0212803264566445,0.0742061691915783,0.0261768418818757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,284.42999267578125,286.3699951171875,282.69000244140625,283.6000061035156,283.6000061035156,147600,CACC,0.9900916872421784,1.1702397663619033,1.115303176959444,1.0126829906128405,-0.022591303370662,0.0817560793403369,0.0253438103627798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,284.8999938964844,286.7699890136719,283.0,285.54998779296875,285.54998779296875,138500,CACC,0.9971284299012644,1.164804761234007,1.1281037249294692,1.0121464877707815,-0.0150180578695171,0.0820042855508942,0.03018197615821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,284.70001220703125,288.2300109863281,283.1600036621094,286.9599914550781,286.9599914550781,212500,CACC,0.9902077026684272,1.1830917553297555,1.1176470963580647,1.0081446760609294,-0.0179369733925022,0.0881485325027193,0.0170740299223011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,277.8999938964844,284.6300048828125,274.0199890136719,279.1199951171875,279.1199951171875,197000,CACC,1.0275150215324302,1.2216609207491982,1.1666308776843377,1.0143616235707735,0.0131533979616567,0.1179454957965455,0.0681487315076407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,281.42999267578125,283.4800109863281,278.260009765625,282.9200134277344,282.9200134277344,127000,CACC,1.0008128815843165,1.1901597103052264,1.154213107219361,1.008797349947511,-0.0079844683631944,0.0973090341612807,0.0649157945254055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,283.6099853515625,284.69000244140625,281.8299865722656,283.7099914550781,283.7099914550781,120700,CACC,0.9987311502505912,1.192379608521774,1.1505411274153834,1.0091988628593096,-0.0104677126087183,0.0911474007790675,0.0624440772223897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,283.0,284.32000732421875,279.3599853515625,281.29998779296875,281.29998779296875,126000,CACC,1.008176389656439,1.2127622065435852,1.1913971887375052,1.0112728774332036,-0.0030964877767645,0.1140772807202326,0.1153620877723757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,281.0,286.0299987792969,279.9800109863281,282.95001220703125,282.95001220703125,161700,CACC,1.0074570958138662,1.2245979326781933,1.1667078313311487,1.0098252549340063,-0.0023681591201403,0.1163484342909182,0.0898172274875317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,283.6199951171875,283.6199951171875,278.79998779296875,282.70001220703125,282.70001220703125,194000,CACC,1.0066854759435782,1.248319698118878,1.1675627628996943,1.0047827275420922,0.0019027484014859,0.1332579329771703,0.0819687655394878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,283.6600036621094,283.6600036621094,277.92999267578125,278.4100036621094,278.4100036621094,117600,CACC,1.027692939742335,1.2894651602953828,1.1824288203615083,1.016827126331923,0.010865813410412,0.1684693901260665,0.095490534046708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,279.1499938964844,283.70001220703125,278.8599853515625,282.29998779296875,282.29998779296875,205700,CACC,1.013142125869935,1.2630535351637535,1.1719447773427458,1.016900814218988,-0.003758688349053,0.146469811066447,0.0959494329180905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,281.4599914550781,282.760009765625,279.3999938964844,282.54998779296875,282.54998779296875,94300,CACC,1.0242435193751798,1.294779727989054,1.1890285116601886,1.0195478153138224,0.0046957040613573,0.1782288256498525,0.1111949703423644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,283.7900085449219,287.8999938964844,282.42999267578125,284.0,284.0,170400,CACC,1.024295753156635,1.32457743899923,1.1610915492957747,1.0187296628598663,0.0055660902967686,0.2076519132216854,0.0956175400713106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
