,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,80271000.0,877167000.0,-21775000.0,-832579000.0
Change To Liabilities,27626000.0,-24808000.0,23954000.0,20512000.0
Total Cashflows From Investing Activities,-209781000.0,680358000.0,-327676000.0,-1120076000.0
Total Cash From Financing Activities,-299181000.0,1197678000.0,-225960000.0,-7812000.0
Change To Operating Activities,128520000.0,-63696000.0,91879000.0,46671000.0
Issuance Of Stock,39559000.0,1958000.0,26064000.0,31000.0
Net Income,65649000.0,68005000.0,222116000.0,28659000.0
Change In Cash,-122976000.0,2260202000.0,-212487000.0,-912177000.0
Repurchase Of Stock,-338740000.0,-172121000.0,-249535000.0,-3726000.0
Effect Of Exchange Rate,4019000.0,-8018000.0,10849000.0,924000.0
Total Cash From Operating Activities,381967000.0,390184000.0,330300000.0,214787000.0
Depreciation,134812000.0,131052000.0,19108000.0,121983000.0
Other Cashflows From Investing Activities,700000.0,-9085000.0,-9085000.0,1339000.0
Change To Account Receivables,-100328000.0,189297000.0,-285851000.0,-136469000.0
Change To Netincome,125688000.0,90334000.0,122494000.0,106758000.0
Capital Expenditures,-279195000.0,-181181000.0,-295525000.0,-290746000.0
Net Borrowings,,1436935000.0,-2489000.0,-4117000.0
Other Cashflows From Financing Activities,,-69094000.0,-69094000.0,-69094000.0
