,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,58338000.0,55106000.0,45025000.0,49654000.0
Capital Surplus,9167138000.0,8763330000.0,8324974000.0,7750522000.0
Total Liab,5409008000.0,3999003000.0,3356978000.0,2365259000.0
Total Stockholder Equity,7970082000.0,8704386000.0,6805594000.0,5047218000.0
Other Current Liab,99360000.0,114954000.0,78678000.0,63921000.0
Total Assets,13379090000.0,12703389000.0,10162572000.0,7412477000.0
Common Stock,4000.0,4000.0,4000.0,4000.0
Other Current Assets,7816000.0,5618000.0,3041000.0,10526000.0
Retained Earnings,-1125669000.0,11586000.0,-1454073000.0,-2671729000.0
Other Liab,67562000.0,48482000.0,85351000.0,73213000.0
Good Will,1312346000.0,1256699000.0,1227269000.0,1188935000.0
Treasury Stock,-71391000.0,-70534000.0,-65311000.0,-31579000.0
Other Assets,861565000.0,1964933000.0,863964000.0,50689000.0
Cash,1988429000.0,1799082000.0,1894444000.0,1638413000.0
Total Current Liabilities,1952826000.0,832476000.0,1516311000.0,583278000.0
Deferred Long Term Asset Charges,796326000.0,1908086000.0,808459000.0,10455000.0
Short Long Term Debt,917866000.0,,897328000.0,
Other Stockholder Equity,-66094000.0,-70534000.0,-65311000.0,-31579000.0
Property Plant Equipment,2423933000.0,1728876000.0,885078000.0,773715000.0
Total Current Assets,8637108000.0,7620075000.0,7111036000.0,5321884000.0
Long Term Investments,85800000.0,77700000.0,30200000.0,27600000.0
Net Tangible Assets,6599398000.0,7392581000.0,5533300000.0,3808629000.0
Short Term Investments,5483873000.0,4839970000.0,4314957000.0,2764689000.0
Net Receivables,1041743000.0,850184000.0,788700000.0,664268000.0
Long Term Debt,2568872000.0,2508800000.0,1730922000.0,1627460000.0
Accounts Payable,194281000.0,161148000.0,145186000.0,170969000.0
