Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,63.2599983215332,63.915000915527344,63.04499816894531,63.255001068115234,60.687782287597656,408600,SNX,1.0685746591004377,1.111197491623891,0.8194049785095648,1.0206479989635429,0.0479266601368948,0.0209371029014449,-0.2698882204816381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,63.54499816894531,64.04499816894531,63.310001373291016,63.95500183105469,61.359375,355000,SNX,1.0404240797881652,1.0894753320362236,0.8202899945489559,1.012478214064533,0.0279458657236322,0.0007677762748239,-0.2688408839279779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,64.32499694824219,64.70500183105469,64.0999984741211,64.33499908447266,61.72394180297852,549000,SNX,1.0314744340446538,1.0919983553104244,0.8084707322570582,1.0113391723313174,0.0201352617133363,0.0020349803055224,-0.2733299099635139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,64.58000183105469,64.94000244140625,63.880001068115234,64.36000061035156,61.747928619384766,571400,SNX,1.0123867220853175,1.0955450316488404,0.8105066032308079,1.0126829906128405,-0.0002962685275229,0.007061344627274,-0.2794527633658561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.63999938964844,65.62999725341797,64.08000183105469,65.17500305175781,62.52984237670898,405400,SNX,0.9987274752783752,1.0133365886149457,0.8033881893429426,1.0121464877707815,-0.0134190124924062,-0.0694638870681669,-0.2945335594283165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.79000091552734,65.16000366210938,64.45500183105469,64.97000122070312,62.33316802978516,364800,SNX,0.9984076758603562,1.0555629877751072,0.8084839622561835,1.0081446760609294,-0.0097370002005732,-0.039380235051929,-0.2920891041795801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,65.0250015258789,65.56500244140625,64.76000213623047,65.26000213623047,62.61140823364258,251400,SNX,0.994969233614032,1.0594727842612093,0.802109947447802,1.0143616235707735,-0.0193923899567415,-0.0442426406914433,-0.296372198728895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,65.18499755859375,65.92500305175781,64.96499633789062,65.43499755859375,62.779293060302734,348000,SNX,0.9976693504946008,1.0395613109508504,0.7974223463690545,1.008797349947511,-0.01112799945291,-0.0532893651930952,-0.291874966324901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,65.53500366210938,66.5250015258789,65.4000015258789,66.3949966430664,63.70033264160156,569200,SNX,0.9839232609083604,1.0166806198820744,0.7873352113283342,1.0091988628593096,-0.0252756019509492,-0.084551587860632,-0.3007618388646594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,66.07499694824219,66.62999725341797,66.06500244140625,66.31500244140625,63.76766204833984,318200,SNX,0.9845434189722494,1.0100132146388767,0.7786913499450537,1.0112728774332036,-0.0267294584609542,-0.0886717111844759,-0.2973437510200757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,66.55000305175781,66.72000122070312,66.1449966430664,66.38999938964844,63.83977127075195,273000,SNX,0.972736648168147,1.0208781925870916,0.7778874400941297,1.0098252549340063,-0.0370886067658595,-0.0873713058001834,-0.2990031637494873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,66.79499816894531,67.25499725341797,65.95500183105469,66.20500183105469,63.66186141967773,467800,SNX,0.9708483198835132,0.9979106065077455,0.7673731280232136,1.0047827275420922,-0.033934407658579,-0.117151158633962,-0.3182208693369929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,66.20500183105469,66.68000030517578,65.4749984741211,65.625,63.10416030883789,290600,SNX,1.004342785803999,0.9779314061092912,0.7647271005853633,1.016827126331923,-0.012484340527924,-0.1430643640600251,-0.3222111857294369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
