Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2003-11-25,7.074999809265137,7.150000095367432,6.974999904632568,7.099999904632568,6.644149303436279,6651600,SNX,0.9774649985779176,1.36478866375992,1.26760563582445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-26,7.150000095367432,7.300000190734863,7.099999904632568,7.125,6.667546272277832,1708800,SNX,0.9712279850085012,1.3649120945088622,1.2750876823607875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-28,7.125,7.150000095367432,7.010000228881836,7.125,6.667546272277832,344400,SNX,0.965613825156488,1.3684206762308535,1.2996491847374836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-01,7.074999809265137,7.09499979019165,6.824999809265137,7.0,6.550571918487549,1795600,SNX,0.9821427336543757,1.3928567294956995,1.2999998180169747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-02,6.974999904632568,7.050000190734863,6.824999809265137,6.909999847412109,6.4663496017456055,387200,SNX,0.9985528265859288,1.3965268427992856,1.3024599072127714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-03,6.925000190734863,7.099999904632568,6.849999904632568,7.085000038146973,6.63011360168457,471000,SNX,0.9872970743844592,1.3620325889239318,1.2667608625670976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-04,7.125,7.264999866485596,7.079999923706055,7.184999942779541,6.723692893981934,654000,SNX,1.0647181404827566,1.325678910537604,1.2247741692803842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-05,7.175000190734863,7.295000076293945,7.130000114440918,7.239999771118164,6.775161743164063,332400,SNX,1.149862012603121,1.2914364765313038,1.2009672490017274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-08,7.199999809265137,7.289999961853027,7.175000190734863,7.199999809265137,6.737730979919434,303800,SNX,1.3194438291283694,1.2951387419404012,1.2041664974055994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-09,7.230000019073486,7.25,7.150000095367432,7.150000095367432,6.690940380096436,215400,SNX,1.356643378571384,1.3146856107136875,1.222377922791601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10,7.125,7.125,6.849999904632568,6.954999923706055,6.508460521697998,461800,SNX,1.373832122849998,1.3659232523795664,1.2437096273042785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-11,6.974999904632568,7.175000190734863,6.974999904632568,7.074999809265137,6.620755672454834,473800,SNX,1.3215547351979668,1.3243815814652802,1.2296823035318438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-12,7.099999904632568,7.150000095367432,7.074999809265137,7.099999904632568,6.644149303436279,75000,SNX,1.3274651528790693,1.3239442158993198,1.198591897926415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-15,7.099999904632568,7.224999904632568,7.090000152587891,7.125,6.667546272277832,144800,SNX,1.3122805080334792,1.2877190056567835,1.1445614337212036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-16,7.150000095367432,7.150000095367432,7.005000114440918,7.144999980926514,6.6862616539001465,92400,SNX,1.3184044309460767,1.2876139085231628,1.165150501276306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-17,7.125,7.159999847412109,7.099999904632568,7.125,6.667546272277832,73200,SNX,1.3263156931150986,1.280701413115974,1.1277190971974398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-18,7.099999904632568,7.199999809265137,7.074999809265137,7.175000190734863,6.714336395263672,32000,SNX,1.310104606325808,1.271776603112396,1.094076450907124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-19,7.150000095367432,7.150000095367432,7.074999809265137,7.099999904632568,6.644149303436279,40400,SNX,1.3302817589269138,1.2845074251508437,1.1211270500612505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-22,7.099999904632568,7.099999904632568,7.050000190734863,7.054999828338623,6.60204029083252,20600,SNX,1.3097092611149252,1.3182139848941334,1.1318214129345583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-23,7.054999828338623,7.065000057220459,7.025000095367432,7.050000190734863,6.597360134124756,13000,SNX,1.269503667586102,1.301418428182754,1.10212778321421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-24,7.065000057220459,7.125,7.0,7.050000190734863,6.597360134124756,112400,SNX,1.273049864527673,1.3120565853456867,1.1120568310873629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-26,7.025000095367432,7.025000095367432,6.900000095367432,6.974999904632568,6.527174472808838,80800,SNX,1.2724015973435174,1.31899699287218,1.1111114114448233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-29,7.0,7.0,6.824999809265137,6.940000057220459,6.494423389434815,313800,SNX,1.284581931604981,1.386167175962219,1.1095100344036064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-30,6.925000190734863,6.934999942779541,6.889999866485596,6.920000076293945,6.475707530975342,56600,SNX,1.2810692473784002,1.4089592735724927,1.0946529899430384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,6.920000076293945,6.925000190734863,6.880000114440918,6.880000114440918,6.43827486038208,165600,SNX,1.2587206630464238,1.437500449006191,1.0886628177177065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-02,6.875,6.900000095367432,6.864999771118164,6.875,6.433596611022949,254400,SNX,1.2421819076609275,1.4545451715542943,1.0836363595936327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-05,6.900000095367432,7.0,6.900000095367432,6.900000095367432,6.456991672515869,288600,SNX,1.260869844556203,1.4782609016731267,1.078985514898762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-06,6.900000095367432,6.994999885559082,6.849999904632568,6.994999885559082,6.545891761779785,426600,SNX,1.2308793952095505,1.4832023939864785,1.05789864748214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-07,7.375,7.650000095367432,7.300000190734863,7.650000095367432,7.158837795257568,570200,SNX,1.1633984585934578,1.3647059638500088,0.9836603473043768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-08,7.659999847412109,8.5,7.659999847412109,8.324999809265137,7.790501117706299,447200,SNX,1.1003004370522096,1.2042040988831773,0.9249248295294398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-09,9.5,9.600000381469728,8.800000190734863,9.5,8.890057563781738,1862400,SNX,0.9842108385403364,1.0084214582411892,0.8215793109152307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-12,9.5,9.925000190734863,9.449999809265137,9.699999809265137,9.07721996307373,771800,SNX,1.005154465334931,1.0139174031101617,0.7835050490352384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-13,9.704999923706056,9.739999771118164,9.260000228881836,9.55500030517578,8.941532135009766,221400,SNX,1.015697946517211,1.067503665790802,0.7953947449816956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-14,9.5,9.539999961853027,9.350000381469728,9.350000381469728,8.749691009521484,93800,SNX,1.0524067447973322,1.098930473706216,0.8037434074253633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-15,9.300000190734863,9.550000190734863,9.260000228881836,9.425000190734863,8.819876670837402,176800,SNX,1.0392574384663318,1.0928378165483406,0.8005304968658602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-16,9.425000190734863,9.524999618530272,9.300000190734863,9.350000381469728,8.749691009521484,111200,SNX,1.0374332022920385,1.1058825145105309,0.8101603362981481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-20,9.449999809265137,9.449999809265137,9.375,9.420000076293944,8.815196990966797,285400,SNX,1.0323778988779455,1.0912953712723148,0.799893902722417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-21,9.449999809265137,9.489999771118164,9.350000381469728,9.449999809265137,8.843271255493164,144000,SNX,1.0206348819488136,1.084655815336873,0.7962963781761837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-22,9.449999809265137,9.460000038146973,9.375,9.399999618530272,8.796483039855957,250000,SNX,0.9957443699064408,1.0202127522325173,0.8005318534774405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-23,9.404999732971191,9.46500015258789,9.404999732971191,9.44499969482422,8.838590621948242,29200,SNX,1.0402330228074563,0.9528850766524664,0.7946004470899339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-26,9.44499969482422,9.44499969482422,9.0600004196167,9.239999771118164,8.646753311157227,43600,SNX,1.0633116858050349,0.9702380492827772,0.8068181993647578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-27,9.244999885559082,9.244999885559082,8.949999809265137,8.949999809265137,8.375372886657715,282000,SNX,1.0782123871938916,0.9435754533451982,0.8324022470413216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-28,8.899999618530273,9.0,8.899999618530273,8.975000381469727,8.398768424987793,13400,SNX,1.0908078771877971,0.9331477332095496,0.8161558405163677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-29,8.850000381469727,8.925000190734863,8.510000228881836,8.875,8.305187225341797,73800,SNX,1.1070423327691414,0.966197399817652,0.8338030020829936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-30,8.875,8.925000190734863,8.824999809265137,8.914999961853027,8.342618942260742,37000,SNX,1.0869320188800244,0.9865393518650826,0.8609085983216486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-02,8.899999618530273,8.925000190734863,8.84000015258789,8.864999771118164,8.295829772949219,30200,SNX,1.097010762853945,1.0101521955651855,0.8584320978230581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
