Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities,Net Borrowings
2017-09-29,50.0099983215332,50.31999969482422,49.68999862670898,50.25,38.21366882324219,278300,CNA,1.0772141986950017,1.061361715177184,1.018071403957321,1.0206479989635429,0.0565661997314588,-0.0288986735452621,-0.0712217950338818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,50.40999984741211,50.70000076293945,49.7400016784668,50.66999816894531,38.53307342529297,145900,CNA,1.0747977421327772,1.0527622719407783,1.0171022017749551,1.012478214064533,0.0623195280682442,-0.0359452838206213,-0.0720286767019786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,50.709999084472656,50.709999084472656,50.09999847412109,50.65999984741211,38.52546310424805,151200,CNA,1.07540484071095,1.047214244982706,1.012737321569123,1.0113391723313174,0.0640656683796325,-0.042749130022196,-0.069063320651449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,50.630001068115234,51.0,50.29999923706055,50.66999816894531,38.53307342529297,194900,CNA,1.0850600729773672,1.051571820971222,1.0268538019291542,1.0126829906128405,0.0723770823645266,-0.0369118660503444,-0.0631055646675098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,50.810001373291016,51.0,50.61000061035156,50.75,38.59390640258789,134700,CNA,1.0821676159942497,1.0447625574012316,1.0167420484857363,1.0121464877707815,0.0700211282234681,-0.038037918281881,-0.0811797002855228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,50.720001220703125,51.0,50.47999954223633,50.47999954223633,38.388580322265625,144200,CNA,1.084984243793509,1.0569243638491252,1.0228047637483235,1.0081446760609294,0.0768395677325797,-0.0380188589779109,-0.07776830268744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,50.68000030517578,50.83000183105469,50.43000030517578,50.5099983215332,38.4113883972168,160600,CNA,1.0708772145870895,1.0698337473800352,1.0351025864222143,1.0143616235707735,0.0565155910163159,-0.0338816775726174,-0.0633795597544826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,50.43999862670898,50.720001220703125,50.31999969482422,50.650001525878906,38.517860412597656,136400,CNA,1.0766042079279992,1.049604812252395,1.0361851859114573,1.008797349947511,0.0678068579804882,-0.0432458638915504,-0.0531121267824983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,50.36000061035156,50.5099983215332,50.09000015258789,50.31999969482422,38.26691055297852,105200,CNA,1.0848635804168112,1.0688772430600946,1.0427714223709237,1.0091988628593096,0.0756647175575015,-0.0323549646826117,-0.0453256278220699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,50.2599983215332,50.630001068115234,49.970001220703125,50.27000045776367,38.2288818359375,194100,CNA,1.088542880726504,1.0779415439169018,1.0366979022642582,1.0112728774332036,0.0772700032933004,-0.0207433819064508,-0.0393371987008712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,50.36000061035156,51.13999938964844,49.97999954223633,50.68999862670898,38.54828643798828,232800,CNA,1.0844826258792253,1.0703984937658844,1.019604358230543,1.0098252549340063,0.0746573709452187,-0.0378510046213906,-0.057286245613074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,50.72999954223633,50.88999938964844,50.43000030517578,50.630001068115234,38.50265502929688,104600,CNA,1.0835835668229428,1.0804057963547875,1.0203974145071353,1.0047827275420922,0.0788008392808505,-0.0346559687869201,-0.0651965828530711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,50.47999954223633,50.7599983215332,49.81999969482422,49.9900016784668,38.01595687866211,142500,CNA,1.0908180144706996,1.1055016454011302,1.0359847897604322,1.016827126331923,0.0739908881387765,-0.0154941247681861,-0.050953496554368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,50.06999969482422,50.4900016784668,49.90999984741211,50.380001068115234,38.312530517578125,173900,CNA,1.069999502160623,1.0921540514168508,1.05300704940558,1.016900814218988,0.053098687941635,-0.0244296726804555,-0.0229882950190751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,50.150001525878906,51.060001373291016,49.650001525878906,51.040000915527344,38.81444549560547,124200,CNA,1.055375178354264,1.079410522326642,1.0395969562182663,1.0195478153138224,0.0358273630404415,-0.0371403800125595,-0.0382365850995578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,51.400001525878906,51.400001525878906,50.459999084472656,50.4900016784668,38.39618682861328,144200,CNA,1.0652784359777574,1.0969440644270978,1.0178131268423392,1.0187296628598663,0.046548773117891,-0.0199814613504467,-0.0476608823821249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
