,2020-12-26,2019-12-28,2018-12-29,2017-12-30
Intangible Assets,244356000.0,192521000.0,116063000.0,122819000.0
Capital Surplus,1880354000.0,1835622000.0,1823638000.0,1828386000.0
Total Liab,1515257000.0,1373303000.0,1219884000.0,1095870000.0
Total Stockholder Equity,5516116000.0,4793496000.0,4162974000.0,3852419000.0
Deferred Long Term Liab,16510000.0,23493000.0,29473000.0,33029000.0
Other Current Liab,431737000.0,408495000.0,386773000.0,269580000.0
Total Assets,7031373000.0,6166799000.0,5382858000.0,4948289000.0
Common Stock,17979000.0,17979000.0,17979000.0,17979000.0
Other Current Assets,20145000.0,25105000.0,28462000.0,30525000.0
Retained Earnings,3754372000.0,3229061000.0,2710619000.0,2418444000.0
Other Liab,275082000.0,288132000.0,298571000.0,303755000.0
Good Will,584210000.0,467108000.0,301017000.0,286982000.0
Treasury Stock,-136589000.0,-289166000.0,-389262000.0,-412390000.0
Other Assets,452116000.0,451335000.0,306760000.0,336633000.0
Cash,1458442000.0,1027567000.0,1201732000.0,891488000.0
Total Current Liabilities,1164217000.0,1035933000.0,921313000.0,792115000.0
Deferred Long Term Asset Charges,245455000.0,268518000.0,176959000.0,195981000.0
Other Stockholder Equity,183427000.0,55874000.0,8430000.0,56428000.0
Property Plant Equipment,950165000.0,792510000.0,663527000.0,595684000.0
Total Current Assets,3669351000.0,3057850000.0,2665368000.0,2346138000.0
Long Term Investments,1131175000.0,1205475000.0,1330123000.0,1260033000.0
Net Tangible Assets,4687550000.0,4133867000.0,3745894000.0,3442618000.0
Short Term Investments,387642000.0,376463000.0,182989000.0,161687000.0
Net Receivables,859645000.0,706763000.0,569833000.0,590882000.0
Inventory,762084000.0,752908000.0,561840000.0,517644000.0
Accounts Payable,258885000.0,240831000.0,204985000.0,169640000.0
