,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,9405000000.0,8674000000.0,9007000000.0,8368000000.0
Capital Surplus,9244000000.0,9448000000.0,9536000000.0,8547000000.0
Total Liab,53416000000.0,45725000000.0,43030000000.0,44037000000.0
Total Stockholder Equity,33199000000.0,31728000000.0,28541000000.0,26503000000.0
Other Current Liab,7195000000.0,4980000000.0,4283000000.0,4311000000.0
Total Assets,86615000000.0,77453000000.0,71571000000.0,70540000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,4060000000.0,3020000000.0,2870000000.0,2867000000.0
Retained Earnings,23802000000.0,22573000000.0,19988000000.0,18054000000.0
Other Liab,3781000000.0,3924000000.0,3848000000.0,3299000000.0
Good Will,21691000000.0,20500000000.0,20504000000.0,19231000000.0
Treasury Stock,150000000.0,-296000000.0,-986000000.0,-101000000.0
Other Assets,1354000000.0,1280000000.0,1245000000.0,1126000000.0
Cash,5741000000.0,4937000000.0,3934000000.0,3609000000.0
Total Current Liabilities,29453000000.0,23532000000.0,21965000000.0,23356000000.0
Short Long Term Debt,700000000.0,1598000000.0,849000000.0,1275000000.0
Other Stockholder Equity,150000000.0,-296000000.0,-986000000.0,-101000000.0
Property Plant Equipment,4129000000.0,3708000000.0,2735000000.0,2175000000.0
Total Current Assets,45751000000.0,39033000000.0,34321000000.0,36263000000.0
Long Term Investments,4285000000.0,4258000000.0,3759000000.0,3377000000.0
Net Tangible Assets,2103000000.0,2554000000.0,-970000000.0,-1096000000.0
Short Term Investments,24992000000.0,20685000000.0,18206000000.0,20993000000.0
Net Receivables,10958000000.0,10391000000.0,9311000000.0,8794000000.0
Long Term Debt,19335000000.0,17787000000.0,17217000000.0,17382000000.0
Accounts Payable,21442000000.0,16090000000.0,15078000000.0,16036000000.0
