Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,44.060001373291016,44.5,42.84000015258789,43.86000061035156,43.86000061035156,941700,QDEL,0.9336525351820149,1.0592794901491054,1.2437300154570905,1.0206479989635429,-0.086995463781528,-0.0309808985733406,0.1544368164658875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,44.08000183105469,44.27999877929688,43.2599983215332,43.59999847412109,43.59999847412109,381900,QDEL,0.9275229367430428,1.0754587392355104,1.2736238697865296,1.012478214064533,-0.0849552773214902,-0.0132488165258892,0.1844929913095958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,43.81999969482422,43.81999969482422,42.63999938964844,43.630001068115234,43.630001068115234,252400,QDEL,0.8847122972529545,1.070364419428533,1.2782488904984313,1.0113391723313174,-0.1266268750783629,-0.0195989555763689,0.1964482482778591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,43.54999923706055,43.77000045776367,42.95000076293945,43.150001525878906,43.150001525878906,193400,QDEL,0.9049825690884526,1.060718397201294,1.302896853595372,1.0126829906128405,-0.1077004215243878,-0.0277652898202724,0.2129374869987079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,43.09999847412109,43.52000045776367,42.61000061035156,43.0099983215332,43.0099983215332,174400,QDEL,0.899790799191082,1.0671937530139082,1.3136480401049666,1.0121464877707815,-0.1123556885796995,-0.0156067226692044,0.2157262913337074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,43.15999984741211,43.2599983215332,42.77000045776367,42.959999084472656,42.959999084472656,215200,QDEL,0.8766294378489369,1.074720650672287,1.3205307437434437,1.0081446760609294,-0.1315152382119925,-0.020222572154749,0.2199576773076801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,42.959999084472656,44.29999923706055,42.88999938964844,43.7400016784668,43.7400016784668,402500,QDEL,0.8621398636808304,1.05144032724415,1.2882943829849507,1.0143616235707735,-0.1522217598899431,-0.0522750977085026,0.1898122368082537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,44.15999984741211,44.29999923706055,43.72999954223633,43.86000061035156,43.86000061035156,393000,QDEL,0.8873688469525388,1.058139516679777,1.2678978530891043,1.008797349947511,-0.1214285029949721,-0.0347111594641686,0.1786005403951487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,44.060001373291016,44.54999923706055,42.43999862670898,44.29999923706055,44.29999923706055,422900,QDEL,0.8514673108424634,1.0604966219262086,1.2512415634265763,1.0091988628593096,-0.1577315520168462,-0.0407355858164977,0.1631445132335827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,44.34999847412109,44.369998931884766,43.63999938964844,43.650001525878906,43.650001525878906,427800,QDEL,0.8746849706875701,1.064604801746738,1.2620847245543971,1.0112728774332036,-0.1365879067456334,-0.0340801240766146,0.1860496235892677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,43.61000061035156,43.869998931884766,42.83000183105469,42.86000061035156,42.86000061035156,217900,QDEL,0.8868408254840998,1.094960327505017,1.2799813305905965,1.0098252549340063,-0.1229844294499067,-0.013289170882258,0.2030907267469794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,43.0,43.47999954223633,41.29999923706055,41.36000061035156,41.36000061035156,428100,QDEL,0.9076402408497994,1.1619922791118764,1.3532398548053932,1.0047827275420922,-0.0971424866922927,0.0469305139701687,0.2676458574451867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,41.66999816894531,42.04999923706055,40.81999969482422,41.36000061035156,41.36000061035156,571500,QDEL,0.9187620754166376,1.1511121834566838,1.352756284750545,1.016827126331923,-0.0980650509152855,0.0301164132873674,0.2658179984357447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,41.36000061035156,42.02999877929688,41.11000061035156,41.709999084472656,41.709999084472656,366900,QDEL,0.9096139884796322,1.1512827022727037,1.3593862864419748,1.016900814218988,-0.1072868257393557,0.0346989781753972,0.2833909420173195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,41.470001220703125,42.15999984741211,40.869998931884766,41.95000076293945,41.95000076293945,196500,QDEL,0.9148986977378528,1.1587604225575094,1.3666269556233863,1.0195478153138224,-0.1046491175759696,0.0422095202183079,0.2887934143055621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,42.150001525878906,42.47999954223633,41.4900016784668,41.77000045776367,41.77000045776367,273400,QDEL,0.9336844523005308,1.1625568791265193,1.3758678618836675,1.0187296628598663,-0.0850452105593355,0.0456313533489747,0.3103938526592034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,41.81999969482422,42.52999877929688,38.41999816894531,42.15999984741211,42.15999984741211,384600,QDEL,0.9269450183229428,1.134962017251009,1.3517552629205,1.0231439317955078,-0.0961989134725649,0.020723864286327,0.2832981110549115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,42.33000183105469,42.43999862670898,41.84999847412109,42.34000015258789,42.34000015258789,206100,QDEL,0.9426074563906855,1.104865342718654,1.359234743260694,1.023176662025299,-0.0805692056346137,0.0040724588722595,0.2798539229628407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,42.09000015258789,42.709999084472656,41.68999862670898,41.79999923706055,41.79999923706055,189300,QDEL,0.8691388156496407,1.095215301791384,1.3753589169325928,1.028738706809164,-0.1595998911595233,-0.0129985197631816,0.2815376546472883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,41.77999877929688,42.630001068115234,41.43000030517578,41.59000015258789,41.59000015258789,177000,QDEL,0.8874729433035462,1.097379158985373,1.3149795245505898,1.0357335667629224,-0.1482606234593761,-0.0069893717020683,0.2239574902297285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,41.75,42.650001525878906,41.310001373291016,42.61000061035156,42.61000061035156,283400,QDEL,0.8828913023471175,1.0542125680709933,1.411640475575732,1.0327543330408862,-0.1498630306937686,-0.0242063855250473,0.3155116768406623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,42.43000030517578,43.52999877929688,40.7400016784668,41.060001373291016,41.060001373291016,244100,QDEL,0.9252313786618328,1.0613736087062795,1.3996590184745243,1.0448229351223306,-0.1195915564604978,0.0152626751338007,0.2892695260796574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,41.08000183105469,41.58000183105469,40.93000030517578,40.95000076293945,40.95000076293945,309100,QDEL,0.9560439754939009,1.0808302197051327,1.4119657782070774,1.0378093145840102,-0.0817653390901093,0.0271738512906414,0.3043858270786539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,41.11000061035156,42.0,40.0099983215332,40.43999862670898,40.43999862670898,388000,QDEL,0.998021809617358,1.0816024521221992,1.485410527564915,1.0388512590749122,-0.0408294494575541,0.0270184337703494,0.3759679213058464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
