,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-3000000.0,-2000000.0,-1000000.0,-1000000.0
Change To Liabilities,0.0,0.0,-51000000.0,0.0
Total Cashflows From Investing Activities,157000000.0,-3000000.0,-17000000.0,-14000000.0
Net Borrowings,-10000000.0,-1000000.0,-2000000.0,13000000.0
Total Cash From Financing Activities,-23000000.0,-7000000.0,-7000000.0,-10000000.0
Change To Operating Activities,-57000000.0,34000000.0,-116000000.0,65000000.0
Issuance Of Stock,2000000.0,2000000.0,2000000.0,1000000.0
Net Income,-116000000.0,-190000000.0,-217000000.0,-276000000.0
Change In Cash,44000000.0,-81000000.0,-188000000.0,-140000000.0
Total Cash From Operating Activities,-90000000.0,-71000000.0,-164000000.0,-116000000.0
Depreciation,71000000.0,74000000.0,73000000.0,75000000.0
Other Cashflows From Financing Activities,-15000000.0,-15000000.0,-15000000.0,-24000000.0
Change To Netincome,9000000.0,9000000.0,-8000000.0,17000000.0
Repurchase Of Stock,,-6000000.0,-5000000.0,-5000000.0
Other Cashflows From Investing Activities,,4000000.0,4000000.0,4000000.0
Change To Account Receivables,,,152000000.0,152000000.0
