Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Good Will,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Effect Of Exchange Rate
2017-01-04,30.209999084472656,30.739999771118164,29.290000915527344,29.89999961853028,21.129064559936523,33221800,PK,0.984007712781923,0.992190537489004,1.0267692389630894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,29.739999771118164,29.739999771118164,28.020000457763672,28.39999961853028,20.069076538085938,15787900,PK,1.0406532955406855,1.0469710252142754,1.0954830157377284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,28.61000061035156,29.25,28.450000762939453,28.8700008392334,20.40121078491211,6066600,PK,1.0390364347412282,1.0271995145898836,1.0764612555405657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,28.6200008392334,29.88999938964844,28.479999542236328,29.32999992370605,20.72627067565918,5017300,PK,1.03820279417496,1.0049546612604665,1.0611367837125634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-10,29.32999992370605,29.93000030517578,29.020000457763672,29.21999931335449,20.648536682128903,6159000,PK,1.0349188695872262,1.0129712593457472,1.035414168771211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,29.799999237060547,30.190000534057617,29.25,29.690000534057617,20.98066711425781,4210100,PK,1.0304571527481312,0.9995872694254284,1.024795743820496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,29.299999237060547,29.68000030517578,28.799999237060547,29.18000030517578,20.620275497436523,6477300,PK,1.0442975339014666,1.0282341175342105,1.056410978374452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,29.280000686645508,29.670000076293945,28.93000030517578,29.09000015258789,20.55667304992676,4180900,PK,1.0536120368723436,1.0244565194699344,1.053395291370996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,26.11000061035156,27.170000076293945,26.09499931335449,26.350000381469727,20.595752716064453,4820700,PK,1.0523718696593642,1.0198119929550609,1.0463001567126682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,26.420000076293945,26.51000022888184,26.07999992370605,26.190000534057617,20.4706974029541,3334400,PK,1.0316914698951534,1.032253219437969,1.0617634724153395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,26.059999465942383,26.200000762939453,25.770000457763672,26.01000022888184,20.330001831054688,3882300,PK,1.0334484935230837,1.0401790036679637,1.0675230439217411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,25.950000762939453,26.170000076293945,25.809999465942383,26.049999237060547,20.36126708984375,2785300,PK,1.0261036641296888,1.0456069637498913,1.0678664729210818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,25.90999984741211,26.190000534057617,25.89999961853028,26.0,20.32218742370605,2420300,PK,1.0084614468441522,1.047617671072024,1.0754821426342365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,25.89999961853028,26.96999931335449,25.89999961853028,26.82999992370605,20.97093391418457,3897500,PK,0.9660828123526292,0.9727666028577666,1.0252713803395763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,26.82999992370605,27.3799991607666,26.76499938964844,27.229999542236328,21.28358268737793,2732800,PK,0.9548292560611976,0.961464152676197,0.9866907757488824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,27.290000915527344,28.270000457763672,27.020000457763672,27.530000686645508,21.5180721282959,5501900,PK,0.927715115150979,0.9679753001041425,0.9920727140767404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,27.63999938964844,27.8700008392334,26.989999771118164,27.770000457763672,21.70565795898437,2564600,PK,0.9373424431037708,0.9566807287441426,0.9916824370018462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,27.559999465942383,27.739999771118164,26.6299991607666,27.059999465942383,21.15070533752441,1735400,PK,0.9903917022370066,0.9784006057861888,1.002051120469082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,26.959999084472656,27.5,26.864999771118164,27.13999938964844,21.21323585510254,2722100,PK,0.9952101472372614,0.9803866175081564,0.9907238412331768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,27.0,27.270000457763672,26.34000015258789,26.479999542236328,20.69736671447754,3702700,PK,1.0234137940599453,0.9721856600556188,1.0130764922916262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,26.479999542236328,26.700000762939453,26.43000030517578,26.489999771118164,20.705183029174805,3335300,PK,0.9954699373468456,0.984868378447418,1.0177634722521227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03,26.65999984741211,27.1299991607666,26.56999969482422,26.96999931335449,21.080360412597656,1710900,PK,0.9736744244121972,0.9654552314565996,1.0096079687446278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,26.89999961853028,27.059999465942383,26.56999969482422,26.600000381469727,20.791162490844727,950000,PK,0.9781954261603328,0.968564266945258,1.024039688981031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,26.600000381469727,27.184999465942383,26.530000686645508,26.71999931335449,20.884950637817383,1776200,PK,0.973054127640967,0.9482333307061754,1.0256264789749592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,26.59000015258789,27.1200008392334,26.59000015258789,27.1200008392334,21.19760131835937,1049700,PK,0.9494838238533378,0.9518676495782488,0.9895501459106858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-09,27.1200008392334,27.63999938964844,26.6200008392334,27.530000686645508,21.5180721282959,1433900,PK,0.9364326211720309,0.9517253079708876,0.9725614131315876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-10,27.63999938964844,27.63999938964844,26.950000762939453,27.34000015258789,21.36956024169922,1348800,PK,0.967812807150143,0.935282695056072,0.9830987760942622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-13,27.64999961853028,28.170000076293945,27.540000915527344,27.65999984741211,21.619678497314453,1409400,PK,0.961315977202522,0.9351225388264144,0.9795677753155774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-14,27.89999961853028,27.979999542236328,27.38999938964844,27.549999237060547,21.5337028503418,996700,PK,0.9666060577179773,0.9359035566599484,0.9711054926977848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,27.549999237060547,27.799999237060547,27.46999931335449,27.709999084472656,21.65875816345215,1125200,PK,0.9545293188886688,0.935636502264512,0.9669897045703348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,27.559999465942383,27.82999992370605,27.434999465942383,27.729999542236328,21.67439079284668,1492800,PK,0.944103918266208,0.9419282037075676,0.97225242336885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-17,27.61000061035156,27.790000915527344,26.82999992370605,27.020000457763672,21.119443893432617,1719800,PK,0.9685417366776272,0.9696890659895884,0.98786011071764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,26.950000762939453,27.209999084472656,26.82999992370605,26.8799991607666,21.010009765625,1981300,PK,0.9765628631314128,0.9633923591340624,0.9983855177382432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-22,27.020000457763672,27.200000762939453,26.39999961853028,26.729999542236328,20.89277076721192,1795400,PK,0.9809202791097068,0.9745041665339124,1.0163541899366877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-23,26.729999542236328,26.940000534057617,26.01000022888184,26.21999931335449,20.49414253234864,1478600,PK,0.9980931299723316,0.9888056892089432,1.051487724378778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24,26.170000076293945,26.170000076293945,25.770000457763672,25.920000076293945,20.25965881347656,2160600,PK,1.0084873736289643,1.0096641880131385,1.0716280784522842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,26.18000030517578,26.26000022888184,25.39999961853028,26.0,20.32218742370605,2743500,PK,1.004211389193424,1.0194623413807211,1.0405199443361928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,25.920000076293945,26.020000457763672,25.39999961853028,25.540000915527344,19.9626407623291,1461800,PK,1.0234923500691226,1.0863910810570396,1.0738209658869582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,25.790000915527344,26.729999542236328,25.559999465942383,26.030000686645508,20.34563446044922,3424400,PK,1.0026634550086002,1.0639874183601494,1.0540039853859182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,26.030000686645508,27.299999237060547,26.030000686645508,26.799999237060547,20.94748306274414,2608000,PK,0.9780288921097664,1.02620939067321,1.0260337478285937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-03,26.68000030517578,27.21999931335449,26.600000381469727,27.01000022888184,21.11162757873535,1869900,PK,0.9835994215333812,1.015595686995966,1.0367956194533838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,26.89999961853028,27.420000076293945,26.75,27.100000381469727,21.18197059631348,2256900,PK,0.9690778034898708,1.0065952284882027,1.0371642651587467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,27.06999969482422,27.21999931335449,26.270000457763672,26.3700008392334,20.611387252807617,2221800,PK,1.0136404651988753,1.052196759613348,1.0737106853287384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
