Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,48.02999877929688,48.08000183105469,47.70000076293945,47.84999847412109,47.84999847412109,1606100,CPRI,1.0200627571532552,1.3391850339496112,1.3605015788940809,1.0206479989635429,-0.0005852418102876,0.2489246452271651,0.2712083799028779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.060001373291016,48.2400016784668,47.7400016784668,48.16999816894531,48.16999816894531,1339400,CPRI,1.006435569546915,1.3269670043324573,1.3718082695227454,1.012478214064533,-0.006042644517618,0.2382594485710576,0.2826773910458116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,48.20000076293945,48.27000045776367,47.36000061035156,47.59999847412109,47.59999847412109,1302700,CPRI,1.0069328117990195,1.36134464556733,1.3735293980936452,1.0113391723313174,-0.0044063605322979,0.2713812705624279,0.291728755873073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.54999923706055,47.83000183105469,47.25,47.52999877929688,47.52999877929688,1043100,CPRI,1.0018935441805037,1.3427309348600895,1.3780770393903417,1.0126829906128405,-0.0107894464323368,0.2542472478385231,0.2881176727936776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,47.52999877929688,47.7599983215332,47.29999923706055,47.61000061035156,47.61000061035156,1750600,CPRI,1.1472379380732265,1.3425750335959366,1.4039066473642934,1.0121464877707815,0.1350914503024449,0.2597745579128239,0.3059848985930342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,47.59999847412109,47.66999816894531,47.02000045776367,47.47999954223633,47.47999954223633,1388500,CPRI,1.150800335224158,1.357203097360668,1.3803707149833806,1.0081446760609294,0.1426556591632286,0.2622598745336317,0.279797648547617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,47.5,47.68999862670898,46.95000076293945,47.29999923706055,47.29999923706055,794300,CPRI,1.1405920007006785,1.3792811610164386,1.3892177620372452,1.0143616235707735,0.1262303771299049,0.275565736063786,0.2907356158605483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,47.29999923706055,47.68000030517578,47.15999984741211,47.560001373291016,47.560001373291016,1088600,CPRI,1.1465516653647556,1.3423044219767302,1.3669049676003395,1.008797349947511,0.1377543154172447,0.2494537458327845,0.2776076549063839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,47.33000183105469,47.47999954223633,46.70000076293945,47.0,47.0,1957900,CPRI,1.1640425337121842,1.375106324540808,1.443616988811087,1.0091988628593096,0.1548436708528746,0.2738741167981016,0.3555199386180934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,47.02999877929688,47.66999816894531,46.79999923706055,47.650001525878906,47.650001525878906,2910800,CPRI,1.1351521179534778,1.3643231910690137,1.4205666374353323,1.0112728774332036,0.1238792405202742,0.265638265245661,0.3445315364702028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,47.43999862670898,48.150001525878906,47.209999084472656,47.77000045776367,47.77000045776367,1993600,CPRI,1.1490474955758057,1.378689553678827,1.4006699397306586,1.0098252549340063,0.1392222406417991,0.270440055291552,0.3237793358870415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,47.66999816894531,48.720001220703125,47.66999816894531,48.619998931884766,48.619998931884766,2789700,CPRI,1.1349239308392702,1.351295729979057,1.4084739790486651,1.0047827275420922,0.130141203297178,0.2362339648373492,0.3228799816884586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,48.40999984741211,49.0,48.150001525878906,48.9900016784668,48.9900016784668,2171500,CPRI,1.1381913943889923,1.3668094874531194,1.4096753458358948,1.016827126331923,0.1213642680570692,0.245813717283803,0.3227370595210945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,49.209999084472656,49.97999954223633,48.86000061035156,49.130001068115234,49.130001068115234,2076700,CPRI,1.1457357966975266,1.3692244083162417,1.3926317256554883,1.016900814218988,0.1288349824785386,0.2526406842189352,0.316636381230833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,48.88999938964844,49.150001525878906,48.68999862670898,48.84000015258789,48.84000015258789,1302400,CPRI,1.1496724273229488,1.37264538710234,1.3595413865362276,1.0195478153138224,0.1301246120091264,0.2560944847631385,0.2817078452184034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,49.20000076293945,49.970001220703125,49.02000045776367,49.95000076293945,49.95000076293945,2208800,CPRI,1.1277277471604945,1.3641641311085846,1.3107107151293336,1.0187296628598663,0.1089980843006281,0.24723860533104,0.2452367059048694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,49.95000076293945,50.16999816894531,49.41999816894531,49.43999862670898,49.43999862670898,1307400,CPRI,1.1450243159952098,1.3592232769994197,1.242313913329366,1.0231439317955078,0.121880384199702,0.2449851240347376,0.1738567614637773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,49.72999954223633,49.81999969482422,49.33000183105469,49.79999923706055,49.79999923706055,1066100,CPRI,1.1367470176229058,1.3437750842201674,1.2361446248271992,1.023176662025299,0.1135703555976064,0.2429822003737729,0.156763804529346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,49.650001525878906,49.7599983215332,48.7599983215332,49.72999954223633,49.72999954223633,1567700,CPRI,1.1383470969524534,1.3271667123975208,1.2376834869018114,1.028738706809164,0.1096083901432893,0.2189528908429552,0.1438622246165068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,49.810001373291016,50.02999877929688,49.540000915527344,49.7599983215332,49.7599983215332,1380800,CPRI,1.162982332876045,1.3249598578994557,1.2337218943008377,1.0357335667629224,0.1272487661131225,0.2205913272120143,0.1426998599799764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
