,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-57678000.0,-72658000.0,-1093000.0,-8523000.0
Change To Liabilities,105491000.0,306677000.0,273782000.0,159145000.0
Total Cashflows From Investing Activities,-341585000.0,-721024000.0,-560684000.0,-302600000.0
Net Borrowings,-433804000.0,-103993000.0,-305009000.0,-551876000.0
Total Cash From Financing Activities,-625256000.0,-271949000.0,-506600000.0,-627742000.0
Change To Operating Activities,201028000.0,-75271000.0,683780000.0,-192701000.0
Net Income,751989000.0,1282357000.0,1063219000.0,697109000.0
Change In Cash,945502000.0,229801000.0,39125000.0,-6593000.0
Repurchase Of Stock,-93863000.0,-163563000.0,-190420000.0,-29549000.0
Effect Of Exchange Rate,81564000.0,-606000.0,-24840000.0,29338000.0
Total Cash From Operating Activities,1830779000.0,1223380000.0,1131249000.0,894411000.0
Depreciation,808036000.0,464724000.0,451988000.0,406114000.0
Other Cashflows From Investing Activities,10516000.0,1074000.0,-9215000.0,2392000.0
Change To Account Receivables,371009000.0,-821134000.0,-773361000.0,-534190000.0
Other Cashflows From Financing Activities,-97589000.0,-4393000.0,-11171000.0,-46317000.0
Change To Netincome,-663127000.0,331801000.0,-556260000.0,240000000.0
Capital Expenditures,-266575000.0,-293514000.0,-227803000.0,-178042000.0
