Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,31024000.0,31573000.0,30300000.0,10038000.0
Capital Surplus,815416000.0,800690000.0,781903000.0,767527000.0
Total Liab,150872000.0,164684000.0,166993000.0,145565000.0
Total Stockholder Equity,1307522000.0,1329675000.0,1261441000.0,1182409000.0
Deferred Long Term Liab,16104000.0,15900000.0,16627000.0,42895000.0
Other Current Liab,26743000.0,27675000.0,23960000.0,24308000.0
Total Assets,1458394000.0,1494359000.0,1428434000.0,1327974000.0
Common Stock,454000.0,453000.0,452000.0,452000.0
Retained Earnings,801482000.0,828007000.0,771151000.0,709283000.0
Other Liab,34215000.0,32058000.0,38983000.0,32545000.0
Good Will,79006000.0,78568000.0,79691000.0,78122000.0
Treasury Stock,-309830000.0,-299475000.0,-292065000.0,-294853000.0
Other Assets,21062000.0,27280000.0,39900000.0,72442000.0
Cash,175454000.0,232710000.0,181018000.0,202241000.0
Total Current Liabilities,113123000.0,128969000.0,120400000.0,105213000.0
Deferred Long Term Asset Charges,4958000.0,11380000.0,21233000.0,29547000.0
Other Stockholder Equity,-12211000.0,-11445000.0,-4169000.0,-7199000.0
Property Plant Equipment,203932000.0,203238000.0,189763000.0,186603000.0
Total Current Assets,729873000.0,787965000.0,693691000.0,716621000.0
Long Term Investments,393497000.0,365735000.0,395089000.0,264148000.0
Net Tangible Assets,1197492000.0,1219534000.0,1151450000.0,1094249000.0
Short Term Investments,347577000.0,350985000.0,305434000.0,330843000.0
Net Receivables,88645000.0,97179000.0,92990000.0,80909000.0
Inventory,83661000.0,81059000.0,82448000.0,83209000.0
Accounts Payable,29807000.0,34842000.0,23594000.0,21734000.0
Investments,-19064000.0,-10134000.0,-98065000.0,-85326000.0
Change To Liabilities,-5040000.0,14060000.0,1831000.0,-4350000.0
Total Cashflows From Investing Activities,-109055000.0,-36243000.0,-105787000.0,-95070000.0
Total Cash From Financing Activities,-7470000.0,5365000.0,1279000.0,5446000.0
Change To Operating Activities,-24734000.0,1397000.0,3183000.0,-1145000.0
Issuance Of Stock,2120000.0,5500000.0,1521000.0,6523000.0
Net Income,-26525000.0,56856000.0,61868000.0,62213000.0
Change In Cash,-57256000.0,51692000.0,-21223000.0,-12586000.0
Repurchase Of Stock,-9590000.0,-135000.0,-242000.0,-1077000.0
Effect Of Exchange Rate,3910000.0,-3905000.0,4150000.0,-171000.0
Total Cash From Operating Activities,55359000.0,86475000.0,79135000.0,77209000.0
Depreciation,6907000.0,6376000.0,5834000.0,5657000.0
Change To Inventory,-5770000.0,-4061000.0,525000.0,6282000.0
Change To Account Receivables,8763000.0,-5134000.0,-11692000.0,1753000.0
Change To Netincome,101758000.0,16531000.0,17286000.0,6799000.0
Capital Expenditures,-7170000.0,-26109000.0,-7722000.0,-9508000.0
