Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,197.2700042724609,198.7700042724609,196.75,198.5500030517578,191.55470275878903,636300,DPZ,0.9216819958436256,0.9961924460851436,1.1692474801710315,1.0206479989635429,-0.0989660031199172,-0.0940679426373024,0.0799542811798286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,199.7899932861328,203.57000732421875,199.3699951171875,199.9900054931641,192.9439392089844,1196900,DPZ,0.8862942904317624,1.004109049319505,1.1632408772193157,1.012478214064533,-0.1261839236327705,-0.0845985064418946,0.0741099987423818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,200.77999877929688,205.63999938964844,200.77999877929688,202.8099975585937,195.66456604003903,1255000,DPZ,0.878112524197593,1.0065097500419753,1.1413183875659136,1.0113391723313174,-0.1332266481337244,-0.0834536249629267,0.0595177453453414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,202.0,202.69000244140625,199.72000122070312,201.63999938964844,194.53579711914065,957000,DPZ,0.8824637633187853,1.0277629052659254,1.1580583975431045,1.0126829906128405,-0.1302192272940552,-0.0607207817556409,0.0680990309464404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,201.47999572753903,206.4499969482422,200.92999267578125,206.0200042724609,198.761474609375,839600,DPZ,0.8419573205408984,0.973697822944086,1.1569019636985385,1.0121464877707815,-0.1701891672298831,-0.1091026527390266,0.0589802149272793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,205.4199981689453,207.3699951171875,204.9600067138672,205.38999938964844,198.1536865234375,893400,DPZ,0.8281804530963638,1.024325052748302,1.165490212687314,1.0081446760609294,-0.1799642229645656,-0.070618170078734,0.0649171462515503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,205.6300048828125,207.9499969482422,205.6300048828125,205.8000030517578,198.54920959472656,768200,DPZ,0.8197764991579773,1.0286174713561302,1.1753770196265467,1.0143616235707735,-0.1945851244127961,-0.0750979535965223,0.0768948734498498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,208.3300018310547,211.75,206.69000244140625,209.44000244140625,202.0609893798828,1336000,DPZ,0.8270148416408094,1.0018368453321709,1.1465038204555429,1.008797349947511,-0.1817825083067015,-0.0910138308117747,0.0572065077615873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,210.0,210.94000244140625,208.0399932861328,209.2400054931641,201.8680725097656,1828500,DPZ,0.8283788218956455,0.9960862083327224,1.1502412086328069,1.0091988628593096,-0.1808200409636641,-0.1051459994099839,0.0621441584398132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,199.9499969482422,205.3600006103516,196.6999969482422,201.02999877929688,193.94729614257807,4872900,DPZ,0.860717137680333,1.0518274218305612,1.158922877330843,1.0112728774332036,-0.1505557397528706,-0.0468575039927914,0.0828877763657136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
