,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,114222000.0,126067000.0,105856000.0,116864000.0
Capital Surplus,3657910000.0,3623244000.0,3513618000.0,3470503000.0
Total Liab,2064251000.0,2111928000.0,2041362000.0,2021074000.0
Total Stockholder Equity,715131000.0,732904000.0,663160000.0,660359000.0
Other Current Liab,587933000.0,613709000.0,567201000.0,563190000.0
Total Assets,3184944000.0,3245882000.0,2704522000.0,2681433000.0
Common Stock,24000.0,24000.0,23000.0,22000.0
Retained Earnings,-2864842000.0,-2814198000.0,-2775595000.0,-2736477000.0
Other Liab,327263000.0,355087000.0,330818000.0,334310000.0
Good Will,1364837000.0,1364886000.0,1213454000.0,1213454000.0
Treasury Stock,-77961000.0,-76166000.0,-74886000.0,-73689000.0
Other Assets,68764000.0,74664000.0,70894000.0,74698000.0
Cash,516972000.0,676454000.0,314250000.0,404346000.0
Total Current Liabilities,709998000.0,753743000.0,699014000.0,683617000.0
Other Stockholder Equity,2039000.0,3834000.0,5114000.0,6311000.0
Property Plant Equipment,118788000.0,118021000.0,135601000.0,141977000.0
Total Current Assets,1518333000.0,1562244000.0,1178617000.0,1134140000.0
Net Tangible Assets,-763928000.0,-758049000.0,-656150000.0,-669959000.0
Short Term Investments,783689000.0,624824000.0,627892000.0,509858000.0
Net Receivables,109213000.0,153575000.0,133897000.0,119842000.0
Long Term Debt,972280000.0,960896000.0,949648000.0,938536000.0
Inventory,5432000.0,4023000.0,5371000.0,5440000.0
Accounts Payable,13076000.0,5107000.0,6095000.0,10733000.0
Deferred Long Term Liab,,64800000.0,,
Other Current Assets,,74600000.0,,
Long Term Investments,,,100000.0,300000.0
