Unnamed: 0,2021-01-29,2020-01-31,2019-02-01,2018-02-02
Intangible Assets,15039000000.0,18786000000.0,22887000000.0,28754000000.0
Total Liab,115862000000.0,115706000000.0,112762000000.0,106708000000.0
Total Stockholder Equity,2479000000.0,-1574000000.0,-5765000000.0,11719000000.0
Minority Interest,5074000000.0,4729000000.0,4823000000.0,5766000000.0
Deferred Long Term Liab,1094000000.0,998000000.0,817000000.0,
Other Current Liab,20294000000.0,19118000000.0,16584000000.0,16684000000.0
Total Assets,123415000000.0,118861000000.0,111820000000.0,124193000000.0
Common Stock,16849000000.0,16091000000.0,16114000000.0,19889000000.0
Other Current Assets,6134000000.0,5421000000.0,4749000000.0,4365000000.0
Retained Earnings,-13751000000.0,-16891000000.0,-21349000000.0,-6860000000.0
Other Liab,18321000000.0,17571000000.0,18589000000.0,16871000000.0
Good Will,40829000000.0,41691000000.0,40089000000.0,39920000000.0
Treasury Stock,-619000000.0,-774000000.0,-530000000.0,-1310000000.0
Other Assets,8459000000.0,7968000000.0,2215000000.0,1903000000.0
Cash,14201000000.0,9302000000.0,9676000000.0,13942000000.0
Total Current Liabilities,54132000000.0,52456000000.0,44972000000.0,45839000000.0
Deferred Long Term Asset Charges,6230000000.0,5960000000.0,654000000.0,
Short Long Term Debt,1474000000.0,3585000000.0,1207000000.0,4546000000.0
Other Stockholder Equity,-314000000.0,-709000000.0,-467000000.0,130000000.0
Property Plant Equipment,8548000000.0,7835000000.0,5259000000.0,5390000000.0
Total Current Assets,43567000000.0,36868000000.0,36138000000.0,40328000000.0
Long Term Investments,1634000000.0,865000000.0,1008000000.0,4174000000.0
Net Tangible Assets,-53389000000.0,-62051000000.0,-68741000000.0,-56955000000.0
Net Receivables,13788000000.0,13084000000.0,12871000000.0,12221000000.0
Long Term Debt,36844000000.0,40706000000.0,46385000000.0,42529000000.0
Inventory,3402000000.0,3281000000.0,3649000000.0,2678000000.0
Accounts Payable,21696000000.0,20065000000.0,19213000000.0,18334000000.0
Short Term Investments,,,,2187000000.0
Investments,-169000000.0,316000000.0,5687000000.0,-511000000.0
Change To Liabilities,4413000000.0,4621000000.0,4370000000.0,6527000000.0
Total Cashflows From Investing Activities,-460000000.0,-4686000000.0,3389000000.0,-2875000000.0
Net Borrowings,-4528000000.0,-1636000000.0,1594000000.0,2157000000.0
Total Cash From Financing Activities,-5950000000.0,-4604000000.0,-14329000000.0,403000000.0
Change To Operating Activities,-2384000000.0,-2888000000.0,-738000000.0,-2461000000.0
Issuance Of Stock,452000000.0,658000000.0,805000000.0,132000000.0
Net Income,3250000000.0,4616000000.0,-2310000000.0,-2849000000.0
Change In Cash,5033000000.0,-89000000.0,-4138000000.0,4546000000.0
Repurchase Of Stock,-241000000.0,-8000000.0,-14075000000.0,-1108000000.0
Effect Of Exchange Rate,36000000.0,-90000000.0,-189000000.0,175000000.0
Total Cash From Operating Activities,11407000000.0,9291000000.0,6991000000.0,6843000000.0
Depreciation,5075000000.0,5870000000.0,7535000000.0,8552000000.0
Other Cashflows From Investing Activities,28000000.0,40000000.0,40000000.0,30000000.0
Change To Inventory,-243000000.0,311000000.0,-1445000000.0,-325000000.0
Change To Account Receivables,-396000000.0,-286000000.0,-1104000000.0,-1590000000.0
Other Cashflows From Financing Activities,-1633000000.0,-3618000000.0,-2653000000.0,-778000000.0
Change To Netincome,1377000000.0,-3226000000.0,472000000.0,-1093000000.0
Capital Expenditures,-2082000000.0,-2576000000.0,-1497000000.0,-1367000000.0
