Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,42.80730819702149,42.9678840637207,42.66888046264648,42.75193786621094,42.75193786621094,2041502,DELL,1.0720114383977963,1.0980443402095303,0.9316150812105544,1.0206479989635429,0.0513634394342534,0.0077839514870843,-0.1576781177806485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,42.768550872802734,43.42746353149414,42.76301193237305,43.15614700317383,43.15614700317383,2588901,DELL,1.0572234462184409,1.0957146676979173,0.932512192696536,1.012478214064533,0.0447452321539079,0.0070071119365175,-0.1566186857803978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,43.18383026123047,43.56589126586914,43.13399887084961,43.33887100219727,43.33887100219727,2179842,DELL,1.045866900213669,1.0908394269003014,0.9313913137238936,1.0113391723313174,0.0345277278823514,0.0008760518953994,-0.1504093284966785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,43.34440612792969,43.43300247192383,43.03432846069336,43.31118392944336,43.31118392944336,2093335,DELL,1.033878799873205,1.0774738463454463,0.9505241740472568,1.0126829906128405,0.0211958092603645,-0.01100984067612,-0.1394351925494072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,43.46622467041016,43.84274673461914,43.32779693603516,43.765228271484375,43.765228271484375,2435933,DELL,1.0313764949281743,1.0704706404509032,0.9538208310583858,1.0121464877707815,0.0192300071573927,-0.0123298352322094,-0.1441009177128733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,43.549278259277344,43.77630233764648,43.377628326416016,43.765228271484375,43.765228271484375,2449478,DELL,1.0435222742641896,1.098557700688725,0.9588815869755156,1.0081446760609294,0.0353775982032602,0.0036144778616888,-0.1416914794602479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,43.815059661865234,44.031009674072266,43.74308013916016,43.88704299926758,43.88704299926758,1326326,DELL,1.038480971948482,1.0944990862449993,0.932374480919796,1.0143616235707735,0.0241193483777084,-0.0092163387076533,-0.1661076652569009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,44.042083740234375,44.19158554077149,43.67109680175781,43.787376403808594,43.787376403808594,1714978,DELL,1.0354071986840203,1.088644362316722,0.9189428012027252,1.008797349947511,0.0266098487365094,-0.0042063138272236,-0.1703545114912303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,43.792911529541016,44.01993560791016,43.67109680175781,43.942413330078125,43.942413330078125,2131261,DELL,1.0405746386046302,1.1102571002948112,0.9209929648136508,1.0091988628593096,0.0313757757453205,0.0090248925521048,-0.1671040853793428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,44.00885772705078,44.55149459838867,43.98670959472656,44.45736312866211,44.45736312866211,2078706,DELL,1.0189314078294829,1.100884305450956,0.9021049093672504,1.0112728774332036,0.0076585303962792,0.0021993796276034,-0.173930191597879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
