Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2016-08-17,24.08637809753418,24.36323356628418,23.80952453613281,23.80952453613281,23.80952453613281,137617,DELL,1.1339535023817902,1.2090696919534398,1.4893022921965855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,24.36323356628418,24.36323356628418,23.53266906738281,23.67109680175781,23.67109680175781,895776,DELL,1.139882995586308,1.2266666408819908,1.4851462539055729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,23.64341163635254,24.08637809753418,23.61572456359864,24.08637809753418,24.08637809753418,2400355,DELL,1.1131034599628973,1.197471310041915,1.4731034884705254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,23.80952453613281,25.249168395996094,23.58803939819336,24.16943550109864,24.16943550109864,1138322,DELL,1.1003436385438627,1.1807560047964978,1.4540665078093031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,24.22480583190918,25.415281295776367,24.08637809753418,24.91694450378418,24.91694450378418,751657,DELL,1.0668888607361415,1.1597777191758356,1.409777738312899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,27.68549346923828,27.68549346923828,24.972314834594727,25.249168395996094,25.249168395996094,1280273,DELL,1.0502193107695246,1.1434210999441297,1.3752193334318388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,25.609081268310547,25.609081268310547,24.972314834594727,25.14396476745605,25.14396476745605,188366,DELL,1.0524113497719243,1.1730896276849343,1.3884607218305174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,25.44296836853028,25.44296836853028,25.18826103210449,25.332225799560547,25.332225799560547,113236,DELL,1.046120200442996,1.170710397457132,1.3884153019617989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,25.35991096496582,26.02436256408692,25.35991096496582,25.63676643371582,25.63676643371582,704521,DELL,1.0274297787323,1.1205183464475132,1.3634989352393552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,25.609081268310547,25.885936737060547,24.667774200439453,25.0,25.0,2435391,DELL,1.0586932373046876,1.1683277893066406,1.4059800720214843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
