,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-160000000.0,-1614000000.0,-341000000.0,-335000000.0
Net Borrowings,-45000000.0,971000000.0,74000000.0,589000000.0
Total Cash From Financing Activities,-434000000.0,397000000.0,-903000000.0,-479000000.0
Change To Operating Activities,-128000000.0,-529000000.0,-65000000.0,-214000000.0
Issuance Of Stock,16000000.0,45000000.0,45000000.0,61000000.0
Net Income,996000000.0,1044000000.0,695000000.0,568000000.0
Change In Cash,1201000000.0,-138000000.0,3000000.0,160000000.0
Repurchase Of Stock,-14000000.0,-165000000.0,-632000000.0,-727000000.0
Effect Of Exchange Rate,21000000.0,-2000000.0,-41000000.0,112000000.0
Total Cash From Operating Activities,1774000000.0,1081000000.0,1288000000.0,862000000.0
Depreciation,632000000.0,604000000.0,747000000.0,833000000.0
Other Cashflows From Investing Activities,-17000000.0,3000000.0,13000000.0,-4000000.0
Dividends Paid,-346000000.0,-329000000.0,-306000000.0,-277000000.0
Change To Account Receivables,72000000.0,-261000000.0,68000000.0,-64000000.0
Other Cashflows From Financing Activities,-45000000.0,-125000000.0,-84000000.0,-125000000.0
Change To Netincome,99000000.0,98000000.0,-157000000.0,-261000000.0
Capital Expenditures,-223000000.0,-246000000.0,-268000000.0,-300000000.0
