Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,154.58999633789062,156.27000427246094,153.1300048828125,153.61000061035156,147.2327880859375,1440100,MCK,0.8975975661018579,1.0117615748206454,0.9356626684829424,1.0206479989635429,-0.1230504328616849,-0.0784988139018005,-0.1536305305082604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,153.80999755859375,156.27999877929688,153.61000061035156,155.25999450683594,148.8142547607422,1610300,MCK,0.899587918862599,1.0145663386648875,0.931283376044622,1.012478214064533,-0.1128902952019339,-0.0741412170965121,-0.1578475024323118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,155.33999633789062,155.8000030517578,152.44000244140625,153.99000549316406,147.5970001220703,1467100,MCK,0.890057673398831,1.0358863825669131,0.931853545316268,1.0113391723313174,-0.1212814989324864,-0.0540769924379889,-0.1499470969043042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,153.8800048828125,156.1999969482422,153.33999633789062,153.61000061035156,147.2327880859375,1351000,MCK,0.8958397761105552,1.048171177094362,0.9670520863819934,1.0126829906128405,-0.1168432145022853,-0.0403125099272043,-0.1229072802146706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,154.19000244140625,154.57000732421875,152.88999938964844,153.72000122070312,147.3381805419922,1706200,MCK,0.8795864313783567,1.0476168333427405,0.9769464542864998,1.0121464877707815,-0.1325600563924248,-0.0351836423403721,-0.1209752944847593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,153.8800048828125,155.77999877929688,148.97999572753906,151.2899932861328,145.00909423828125,2666300,MCK,0.9050827100771984,1.075242262805951,0.99117718488999,1.0081446760609294,-0.1030619659837309,-0.0197009600210851,-0.1093958815457736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,152.0,152.0,146.42999267578125,148.13999938964844,141.98985290527344,1873700,MCK,0.947482264957288,1.1248311875829289,0.9974709436311872,1.0143616235707735,-0.0668793586134854,0.0211157626302762,-0.1010112025455097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,149.41000366210938,150.60000610351562,148.38999938964844,149.41000366210938,143.2071533203125,1708900,MCK,0.9377552416436732,1.1448537616150665,0.9832773304078836,1.008797349947511,-0.0710421083038377,0.0520030854711208,-0.106019982286072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,148.8800048828125,150.1699981689453,148.8800048828125,149.94000244140625,143.715087890625,1288200,MCK,0.9177671589737316,1.1553131747350325,0.9937372272817616,1.0091988628593096,-0.0914317038855779,0.0540809669923261,-0.094359822911232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,149.94000244140625,151.5,149.22999572753906,150.6699981689453,144.41481018066406,1025600,MCK,0.9162407974583407,1.1427305930273852,0.9926558231193224,1.0112728774332036,-0.0950320799748628,0.0440456672040325,-0.083379277845807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,150.13999938964844,150.91000366210938,145.25999450683594,147.1699981689453,141.06011962890625,2388400,MCK,0.9252563357562472,1.1602362957671335,1.035511540030868,1.0098252549340063,-0.0845689191777593,0.0519867973798584,-0.0413790638127489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,146.42999267578125,148.60000610351562,145.5800018310547,146.61000061035156,140.5233917236328,1603600,MCK,0.9471384543150264,1.1824425873686293,1.0548828629540377,1.0047827275420922,-0.0576442732270657,0.0673808222269216,-0.0307111344061687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,146.52999877929688,147.5,145.6199951171875,146.41000366210938,140.3317108154297,1614200,MCK,0.9746598238361496,1.1679017186343177,1.0849340839874482,1.016827126331923,-0.0421673024957734,0.0469059484650014,-0.0020042023273521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,146.4199981689453,148.1199951171875,145.83999633789062,146.2100067138672,140.13998413085938,1583000,MCK,0.9720950535342492,1.196782980013314,1.0732272788939805,1.016900814218988,-0.0448057606847387,0.0801992559160076,-0.0027680655306747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,146.36000061035156,150.42999267578125,146.3300018310547,149.9600067138672,143.73428344726562,2322200,MCK,0.9218456501591864,1.1709997165535888,1.03299220681609,1.0195478153138224,-0.097702165154636,0.0544488142143873,-0.0448413345017342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,150.55999755859375,151.97000122070312,150.25,150.77999877929688,144.520263671875,1404100,MCK,0.9475392977506736,1.1747350938838257,1.0301723737446258,1.0187296628598663,-0.0711903651091927,0.0578095681062811,-0.0353016354798383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,150.3800048828125,150.60000610351562,148.17999267578125,148.3000030517578,142.14320373535156,1936600,MCK,0.9831422843032422,1.1917445735852847,0.9929402585820166,1.0231439317955078,-0.0400016474922655,0.0775064206206026,-0.0755168932835719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,147.89999389648438,150.61000061035156,147.0,149.75,143.5330352783203,1355000,MCK,0.9660098605433792,1.1495501925726257,0.9848685723324978,1.023176662025299,-0.0571668014819201,0.0487573087262311,-0.0945122479653554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,150.25,152.5,149.17999267578125,151.3800048828125,145.09532165527344,2183300,MCK,0.9568638738571708,1.1181699337057327,0.9574092538127432,1.028738706809164,-0.0718748329519932,0.009956112151167,-0.1364120084725613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,158.80999755859375,162.61000061035156,142.60000610351562,143.5399932861328,137.58079528808594,7193800,MCK,1.029329800548883,1.1610184445286111,1.0078126810917103,1.0357335667629224,-0.0064037662140394,0.0566499138411698,-0.0832093532291509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,143.6300048828125,143.6300048828125,134.41000366210938,135.6199951171875,129.98963928222656,4208200,MCK,1.0921692578742508,1.1766427777153683,1.07259219713673,1.0327543330408862,0.0594149248333646,0.0982238241193276,-0.0235366015983395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,135.24000549316406,137.0500030517578,134.25,135.02000427246094,129.41456604003906,4156500,MCK,1.0967255895402044,1.1312441835362048,1.09558602541847,1.0448229351223306,0.0519026544178737,0.085133249963726,-0.014803466976397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,135.75,141.33999633789062,135.75,137.8800048828125,132.15579223632812,4050400,MCK,1.0641634266493722,1.10872441190713,1.0870678107120202,1.0378093145840102,0.026354112065362,0.0550680434926387,-0.0205121404164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
