,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,33244000.0,-87478000.0,6440000.0,-7881000.0
Total Cashflows From Investing Activities,-7274000.0,-12855000.0,-416612000.0,-7002000.0
Total Cash From Financing Activities,-19792000.0,-7107000.0,-75864000.0,209887000.0
Change To Operating Activities,-14819000.0,-4391000.0,12056000.0,4351000.0
Net Income,61408000.0,59469000.0,53993000.0,64620000.0
Change In Cash,50439000.0,-51179000.0,-228573000.0,271438000.0
Repurchase Of Stock,-12598000.0,-11797000.0,-62863000.0,-12542000.0
Effect Of Exchange Rate,2426000.0,-4614000.0,6507000.0,12560000.0
Total Cash From Operating Activities,75079000.0,-26603000.0,257396000.0,55993000.0
Depreciation,29021000.0,28595000.0,31134000.0,28201000.0
Dividends Paid,-6961000.0,-6961000.0,-14015000.0,-7071000.0
Change To Inventory,2845000.0,-18059000.0,48857000.0,7369000.0
Change To Account Receivables,-26194000.0,-27593000.0,69160000.0,-29911000.0
Other Cashflows From Financing Activities,-233000.0,-229000.0,-226000.0,-219000.0
Change To Netincome,5821000.0,6607000.0,29994000.0,5877000.0
Capital Expenditures,-9234000.0,-8537000.0,-11158000.0,-7017000.0
Issuance Of Stock,,4919000.0,1240000.0,4719000.0
Other Cashflows From Investing Activities,,,-17000.0,-17000.0
Net Borrowings,,,,225000000.0
