Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,80.68000030517578,80.88999938964844,80.27999877929688,80.68000030517578,69.52194213867188,1848500,ED,1.066558901187176,1.0221158467930442,0.9773024171511724,1.0206479989635429,0.045910902223633,-0.0681445419294017,-0.1119907818400305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,80.88999938964844,81.66999816894531,80.63999938964844,81.11000061035156,69.89247131347656,1973700,ED,1.057822521822528,1.015703290904673,0.9570710273807967,1.012478214064533,0.0453443077579949,-0.0730042648567266,-0.132059851096137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,81.04000091552734,81.05999755859375,80.26000213623047,80.9000015258789,69.71151733398438,1181100,ED,1.0729294486249,1.032666471713303,0.9643337125876688,1.0113391723313174,0.0615902762935824,-0.057296903291599,-0.1174669296329034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,80.97000122070312,81.79000091552734,80.62000274658203,81.77999877929688,70.46980285644531,1136700,ED,1.0643188881471553,1.0107095475854908,0.9676401037695832,1.0126829906128405,0.0516358975343147,-0.0777741394360755,-0.1223192628270808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,81.79000091552734,81.93000030517578,81.33000183105469,81.7699966430664,70.4612045288086,1444600,ED,1.0556433870164563,0.9973978643907508,0.9760932039238628,1.0121464877707815,0.0434968992456747,-0.0854026112923618,-0.1218285448473963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,81.33000183105469,81.75,81.08999633789062,81.55999755859375,70.28021240234375,1095700,ED,1.0751597304665077,0.9934167903490404,0.9729945435013126,1.0081446760609294,0.0670150544055783,-0.1015264324779957,-0.1275785229344509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,81.66000366210938,81.91000366210938,81.41999816894531,81.48999786376953,70.21991729736328,1224300,ED,1.0781690083459503,0.983138714007648,0.9750780786115398,1.0143616235707735,0.0638073847751767,-0.1205767109450046,-0.1234040675651571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,81.55000305175781,82.41000366210938,81.4000015258789,82.4000015258789,71.00405883789062,1557100,ED,1.0638349334088637,0.9665325116121344,0.958013543872528,1.008797349947511,0.0550375834613527,-0.1263181645318112,-0.1312837688214275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,82.19999694824219,83.12999725341797,82.19999694824219,82.83999633789062,71.38319396972656,1352500,ED,1.0525109289553245,0.9644406818137607,0.9541534305408804,1.0091988628593096,0.0433120660960149,-0.1367915259289456,-0.1339436196521132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,82.80000305175781,83.56999969482422,82.80000305175781,83.52999877929688,71.97775268554688,1227900,ED,1.0572252134452826,0.9445284997203812,0.9537003824780048,1.0112728774332036,0.045952336012079,-0.1541564261029714,-0.1223347184871246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,83.76000213623047,84.08999633789062,82.93000030517578,83.08000183105469,71.59001159667969,1558500,ED,1.079207468130578,0.9495225954302928,0.95984545549684,1.0098252549340063,0.0693822131965715,-0.1587269029569822,-0.117045148346777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,83.0199966430664,83.37999725341797,82.27999877929688,82.8499984741211,71.3918228149414,1582800,ED,1.0707682814658537,0.9553219999980764,0.9755253263462588,1.0047827275420922,0.0659855539237614,-0.1597397651436312,-0.1100686710139476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,83.0199966430664,83.6500015258789,82.66000366210938,83.55999755859375,72.0036392211914,1144400,ED,1.0537090704995655,0.9608342575559772,0.9791670838780924,1.016827126331923,0.0368819441676424,-0.1601615126133391,-0.1077712024367079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,83.38999938964844,83.88999938964844,82.97000122070312,83.77999877929688,72.19319915771484,1530700,ED,1.040957539053868,0.955423863887234,0.9729532564678685,1.016900814218988,0.0240567248348799,-0.1611598602100724,-0.1030420879567868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,83.91000366210938,84.86000061035156,83.76000213623047,84.83999633789062,73.10660552978516,1320800,ED,1.0216552954432627,0.9548910801442962,0.958638851148308,1.0195478153138224,0.0021074801294402,-0.1616598221949052,-0.1191946901695161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,84.58999633789062,85.08000183105469,84.5,84.86000061035156,73.12384796142578,1358200,ED,1.0271154779352347,0.9549038034265572,0.9500213313406692,1.0187296628598663,0.0083858150753683,-0.1620217223509873,-0.1154526778837948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,84.87000274658203,85.18000030517578,84.52999877929688,85.0999984741211,73.33063507080078,1611100,ED,1.0263508868925266,0.9371698323056334,0.9443537611299188,1.0231439317955078,0.0032069550970188,-0.1770683206590486,-0.1241033907356697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,85.48999786376953,85.79000091552734,85.13999938964844,85.76000213623047,73.89936065673828,1950200,ED,1.0212725671751288,0.9353632929205936,0.9400516428788896,1.023176662025299,-0.0019040948501705,-0.1654295909258009,-0.1393291774189635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,85.33000183105469,85.44000244140625,84.23999786376953,85.33000183105469,73.52883911132812,1637300,ED,1.033505949423776,0.9491718453569012,0.934178546214752,1.028738706809164,0.0047672426146119,-0.1590419761976643,-0.1596427160705524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
