Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Repurchase Of Stock
2017-09-29,64.19000244140625,64.2699966430664,63.290000915527344,63.41999816894531,48.51235580444336,7758900,MO,1.0126142318963818,1.116880941696155,1.0265598079077485,1.0206479989635429,-0.008033767067161,0.0266205529737089,-0.0627333910834544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,63.34999847412109,63.4900016784668,62.79999923706055,62.900001525878906,48.11458969116211,7883000,MO,1.0286166972344537,1.129322788933375,1.02791265898044,1.012478214064533,0.0161384831699207,0.0406152331719753,-0.0612182194964938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,62.93999862670898,63.52999877929688,62.93000030517578,63.369998931884766,48.47410583496094,6400200,MO,1.008363450126999,1.1195137778625592,1.0291401029778715,1.0113391723313174,-0.0029757222043185,0.0295504028576572,-0.0526605392427006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,63.45000076293945,63.77000045776367,63.22999954223633,63.4900016784668,48.56589889526367,6653700,MO,1.0066151352352506,1.105637706372952,1.032013723073264,1.0126829906128405,-0.0060678553775899,0.0171540193513854,-0.0579456435234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,63.720001220703125,63.93999862670898,63.5099983215332,63.810001373291016,48.8106803894043,5234200,MO,0.9943582187604992,1.1114781085461236,1.0225231248632811,1.0121464877707815,-0.0177882690102822,0.0286776328630109,-0.075398623907978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,63.68999862670898,63.77999877929688,62.31999969482422,62.54999923706055,47.84685897827149,9563300,MO,1.0281374117848157,1.13386759077961,1.0026872858277602,1.0081446760609294,0.0199927357238862,0.0389243679525739,-0.0978857806080033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,62.83000183105469,64.06999969482422,62.75,63.56999969482422,48.627098083496094,7275600,MO,1.0160451992115664,1.104880781831324,0.9269214771878788,1.0143616235707735,0.0016835756407929,0.0011653568786713,-0.1715606689888181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,64.08000183105469,65.12999725341797,63.900001525878906,65.01000213623047,49.728607177734375,8300800,MO,0.992308793395794,1.0696979976152297,0.8977619457909662,1.008797349947511,-0.0164885565517168,-0.0231526785287159,-0.1915353669029893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,65.12999725341797,65.23999786376953,64.58000183105469,64.87000274658203,49.62150573730469,5552200,MO,1.002312272927849,1.0911388240141822,0.8893240149508225,1.0091988628593096,-0.0068865899314605,-0.0100933837285241,-0.1987730352421711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,64.66999816894531,65.48999786376953,64.27999877929688,65.3499984741211,49.98868179321289,6895900,MO,1.0074978825544387,1.0812712197653995,0.8629729797997334,1.0112728774332036,-0.0037749948787648,-0.0174137060579531,-0.213062121165396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,65.58000183105469,65.9000015258789,64.91999816894531,65.05000305175781,49.75920486450195,6437200,MO,1.0104535568135635,1.1031651377096288,0.8754185520370663,1.0098252549340063,0.0006283018795569,-0.0050843606776462,-0.2014720518065507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,65.05000305175781,65.48999786376953,64.94000244140625,65.37000274658203,50.00397872924805,4748000,MO,0.9983173946348112,1.1002345623284524,0.854440827805832,1.0047827275420922,-0.006465332907281,-0.0148272028132552,-0.2311531695543744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,65.22000122070312,65.4000015258789,64.80999755859375,64.87000274658203,49.62150573730469,7507900,MO,1.0155696733851067,1.1113593348083253,0.8824067995184495,1.016827126331923,-0.0012574529468163,-0.009636435360991,-0.2045314867963508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
