,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,60292000.0,62706000.0,66314000.0,36661000.0
Total Cashflows From Investing Activities,-63537000.0,-45015000.0,-92968000.0,-73345000.0
Net Borrowings,182579000.0,-103607000.0,72435000.0,13000000.0
Total Cash From Financing Activities,66533000.0,-243028000.0,-141562000.0,-151522000.0
Change To Operating Activities,-98865000.0,-78539000.0,-73056000.0,-71978000.0
Issuance Of Stock,13972000.0,2282000.0,9672000.0,1873000.0
Net Income,157705000.0,228879000.0,201043000.0,127415000.0
Change In Cash,197053000.0,10975000.0,15501000.0,-27486000.0
Repurchase Of Stock,-81048000.0,-106135000.0,-187747000.0,-118555000.0
Effect Of Exchange Rate,1899000.0,1412000.0,5117000.0,2246000.0
Total Cash From Operating Activities,192158000.0,297606000.0,244914000.0,195135000.0
Depreciation,68219000.0,73822000.0,67783000.0,69781000.0
Other Cashflows From Investing Activities,-3516000.0,-18000.0,-316000.0,-1188000.0
Dividends Paid,-35352000.0,-35568000.0,-35920000.0,-33339000.0
Change To Account Receivables,-3527000.0,2525000.0,-13287000.0,-4012000.0
Other Cashflows From Financing Activities,-13618000.0,-13618000.0,-2000.0,-14501000.0
Change To Netincome,6742000.0,6687000.0,-5395000.0,35868000.0
Capital Expenditures,-60887000.0,-42274000.0,-66614000.0,-50769000.0
